"Geolocation","Fertilizer Grade","2004 January","2004 February","2004 March","2004 April","2004 May","2004 June","2004 July","2004 August","2004 September","2004 October","2004 November","2004 December","2004 Annual"
"..REGION I (ILOCOS REGION)","Ammophos (16-20-0)",501.25,527.19,530.63,551.25,607.25,619.38,624.25,653.13,666.25,666.25,670.00,671.25,607.07
"..REGION I (ILOCOS REGION)","Ammosul (21-0-0)",369.75,411.88,421.25,430.00,442.75,454.38,462.25,497.50,506.25,502.75,507.50,505.52,459.06
"..REGION I (ILOCOS REGION)","Complete (14-14-14)",516.50,558.75,572.50,591.25,634.25,652.81,663.50,679.06,681.25,681.25,681.88,686.25,633.05
"..REGION I (ILOCOS REGION)","Urea (45-0-0)",599.75,620.63,622.50,627.50,637.75,646.88,689.50,785.00,811.25,834.75,877.50,881.25,719.42
"....Ilocos Norte","Ammophos (16-20-0)",512.50,566.25,575.00,610.00,640.00,655.00,662.00,670.00,672.50,680.00,680.00,675.00,633.19
"....Ilocos Norte","Ammosul (21-0-0)",367.50,426.25,420.00,435.00,450.00,462.50,482.00,520.00,520.00,520.00,515.00,515.00,469.44
"....Ilocos Norte","Complete (14-14-14)",500.00,570.00,595.00,630.00,659.00,670.00,672.00,682.50,692.50,700.00,700.00,700.00,647.58
"....Ilocos Norte","Urea (45-0-0)",600.00,635.00,625.00,640.00,645.00,652.50,696.00,810.00,820.00,858.00,887.50,890.00,729.92
"....Ilocos Sur","Ammophos (16-20-0)",526.00,545.00,552.50,595.00,638.00,650.00,656.00,665.00,660.00,680.00,680.00,680.00,627.29
"....Ilocos Sur","Ammosul (21-0-0)",400.00,415.00,422.50,430.00,454.00,480.00,480.00,515.00,505.00,500.00,500.00,500.00,466.79
"....Ilocos Sur","Complete (14-14-14)",548.00,560.00,565.00,595.00,642.00,652.50,664.00,680.00,680.00,680.00,680.00,680.00,635.54
"....Ilocos Sur","Urea (45-0-0)",618.00,627.50,630.00,630.00,642.00,650.00,686.00,800.00,805.00,844.00,890.00,890.00,726.04
"....La Union","Ammophos (16-20-0)",490.00,560.00,570.00,575.00,626.00,647.50,654.00,670.00,670.00,670.00,660.00,660.00,621.04
"....La Union","Ammosul (21-0-0)",377.50,425.00,430.00,430.00,442.00,450.00,460.00,490.00,500.00,506.00,515.00,510.00,461.29
"....La Union","Complete (14-14-14)",500.00,565.00,580.00,590.00,636.00,657.50,664.00,680.00,680.00,686.00,665.00,665.00,630.71
"....La Union","Urea (45-0-0)",620.00,625.00,630.00,630.00,636.00,640.00,718.00,795.00,820.00,832.00,870.00,870.00,723.83
"....Pangasinan","Ammophos (16-20-0)",463.75,437.50,425.00,425.00,525.00,525.00,525.00,607.50,662.50,635.00,660.00,670.00,546.77
"....Pangasinan","Ammosul (21-0-0)",318.75,381.25,412.50,425.00,425.00,425.00,427.00,465.00,500.00,485.00,500.00,500.00,438.71
"....Pangasinan","Complete (14-14-14)",507.50,540.00,550.00,550.00,600.00,631.25,654.00,673.75,672.50,659.00,682.50,700.00,618.38
"....Pangasinan","Urea (45-0-0)",556.25,595.00,605.00,610.00,628.00,645.00,658.00,735.00,800.00,805.00,862.50,875.00,697.90
"..REGION II (CAGAYAN VALLEY)","Ammophos (16-20-0)",538.06,540.63,560.73,573.44,642.58,663.59,667.58,680.00,674.06,678.50,681.88,686.35,631.76
"..REGION II (CAGAYAN VALLEY)","Ammosul (21-0-0)",380.54,402.60,419.38,409.38,435.33,460.94,468.25,510.63,528.44,526.25,546.67,541.88,469.00
"..REGION II (CAGAYAN VALLEY)","Complete (14-14-14)",545.94,550.94,564.69,586.25,666.67,680.00,684.25,694.06,697.81,698.00,703.75,709.38,647.94
"..REGION II (CAGAYAN VALLEY)","Urea (45-0-0)",600.63,610.63,628.44,624.38,647.33,660.63,671.25,778.75,807.19,829.25,807.70,889.38,714.06
"....Cagayan","Ammophos (16-20-0)",531.25,545.00,567.50,552.50,643.00,670.00,671.00,705.00,720.00,724.00,725.00,723.75,648.17
"....Cagayan","Ammosul (21-0-0)",367.50,420.00,420.00,421.25,447.00,472.50,490.00,533.75,525.00,530.00,550.00,550.00,477.25
"....Cagayan","Complete (14-14-14)",532.50,545.00,545.00,548.75,644.00,670.00,682.00,712.50,730.00,734.00,750.00,750.00,653.65
"....Cagayan","Urea (45-0-0)",635.00,645.00,637.50,635.00,658.00,670.00,677.00,825.00,822.50,840.00,900.00,920.00,738.75
"....Isabela","Ammophos (16-20-0)",533.75,532.50,535.00,525.00,675.00,685.00,682.00,687.50,662.50,672.00,680.00,680.00,629.19
"....Isabela","Ammosul (21-0-0)",335.00,357.50,360.00,355.00,405.00,456.25,452.00,477.50,547.50,546.00,611.25,625.00,460.67
"....Isabela","Complete (14-14-14)",527.50,537.50,540.00,530.00,680.00,690.00,690.00,688.75,672.50,682.00,700.00,697.50,636.31
"....Isabela","Urea (45-0-0)",578.75,600.00,595.00,595.00,660.00,680.00,680.00,700.00,808.75,818.00,870.00,890.00,706.29
"....Nueva Vizcaya","Ammophos (16-20-0)",547.25,535.00,570.00,608.75,629.00,645.00,653.00,667.50,658.75,658.00,653.75,685.00,625.92
"....Nueva Vizcaya","Ammosul (21-0-0)",415.50,418.75,420.00,431.25,441.00,450.00,461.00,486.25,496.25,500.00,496.25,520.00,461.35
"....Nueva Vizcaya","Complete (14-14-14)",568.75,535.00,552.50,616.25,647.00,665.00,670.00,680.00,688.75,668.00,661.25,695.00,637.29
"....Nueva Vizcaya","Urea (45-0-0)",616.25,620.00,625.00,632.50,635.00,640.00,660.00,790.00,795.00,819.00,643.41,875.00,695.93
"....Quirino","Ammophos (16-20-0)",540.00,550.00,547.50,607.50,630.00,654.38,663.75,660.00,655.00,660.00,663.33,653.75,623.77
"....Quirino","Ammosul (21-0-0)",406.67,420.00,430.00,430.00,440.00,465.00,470.00,545.00,545.00,529.00,520.00,520.00,476.72
"....Quirino","Complete (14-14-14)",555.00,586.25,600.00,650.00,698.00,695.00,695.00,695.00,700.00,708.00,703.33,688.75,664.53
"....Quirino","Urea (45-0-0)",572.50,577.50,630.00,635.00,640.00,652.50,668.00,800.00,802.50,840.00,890.00,875.00,715.25
"..REGION III (CENTRAL LUZON)","Ammophos (16-20-0)",520.36,539.20,547.14,573.51,611.29,644.64,652.71,665.89,674.11,678.00,683.18,678.46,622.79
"..REGION III (CENTRAL LUZON)","Ammosul (21-0-0)",370.36,419.91,429.82,438.04,451.07,480.71,488.57,502.50,509.11,512.29,517.14,520.46,470.10
"..REGION III (CENTRAL LUZON)","Complete (14-14-14)",533.39,556.13,565.00,586.38,632.14,662.86,672.14,680.29,685.18,677.14,683.93,686.50,635.41
"..REGION III (CENTRAL LUZON)","Urea (45-0-0)",611.25,626.10,629.11,638.13,645.71,647.14,663.14,760.82,802.32,819.43,861.07,880.39,715.52
"....Aurora","Ammophos (16-20-0)",540.00,555.00,550.00,602.50,626.00,650.00,660.00,660.00,660.00,661.00,677.50,687.50,627.46
"....Aurora","Ammosul (21-0-0)",390.00,425.00,445.00,450.00,452.00,460.00,475.00,498.75,510.00,524.00,525.00,522.50,473.10
"....Aurora","Complete (14-14-14)",530.00,567.50,577.50,637.50,655.00,677.50,685.00,681.25,686.25,689.00,690.00,695.00,647.63
"....Aurora","Urea (45-0-0)",630.00,645.00,650.00,660.00,652.00,652.50,660.00,802.50,810.00,844.00,885.00,905.00,733.00
"....Bataan","Ammophos (16-20-0)",510.00,540.00,550.00,597.50,619.00,637.50,653.00,666.25,675.00,677.00,680.00,681.25,623.88
"....Bataan","Ammosul (21-0-0)",340.00,418.75,445.00,468.75,475.00,475.00,481.00,495.00,512.50,522.00,531.25,532.50,474.73
"....Bataan","Complete (14-14-14)",600.00,600.00,600.00,618.75,631.00,652.50,667.00,678.25,680.00,680.00,680.00,680.00,647.29
"....Bataan","Urea (45-0-0)",595.00,621.25,630.00,637.50,645.00,656.25,670.00,724.50,810.00,833.00,860.00,863.75,712.19
"....Bulacan","Ammophos (16-20-0)",530.00,515.00,515.00,565.00,615.00,640.00,644.00,660.00,657.50,664.00,670.00,670.00,612.13
"....Bulacan","Ammosul (21-0-0)",440.00,440.00,440.00,450.00,460.00,528.75,538.00,530.00,530.00,530.00,530.00,530.00,495.56
"....Bulacan","Complete (14-14-14)",520.00,520.00,520.00,572.50,625.00,650.00,662.00,681.25,680.00,680.00,682.50,690.00,623.60
"....Bulacan","Urea (45-0-0)",620.00,620.00,620.00,627.50,635.00,635.00,653.00,781.25,796.25,824.00,867.50,890.00,714.13
"....Nueva Ecija","Ammophos (16-20-0)",497.50,530.00,567.50,587.50,629.00,637.50,644.00,650.00,640.00,640.00,647.50,650.00,610.04
"....Nueva Ecija","Ammosul (21-0-0)",325.00,417.50,417.50,442.50,455.50,472.50,480.00,490.00,490.00,490.00,485.00,490.00,454.63
"....Nueva Ecija","Complete (14-14-14)",495.00,530.00,567.50,586.50,641.00,646.25,648.00,648.75,645.00,646.00,647.50,655.00,613.04
"....Nueva Ecija","Urea (45-0-0)",610.00,610.00,615.00,637.50,634.00,625.00,652.00,777.50,780.00,790.00,837.50,852.50,701.75
"....Pampanga","Ammophos (16-20-0)",517.50,557.50,540.00,540.00,574.00,640.00,640.00,662.50,730.00,730.00,730.00,676.67,628.18
"....Pampanga","Ammosul (21-0-0)",360.00,431.25,430.00,430.00,446.00,490.00,490.00,495.00,517.50,500.00,505.00,493.33,465.67
"....Pampanga","Complete (14-14-14)",530.00,565.00,550.00,550.00,609.00,675.00,685.00,696.25,730.00,650.00,662.50,680.00,631.90
"....Pampanga","Urea (45-0-0)",586.25,630.00,630.00,640.00,640.00,640.00,640.00,685.00,820.00,790.00,832.50,870.00,700.31
"....Tarlac","Ammophos (16-20-0)",505.00,520.00,527.50,562.50,608.00,657.50,666.00,680.00,661.25,674.00,690.00,690.00,620.15
"....Tarlac","Ammosul (21-0-0)",375.00,410.00,420.00,430.00,450.00,470.00,480.00,515.00,500.00,512.00,532.50,550.00,470.38
"....Tarlac","Complete (14-14-14)",521.25,540.00,550.00,582.50,644.00,667.50,682.00,690.00,670.00,684.00,705.00,700.00,636.35
"....Tarlac","Urea (45-0-0)",612.50,620.00,625.00,640.00,660.00,660.00,696.00,802.50,790.00,834.00,882.50,890.00,726.04
"....Zambales","Ammophos (16-20-0)",542.50,551.25,580.00,581.25,608.00,650.00,662.00,682.50,695.00,700.00,700.00,700.00,637.71
"....Zambales","Ammosul (21-0-0)",362.50,407.50,411.25,402.50,419.00,468.75,476.00,493.75,503.75,508.00,511.25,515.00,456.60
"....Zambales","Complete (14-14-14)",537.50,560.00,590.00,590.00,620.00,671.25,676.00,686.25,705.00,711.00,720.00,710.00,648.08
"....Zambales","Urea (45-0-0)",625.00,636.25,633.75,637.50,654.00,661.25,671.00,752.50,810.00,821.00,862.50,890.00,721.23
"..REGION IV-A (CALABARZON)","Ammophos (16-20-0)",538.33,529.17,541.25,554.17,601.33,641.67,680.33,701.67,705.83,709.00,717.50,720.83,636.34
"..REGION IV-A (CALABARZON)","Ammosul (21-0-0)",379.25,408.25,428.50,444.50,465.60,469.75,517.75,539.31,518.00,534.60,540.50,528.33,479.73
"..REGION IV-A (CALABARZON)","Complete (14-14-14)",577.75,601.50,602.25,615.00,654.80,664.25,687.00,687.75,713.00,705.00,706.00,737.42,662.11
"..REGION IV-A (CALABARZON)","Urea (45-0-0)",648.50,653.50,654.75,655.00,657.40,662.75,685.80,754.25,778.00,828.20,874.75,901.00,729.12
"....Batangas","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Batangas","Ammosul (21-0-0)",400.00,430.00,430.00,430.00,436.00,440.00,..,510.00,510.00,500.00,510.00,513.33,464.48
"....Batangas","Complete (14-14-14)",522.50,630.00,630.00,630.00,654.00,672.50,680.00,682.50,685.00,690.00,700.00,700.00,656.38
"....Batangas","Urea (45-0-0)",610.00,650.00,650.00,650.00,656.00,665.00,681.00,690.00,720.00,810.00,850.00,870.00,708.50
"....Cavite","Ammophos (16-20-0)",605.00,587.50,592.50,600.00,600.00,605.00,694.00,710.00,722.50,728.00,752.50,752.50,662.46
"....Cavite","Ammosul (21-0-0)",333.75,371.25,420.00,420.00,440.00,442.50,500.00,520.00,520.00,520.00,520.00,520.00,460.63
"....Cavite","Complete (14-14-14)",620.00,607.50,610.00,625.00,620.00,625.00,700.00,737.50,752.50,744.00,752.50,770.00,680.33
"....Cavite","Urea (45-0-0)",680.00,662.50,665.00,665.00,651.00,658.75,680.00,795.00,800.00,825.00,850.00,860.00,732.69
"....Laguna","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Laguna","Ammosul (21-0-0)",387.50,400.00,418.75,425.00,454.00,477.50,520.00,520.00,527.50,550.00,550.00,550.00,481.69
"....Laguna","Complete (14-14-14)",595.00,600.00,600.00,600.00,650.00,660.00,700.00,700.00,712.50,750.00,755.00,770.00,674.38
"....Laguna","Urea (45-0-0)",650.00,645.00,650.00,650.00,654.00,670.00,700.00,700.00,725.00,830.00,892.50,917.50,723.67
"....Quezon","Ammophos (16-20-0)",430.00,410.00,441.25,482.50,574.00,642.50,657.00,680.00,675.00,679.00,680.00,675.00,585.52
"....Quezon","Ammosul (21-0-0)",402.50,430.00,428.75,497.50,540.00,487.50,555.00,593.75,502.50,573.00,592.50,510.00,509.42
"....Quezon","Complete (14-14-14)",551.25,570.00,571.25,597.50,652.00,663.75,639.00,591.25,685.00,611.00,592.50,685.00,617.46
"....Quezon","Urea (45-0-0)",625.00,630.00,628.75,630.00,638.00,635.00,662.00,771.25,795.00,821.00,870.00,880.00,715.50
"....Rizal","Ammophos (16-20-0)",580.00,590.00,590.00,580.00,630.00,677.50,690.00,715.00,720.00,720.00,720.00,720.00,661.04
"....Rizal","Ammosul (21-0-0)",372.50,410.00,445.00,450.00,458.00,490.00,496.00,525.00,530.00,530.00,530.00,537.50,481.17
"....Rizal","Complete (14-14-14)",600.00,600.00,600.00,622.50,698.00,700.00,716.00,727.50,730.00,730.00,730.00,730.00,682.00
"....Rizal","Urea (45-0-0)",677.50,680.00,680.00,680.00,688.00,685.00,706.00,815.00,850.00,855.00,911.25,955.00,765.23
"..MIMAROPA REGION","Ammophos (16-20-0)",538.59,563.69,552.50,595.50,627.60,670.19,694.80,719.13,730.50,723.80,737.63,740.29,660.58
"..MIMAROPA REGION","Ammosul (21-0-0)",418.75,451.88,450.63,448.75,464.50,499.06,523.50,563.28,560.00,566.63,577.66,594.19,508.36
"..MIMAROPA REGION","Complete (14-14-14)",563.75,594.75,600.25,627.50,651.80,690.50,706.00,729.38,740.88,744.40,761.00,762.86,680.76
"..MIMAROPA REGION","Urea (45-0-0)",660.50,669.75,664.50,676.50,671.60,690.50,717.00,818.75,840.50,858.50,892.25,930.92,756.65
"....Marinduque","Ammophos (16-20-0)",571.67,635.00,..,635.00,647.00,688.33,711.00,741.88,742.50,732.00,744.38,740.63,689.94
"....Marinduque","Ammosul (21-0-0)",420.00,480.00,480.00,485.00,502.00,550.00,556.00,583.13,562.50,577.50,610.63,575.50,531.85
"....Marinduque","Complete (14-14-14)",591.25,660.00,680.00,672.50,672.00,685.00,713.00,755.63,766.88,768.00,785.00,766.80,709.67
"....Marinduque","Urea (45-0-0)",676.25,680.00,680.00,680.00,684.00,685.00,716.00,826.25,843.75,864.50,885.00,940.00,763.40
"....Occidental Mindoro","Ammophos (16-20-0)",487.50,487.50,487.50,487.50,554.00,630.00,635.00,697.50,705.00,709.00,713.75,725.00,609.94
"....Occidental Mindoro","Ammosul (21-0-0)",357.50,357.50,357.50,357.50,404.00,450.00,464.00,521.25,525.00,545.00,550.00,555.00,453.69
"....Occidental Mindoro","Complete (14-14-14)",502.50,502.50,516.25,530.00,599.00,655.00,669.00,710.00,703.75,726.00,760.00,765.00,636.58
"....Occidental Mindoro","Urea (45-0-0)",651.25,655.00,652.50,650.00,656.00,665.00,677.00,806.25,820.00,849.00,881.25,917.50,740.06
"....Oriental Mindoro","Ammophos (16-20-0)",555.00,580.00,572.50,620.00,620.00,680.00,682.00,688.75,692.50,706.00,720.00,720.00,653.06
"....Oriental Mindoro","Ammosul (21-0-0)",402.50,440.00,440.00,440.00,442.00,472.50,476.00,508.75,520.00,520.00,520.00,520.00,475.15
"....Oriental Mindoro","Complete (14-14-14)",555.00,580.00,580.00,625.00,626.00,680.00,685.00,700.00,715.00,715.00,722.50,730.00,659.46
"....Oriental Mindoro","Urea (45-0-0)",635.00,640.00,640.00,640.00,602.00,665.00,695.00,795.00,831.25,838.00,850.00,855.00,723.85
"....Palawan","Ammophos (16-20-0)",550.00,607.50,600.00,638.75,667.00,665.00,739.00,748.75,792.50,752.00,760.00,767.50,690.67
"....Palawan","Ammosul (21-0-0)",495.00,530.00,525.00,512.50,510.00,523.75,598.00,640.00,632.50,624.00,630.00,652.50,572.77
"....Palawan","Complete (14-14-14)",605.00,647.50,635.00,680.00,702.00,727.50,751.00,746.25,788.75,783.00,787.50,797.50,720.92
"....Palawan","Urea (45-0-0)",700.00,733.75,710.00,752.50,750.00,750.00,776.00,835.00,855.00,905.00,915.00,950.00,802.69
"....Romblon","Ammophos (16-20-0)",540.00,547.50,550.00,620.00,650.00,692.50,707.00,718.75,720.00,720.00,750.00,725.00,661.73
"....Romblon","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Romblon","Complete (14-14-14)",565.00,583.75,590.00,630.00,660.00,705.00,712.00,735.00,730.00,730.00,750.00,735.00,677.15
"....Romblon","Urea (45-0-0)",640.00,640.00,640.00,660.00,666.00,687.50,721.00,831.25,852.50,836.00,930.00,935.00,753.27
"..REGION V (BICOL REGION)","Ammophos (16-20-0)",512.71,541.67,547.17,556.88,602.50,618.13,643.60,657.67,659.00,663.80,683.88,684.38,612.93
"..REGION V (BICOL REGION)","Ammosul (21-0-0)",414.58,449.38,444.17,449.42,458.30,458.33,475.83,507.92,514.17,509.47,537.50,535.58,481.46
"..REGION V (BICOL REGION)","Complete (14-14-14)",525.00,546.25,552.58,562.71,609.67,638.13,657.13,669.58,675.83,678.00,696.50,697.00,625.84
"..REGION V (BICOL REGION)","Urea (45-0-0)",646.25,671.67,663.08,663.33,668.50,652.29,682.00,752.50,773.25,827.73,856.54,862.63,727.12
"....Albay","Ammophos (16-20-0)",495.00,562.50,551.25,540.00,600.00,600.00,650.00,650.00,650.00,659.00,680.00,682.50,610.02
"....Albay","Ammosul (21-0-0)",407.50,430.00,430.00,430.00,430.00,430.00,478.00,497.50,500.00,502.00,521.25,527.50,465.31
"....Albay","Complete (14-14-14)",520.00,563.75,551.25,540.00,600.00,600.00,654.00,657.50,655.00,664.00,685.00,686.25,614.73
"....Albay","Urea (45-0-0)",636.25,657.50,657.50,652.50,656.00,645.00,666.00,743.75,767.50,811.00,842.50,850.00,715.46
"....Camarines Norte","Ammophos (16-20-0)",547.50,570.00,570.00,598.75,637.00,675.00,675.00,675.00,675.00,673.00,710.00,707.50,642.81
"....Camarines Norte","Ammosul (21-0-0)",..,500.00,485.00,501.50,500.80,514.25,507.80,490.00,490.00,490.00,512.50,535.00,502.44
"....Camarines Norte","Complete (14-14-14)",552.50,567.50,572.50,600.00,637.00,673.75,675.00,675.00,675.00,682.00,710.00,710.00,644.19
"....Camarines Norte","Urea (45-0-0)",672.50,685.00,683.75,685.00,685.00,680.00,691.00,772.50,780.00,841.00,850.00,860.00,740.48
"....Camarines Sur","Ammophos (16-20-0)",475.00,475.00,475.00,475.00,558.00,570.00,598.00,650.00,657.50,655.00,662.50,648.75,574.98
"....Camarines Sur","Ammosul (21-0-0)",395.00,400.00,390.00,380.00,417.00,420.00,450.00,500.00,505.00,520.00,595.00,522.50,457.88
"....Camarines Sur","Complete (14-14-14)",505.00,500.00,500.00,500.00,566.00,600.00,630.00,650.00,660.00,667.00,670.00,653.75,591.81
"....Camarines Sur","Urea (45-0-0)",630.00,650.00,610.00,600.00,634.00,540.00,650.00,723.75,745.00,812.00,840.00,835.00,689.15
"....Catanduanes","Ammophos (16-20-0)",528.75,590.00,590.00,590.00,590.00,590.00,700.00,715.00,715.00,..,..,..,623.19
"....Catanduanes","Ammosul (21-0-0)",431.25,490.00,490.00,490.00,490.00,490.00,535.00,535.00,535.00,535.00,560.00,575.00,513.02
"....Catanduanes","Complete (14-14-14)",545.00,586.25,590.00,590.00,610.00,685.00,685.00,727.50,747.50,730.00,740.00,740.00,664.69
"....Catanduanes","Urea (45-0-0)",645.00,710.00,710.00,710.00,706.00,703.75,702.00,770.00,785.00,863.75,877.50,900.00,756.92
"....Masbate","Ammophos (16-20-0)",530.00,520.00,540.00,580.00,642.00,632.50,630.00,630.00,640.00,665.00,665.00,690.00,613.71
"....Masbate","Ammosul (21-0-0)",436.25,458.75,440.00,465.00,465.00,465.00,470.00,530.00,530.00,489.00,525.00,525.00,483.25
"....Masbate","Complete (14-14-14)",518.75,520.00,540.00,580.00,652.00,647.50,645.00,645.00,652.50,665.00,665.00,690.00,618.40
"....Masbate","Urea (45-0-0)",675.00,677.50,650.00,672.50,680.00,680.00,713.00,785.00,782.50,833.00,886.67,886.67,743.49
"....Sorsogon","Ammophos (16-20-0)",500.00,532.50,560.00,557.50,588.00,617.50,655.00,657.50,660.00,667.00,695.00,695.00,615.42
"....Sorsogon","Ammosul (21-0-0)",388.75,417.50,425.00,430.00,447.00,455.00,465.00,495.00,525.00,525.00,525.00,525.00,468.60
"....Sorsogon","Complete (14-14-14)",508.75,540.00,565.00,566.25,593.00,622.50,660.00,662.50,665.00,672.00,700.00,700.00,621.25
"....Sorsogon","Urea (45-0-0)",618.75,650.00,670.00,660.00,650.00,665.00,670.00,720.00,785.00,818.00,850.00,850.00,717.23
"..REGION VI (WESTERN VISAYAS)","Ammophos (16-20-0)",518.58,534.23,542.08,570.00,615.50,639.40,663.52,678.54,680.00,677.42,666.10,662.96,620.64
"..REGION VI (WESTERN VISAYAS)","Ammosul (21-0-0)",404.17,406.18,418.96,417.92,448.25,456.75,502.75,542.29,538.96,529.93,516.29,518.58,474.89
"..REGION VI (WESTERN VISAYAS)","Complete (14-14-14)",531.19,541.66,559.27,607.16,644.50,652.42,678.53,706.69,712.92,707.58,696.82,691.00,644.32
"..REGION VI (WESTERN VISAYAS)","Urea (45-0-0)",615.52,621.66,614.50,617.92,624.50,628.75,699.58,763.13,769.38,840.25,852.40,853.23,708.28
"....Aklan","Ammophos (16-20-0)",550.00,555.00,560.00,577.50,620.00,640.00,667.00,690.00,695.00,700.00,700.00,700.00,637.88
