"Geolocation","Commodity","2018 January","2018 February","2018 March","2018 April","2018 May","2018 June","2018 July","2018 August","2018 September","2018 October","2018 November","2018 December","2018 Annual"
"PHILIPPINES","MATURED COCONUT, MEDIUM, 1 PC",22.40,22.58,22.62,22.73,22.97,23.19,22.66,22.82,22.75,22.62,22.44,22.30,22.67
"PHILIPPINES","YOUNG COCONUT, MEDIUM, 1 PC",23.60,23.54,23.60,23.80,23.93,24.10,24.14,24.27,24.00,23.80,23.97,23.94,23.89
"..National Capital Region (NCR)","MATURED COCONUT, MEDIUM, 1 PC",27.78,27.80,27.80,28.04,27.89,27.80,27.24,27.37,27.79,27.97,27.97,27.99,27.79
"..National Capital Region (NCR)","YOUNG COCONUT, MEDIUM, 1 PC",23.94,23.68,23.70,24.01,27.35,27.19,27.07,27.50,27.48,28.32,28.37,28.90,26.46
"..Cordillera Administrative Region (CAR)","MATURED COCONUT, MEDIUM, 1 PC",31.17,31.56,31.55,31.96,32.18,32.29,32.35,32.53,32.75,32.86,33.07,33.07,32.28
"..Cordillera Administrative Region (CAR)","YOUNG COCONUT, MEDIUM, 1 PC",33.94,33.94,33.79,33.79,33.79,34.59,35.04,35.04,35.04,35.04,35.04,35.04,34.51
"....Abra","MATURED COCONUT, MEDIUM, 1 PC",33.33,33.33,33.33,33.33,33.33,35.00,35.00,35.83,35.83,35.83,35.83,35.83,34.65
"....Abra","YOUNG COCONUT, MEDIUM, 1 PC",35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
"....Apayao","MATURED COCONUT, MEDIUM, 1 PC",11.88,12.13,12.13,12.63,12.63,12.75,13.13,13.38,13.38,13.38,13.38,13.38,12.85
"....Apayao","YOUNG COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","MATURED COCONUT, MEDIUM, 1 PC",35.63,36.62,36.62,36.62,37.61,37.61,37.61,37.61,38.60,38.60,38.60,38.60,37.53
"....Benguet","YOUNG COCONUT, MEDIUM, 1 PC",37.50,37.50,37.50,37.50,37.50,39.17,40.00,40.00,40.00,40.00,40.00,40.00,38.89
"....Ifugao","MATURED COCONUT, MEDIUM, 1 PC",29.29,30.00,29.29,30.00,29.29,30.00,30.00,30.00,29.29,29.29,29.29,29.29,29.59
"....Ifugao","YOUNG COCONUT, MEDIUM, 1 PC",29.29,29.29,28.57,28.57,28.57,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.11
"....Kalinga","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Kalinga","YOUNG COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Mountain Province","MATURED COCONUT, MEDIUM, 1 PC",38.75,38.13,38.75,40.00,40.00,38.13,38.13,38.13,38.13,38.75,40.00,40.00,38.91
"....Mountain Province","YOUNG COCONUT, MEDIUM, 1 PC",32.50,32.50,32.50,32.50,32.50,32.50,33.13,33.13,33.13,33.13,33.13,33.13,32.82
"....City of Baguio","MATURED COCONUT, MEDIUM, 1 PC",38.11,39.17,39.17,39.17,40.23,40.23,40.23,40.23,41.29,41.29,41.29,41.29,40.14
"....City of Baguio","YOUNG COCONUT, MEDIUM, 1 PC",35.40,35.40,35.40,35.40,35.40,36.98,37.76,37.76,37.76,37.76,37.76,37.76,36.71
"..REGION I (ILOCOS REGION)","MATURED COCONUT, MEDIUM, 1 PC",32.10,32.51,32.51,32.51,33.34,33.55,33.55,32.09,31.68,31.68,31.68,31.68,32.41
"..REGION I (ILOCOS REGION)","YOUNG COCONUT, MEDIUM, 1 PC",29.85,30.47,30.47,30.32,30.47,30.16,30.14,30.14,30.49,30.99,30.99,30.99,30.46
"....Ilocos Norte","MATURED COCONUT, MEDIUM, 1 PC",31.92,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.05
"....Ilocos Norte","YOUNG COCONUT, MEDIUM, 1 PC",28.75,28.75,28.75,28.75,28.75,28.75,28.13,28.13,28.13,28.13,28.13,28.13,28.44
"....Ilocos Sur","MATURED COCONUT, MEDIUM, 1 PC",30.63,30.63,30.63,30.63,32.50,32.50,32.50,28.13,26.88,26.88,26.88,26.88,29.64
"....Ilocos Sur","YOUNG COCONUT, MEDIUM, 1 PC",29.38,30.63,30.63,30.63,30.63,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.16
"....La Union","MATURED COCONUT, MEDIUM, 1 PC",33.75,33.75,33.75,33.75,34.38,35.00,35.00,35.00,35.00,35.00,35.00,35.00,34.53
"....La Union","YOUNG COCONUT, MEDIUM, 1 PC",28.75,28.75,28.75,28.13,28.75,28.13,29.29,29.29,30.71,30.71,30.71,30.71,29.39
"....Pangasinan","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Pangasinan","YOUNG COCONUT, MEDIUM, 1 PC",32.50,33.75,33.75,33.75,33.75,33.75,33.13,33.13,33.13,35.13,35.13,35.13,33.84
"..REGION II (CAGAYAN VALLEY)","MATURED COCONUT, MEDIUM, 1 PC",28.60,29.37,28.73,28.73,28.73,29.35,29.35,29.35,29.54,28.73,29.04,29.04,29.05
"..REGION II (CAGAYAN VALLEY)","YOUNG COCONUT, MEDIUM, 1 PC",23.73,23.99,24.24,24.63,24.47,24.91,22.51,22.86,22.86,23.32,24.20,24.44,23.85
"....Batanes","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Batanes","YOUNG COCONUT, MEDIUM, 1 PC",22.82,24.67,26.52,26.52,26.52,28.99,28.99,28.99,28.99,28.99,28.99,30.22,27.60
"....Cagayan","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Cagayan","YOUNG COCONUT, MEDIUM, 1 PC",24.67,23.52,23.52,25.47,24.67,24.44,16.98,18.71,18.71,21.00,24.09,24.09,22.49
"....Isabela","MATURED COCONUT, MEDIUM, 1 PC",25.95,27.48,26.20,26.20,26.20,26.20,26.20,26.20,26.58,26.20,26.83,26.83,26.42
"....Isabela","YOUNG COCONUT, MEDIUM, 1 PC",24.89,24.89,24.89,24.89,24.89,24.89,20.96,20.96,20.96,20.96,22.27,22.27,23.14
"....Nueva Vizcaya","MATURED COCONUT, MEDIUM, 1 PC",31.25,31.25,31.25,31.25,31.25,32.50,32.50,32.50,32.50,31.25,31.25,31.25,31.67
"....Nueva Vizcaya","YOUNG COCONUT, MEDIUM, 1 PC",26.88,27.50,27.50,27.50,27.50,27.50,26.25,26.25,26.25,26.25,26.25,26.25,26.82
"....Quirino","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Quirino","YOUNG COCONUT, MEDIUM, 1 PC",19.38,19.38,18.75,18.75,18.75,18.75,19.38,19.38,19.38,19.38,19.38,19.38,19.17
"..REGION III (CENTRAL LUZON)","MATURED COCONUT, MEDIUM, 1 PC",29.40,28.75,28.71,28.45,29.75,30.00,28.97,28.90,28.39,28.42,28.36,28.26,28.86
"..REGION III (CENTRAL LUZON)","YOUNG COCONUT, MEDIUM, 1 PC",30.49,29.32,29.11,29.37,29.24,29.60,29.44,29.00,28.95,28.89,29.70,29.74,29.40
"....Aurora","MATURED COCONUT, MEDIUM, 1 PC",19.17,19.17,19.17,19.67,20.00,20.00,20.00,19.17,16.17,15.83,16.67,15.33,18.36
"....Aurora","YOUNG COCONUT, MEDIUM, 1 PC",19.38,19.38,19.38,20.00,20.00,20.00,20.63,20.63,20.00,15.75,20.00,18.25,19.45
"....Bataan","MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Bataan","YOUNG COCONUT, MEDIUM, 1 PC",20.84,22.62,22.03,22.38,22.03,21.03,22.03,21.03,21.19,21.19,21.79,21.79,21.66
"....Bulacan","MATURED COCONUT, MEDIUM, 1 PC",27.12,27.61,27.61,25.96,25.96,27.19,27.11,27.11,27.11,27.11,27.11,27.11,27.01
"....Bulacan","YOUNG COCONUT, MEDIUM, 1 PC",29.72,30.68,30.68,30.68,29.86,32.59,32.59,32.04,32.31,32.31,33.40,32.71,31.63
"....Nueva Ecija","MATURED COCONUT, MEDIUM, 1 PC",25.00,27.63,27.38,27.00,27.00,27.50,27.50,28.13,26.88,26.88,26.88,27.50,27.11
"....Nueva Ecija","YOUNG COCONUT, MEDIUM, 1 PC",26.63,25.75,26.50,26.50,26.50,28.00,28.00,28.38,28.13,28.00,28.00,28.00,27.37
"....Pampanga","MATURED COCONUT, MEDIUM, 1 PC",33.75,30.00,30.00,30.00,30.00,30.00,30.75,30.63,30.63,30.00,30.00,30.00,30.48
"....Pampanga","YOUNG COCONUT, MEDIUM, 1 PC",36.38,30.14,31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.53
"....Tarlac","MATURED COCONUT, MEDIUM, 1 PC",30.40,30.40,30.40,30.40,38.46,38.46,29.13,29.13,29.77,31.67,30.40,30.40,31.59
"....Tarlac","YOUNG COCONUT, MEDIUM, 1 PC",29.80,29.80,29.80,29.80,29.80,29.80,26.70,26.70,26.70,29.18,29.18,29.18,28.87
"....Zambales","MATURED COCONUT, MEDIUM, 1 PC",34.69,34.69,34.69,34.42,35.09,35.09,35.75,35.75,35.75,35.75,35.75,35.75,35.26
"....Zambales","YOUNG COCONUT, MEDIUM, 1 PC",37.57,37.57,35.55,36.22,36.22,36.22,36.22,34.87,34.87,35.55,36.22,37.57,36.22
"....City of Angeles","MATURED COCONUT, MEDIUM, 1 PC",35.70,31.73,31.73,31.73,31.73,31.73,32.52,32.39,32.39,31.72,31.72,31.72,32.23
