"Geolocation","Fertilizer Grade","2019 January","2019 February","2019 March","2019 April","2019 May","2019 June","2019 July","2019 August","2019 September","2019 October","2019 November","2019 December","2019 Annual"
"PHILIPPINES","Ammophos (16-20-0)",983.32,986.19,991.84,997.93,997.06,999.28,995.65,998.31,1000.13,1000.54,994.79,993.65,994.89
"PHILIPPINES","Ammosul (21-0-0)",629.06,631.79,631.60,631.45,631.88,631.82,627.75,630.11,628.22,628.32,624.84,622.29,629.09
"PHILIPPINES","Complete (14-14-14)",1142.25,1146.93,1148.39,1150.83,1154.12,1153.77,1150.77,1150.01,1145.91,1146.37,1140.47,1136.70,1147.21
"PHILIPPINES","Urea (45-0-0)",1142.15,1151.94,1154.63,1153.59,1148.20,1143.57,1140.51,1138.03,1131.71,1129.65,1125.85,1121.57,1140.12
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",930.00,930.50,940.80,940.50,941.00,946.40,942.00,938.00,932.13,933.75,940.10,938.00,937.76
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",586.00,602.05,608.16,606.00,602.25,602.60,601.00,601.00,591.00,596.50,594.60,599.63,599.23
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",1103.50,1106.75,1104.27,1115.00,1110.97,1102.28,1087.64,1085.42,1095.71,1095.67,1094.08,1087.64,1099.08
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",1107.99,1131.82,1150.86,1156.83,1146.58,1134.71,1113.78,1109.94,1115.44,1118.06,1126.31,1106.81,1126.59
"....Abra","Ammophos (16-20-0)",900.00,912.50,964.00,972.50,970.00,954.00,930.00,930.00,930.00,930.00,930.00,930.00,937.75
"....Abra","Ammosul (21-0-0)",510.00,527.50,580.00,580.00,580.00,564.00,540.00,540.00,540.00,540.00,540.00,547.50,549.08
"....Abra","Complete (14-14-14)",1150.00,1125.00,1080.00,1100.00,1100.00,1080.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1077.92
"....Abra","Urea (45-0-0)",920.00,960.00,1088.00,1100.00,1095.00,1068.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1044.25
"....Apayao","Ammophos (16-20-0)",930.00,930.00,930.00,930.00,935.00,954.00,950.00,930.00,930.00,..,930.00,930.00,934.45
"....Apayao","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","Complete (14-14-14)",1050.00,1050.00,1088.00,1090.00,1090.00,1070.00,1050.00,1040.00,1040.00,..,1030.00,1030.00,1057.09
"....Apayao","Urea (45-0-0)",1130.00,1130.00,1130.00,1130.00,1087.50,1056.00,1050.00,1000.00,1007.50,1030.00,980.00,980.00,1059.25
"....Benguet","Ammophos (16-20-0)",930.00,930.00,930.00,930.00,930.00,930.00,930.00,930.00,930.00,935.00,938.00,930.00,931.08
"....Benguet","Ammosul (21-0-0)",580.00,575.25,567.80,580.00,576.25,580.00,580.00,580.00,580.00,580.00,580.00,565.63,577.08
"....Benguet","Complete (14-14-14)",1106.00,1100.50,1099.60,1100.00,1083.34,1094.67,1100.00,1074.20,1100.00,1085.00,1086.00,1090.00,1093.28
"....Benguet","Urea (45-0-0)",1212.95,1217.60,1210.88,1220.00,1215.00,1203.60,1206.00,1212.96,1196.00,1190.00,1180.00,1180.00,1203.75
"....Ifugao","Ammophos (16-20-0)",950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00
"....Ifugao","Ammosul (21-0-0)",597.50,600.00,600.00,600.00,600.00,600.00,600.00,600.00,600.00,600.00,600.00,600.00,599.79
"....Ifugao","Complete (14-14-14)",1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00
"....Ifugao","Urea (45-0-0)",1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00
"....Kalinga","Ammophos (16-20-0)",940.00,930.00,930.00,920.00,920.00,944.00,950.00,950.00,920.00,920.00,944.00,950.00,934.83
"....Kalinga","Ammosul (21-0-0)",585.00,572.50,558.00,535.00,520.00,554.00,600.00,600.00,550.00,577.50,568.00,600.00,568.33
"....Kalinga","Complete (14-14-14)",1065.00,1065.00,1058.00,1100.00,1090.00,1074.00,1057.50,1080.00,1100.00,1075.00,1078.00,1100.00,1078.54
"....Kalinga","Urea (45-0-0)",1140.00,1145.00,1146.00,1165.00,1150.00,1140.00,1050.00,1070.00,1100.00,1095.00,1084.00,1100.00,1115.42
"....Mountain Province","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Mountain Province","Ammosul (21-0-0)",657.50,735.00,735.00,735.00,735.00,715.00,685.00,685.00,685.00,685.00,685.00,685.00,701.88
"....Mountain Province","Complete (14-14-14)",1150.00,1200.00,1200.00,1200.00,1202.50,1195.00,1168.33,1168.33,1168.33,1168.33,1168.33,1155.84,1178.75
"....Mountain Province","Urea (45-0-0)",1095.00,1188.34,1180.27,1176.00,1182.00,1190.67,1176.67,1176.67,1189.17,1193.33,1193.33,1180.84,1176.86
"..REGION I (ILOCOS REGION)","Ammophos (16-20-0)",927.50,925.63,928.00,927.50,928.13,932.00,935.00,941.00,947.50,955.00,954.50,952.50,937.85
"..REGION I (ILOCOS REGION)","Ammosul (21-0-0)",557.50,555.63,553.00,552.50,553.13,555.00,555.00,551.50,550.00,550.00,546.00,545.00,552.02
"..REGION I (ILOCOS REGION)","Complete (14-14-14)",1090.00,1071.25,1070.00,1090.00,1090.00,1088.00,1092.50,1087.50,1087.50,1087.50,1073.50,1063.75,1082.63
"..REGION I (ILOCOS REGION)","Urea (45-0-0)",1047.50,1038.13,1031.00,1029.38,1028.75,1008.50,997.50,987.50,987.50,987.50,984.50,980.00,1008.98
"....Ilocos Norte","Ammophos (16-20-0)",1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00
"....Ilocos Norte","Ammosul (21-0-0)",580.00,580.00,580.00,580.00,582.50,590.00,590.00,584.00,590.00,590.00,590.00,590.00,585.54
