"Geolocation","Fertilizer Grade","2003 January","2003 February","2003 March","2003 April","2003 May","2003 June","2003 July","2003 August","2003 September","2003 October","2003 November","2003 December","2003 Annual"
"....Mountain Province","Ammosul (21-0-0)",323.25,325.00,332.60,367.50,378.00,392.50,400.00,400.00,397.25,400.00,404.60,403.00,376.98
"....Mountain Province","Complete (14-14-14)",475.00,475.00,493.60,550.00,559.00,560.00,562.50,570.00,570.00,570.00,570.00,572.67,543.98
"....Mountain Province","Urea (45-0-0)",423.75,425.00,436.40,480.00,496.00,522.50,527.00,530.00,530.00,530.00,530.00,530.00,496.72
"..REGION I (ILOCOS REGION)","Ammophos (16-20-0)",427.81,431.67,437.25,444.38,443.25,447.50,448.75,454.80,458.44,461.25,464.00,473.33,449.37
"..REGION I (ILOCOS REGION)","Ammosul (21-0-0)",290.63,292.40,291.25,293.44,295.50,296.25,293.13,287.50,288.13,301.88,307.25,322.08,296.62
"..REGION I (ILOCOS REGION)","Complete (14-14-14)",434.06,441.36,455.75,461.56,466.50,473.13,477.19,476.50,473.75,484.38,481.50,502.50,469.01
"..REGION I (ILOCOS REGION)","Urea (45-0-0)",435.94,468.75,484.50,534.38,550.50,559.38,556.25,549.25,541.88,553.13,557.00,585.00,531.33
"....Ilocos Norte","Ammophos (16-20-0)",440.00,440.00,440.00,462.50,476.00,472.50,480.00,478.20,475.00,480.00,480.00,480.00,467.02
"....Ilocos Norte","Ammosul (21-0-0)",290.00,293.75,295.00,296.25,300.00,295.00,290.00,280.00,285.00,300.00,313.00,325.00,296.92
"....Ilocos Norte","Complete (14-14-14)",441.25,445.00,481.00,490.00,490.00,475.00,483.75,482.00,480.00,507.50,500.00,500.00,481.29
"....Ilocos Norte","Urea (45-0-0)",440.00,487.50,476.00,567.50,592.00,565.00,560.00,560.00,560.00,575.00,588.00,600.00,547.58
"....Ilocos Sur","Ammophos (16-20-0)",433.75,447.50,462.00,465.00,450.00,462.50,460.00,462.00,470.00,480.00,490.00,503.33,465.51
"....Ilocos Sur","Ammosul (21-0-0)",285.00,285.00,280.00,280.00,280.00,280.00,275.00,270.00,270.00,317.50,326.00,343.33,290.99
"....Ilocos Sur","Complete (14-14-14)",442.50,445.00,462.00,466.25,468.00,467.50,465.00,464.00,470.00,500.00,498.00,520.00,472.35
"....Ilocos Sur","Urea (45-0-0)",435.00,450.00,522.00,577.50,586.00,562.50,555.00,534.00,530.00,567.50,576.00,600.00,541.29
"....La Union","Ammophos (16-20-0)",427.50,427.50,432.00,435.00,430.00,430.00,430.00,452.00,460.00,460.00,460.00,480.00,443.67
"....La Union","Ammosul (21-0-0)",287.50,287.50,280.00,287.50,290.00,290.00,290.00,290.00,290.00,290.00,290.00,320.00,291.04
"....La Union","Complete (14-14-14)",427.50,438.75,440.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,490.00,449.69
"....La Union","Urea (45-0-0)",445.00,497.50,490.00,542.50,560.00,560.00,557.50,536.00,530.00,530.00,530.00,590.00,530.71
"....Pangasinan","Ammophos (16-20-0)",410.00,411.67,415.00,415.00,417.00,425.00,425.00,427.00,428.75,425.00,426.00,430.00,421.29
"....Pangasinan","Ammosul (21-0-0)",300.00,303.33,310.00,310.00,312.00,320.00,317.50,310.00,307.50,300.00,300.00,300.00,307.53
"....Pangasinan","Complete (14-14-14)",425.00,436.67,440.00,440.00,458.00,500.00,510.00,510.00,495.00,480.00,478.00,500.00,472.72
"....Pangasinan","Urea (45-0-0)",423.75,440.00,450.00,450.00,464.00,550.00,552.50,567.00,547.50,540.00,534.00,550.00,505.73
"..REGION II (CAGAYAN VALLEY)","Ammophos (16-20-0)",448.75,458.33,460.00,470.63,479.50,495.94,505.31,501.88,504.69,507.81,510.25,513.13,488.02
"..REGION II (CAGAYAN VALLEY)","Ammosul (21-0-0)",304.06,311.67,318.25,324.06,326.50,326.88,316.56,315.13,314.38,319.38,327.50,334.38,319.89
"..REGION II (CAGAYAN VALLEY)","Complete (14-14-14)",456.88,467.61,474.75,480.00,491.75,502.50,510.94,504.25,505.63,517.19,516.25,523.75,495.96
"..REGION II (CAGAYAN VALLEY)","Urea (45-0-0)",458.75,476.04,497.25,540.00,538.25,567.50,563.13,557.13,560.00,553.75,566.25,580.00,538.17
"....Cagayan","Ammophos (16-20-0)",451.25,470.00,478.00,480.00,480.00,482.50,485.00,500.00,500.00,518.75,525.00,527.50,491.50
"....Cagayan","Ammosul (21-0-0)",335.00,355.00,380.00,380.00,380.00,355.00,327.50,325.00,322.50,337.50,350.00,350.00,349.79
"....Cagayan","Complete (14-14-14)",451.25,470.00,478.00,480.00,480.00,482.50,485.00,485.00,485.00,530.00,525.00,527.50,489.94
"....Cagayan","Urea (45-0-0)",455.00,480.00,526.00,582.50,598.00,590.00,580.00,585.00,583.75,595.00,594.00,607.50,564.73
"....Isabela","Ammophos (16-20-0)",465.00,465.00,465.00,465.00,477.00,513.75,558.75,512.50,506.25,498.75,500.00,500.00,493.92
"....Isabela","Ammosul (21-0-0)",280.00,280.00,280.00,280.00,287.00,308.75,310.00,302.50,297.50,307.50,300.00,300.00,294.44
"....Isabela","Complete (14-14-14)",475.00,470.00,474.00,470.00,485.00,518.75,541.25,515.00,511.25,507.50,510.00,510.00,498.98
"....Isabela","Urea (45-0-0)",457.50,452.50,455.00,455.00,490.00,543.75,550.00,537.50,527.50,508.75,520.00,520.00,501.46
"....Nueva Vizcaya","Ammophos (16-20-0)",431.25,433.33,435.00,465.00,474.00,482.50,475.00,483.00,487.50,493.75,496.00,505.00,471.78
"....Nueva Vizcaya","Ammosul (21-0-0)",292.50,291.67,293.00,301.25,304.00,310.00,307.50,295.00,295.00,310.00,323.00,337.50,305.04
"....Nueva Vizcaya","Complete (14-14-14)",443.75,451.67,468.00,480.00,492.00,495.00,495.00,495.00,496.25,501.25,502.00,515.00,486.24
"....Nueva Vizcaya","Urea (45-0-0)",457.50,481.67,516.00,567.50,575.00,572.50,550.00,548.00,548.75,551.25,563.00,585.00,543.01
"....Quirino","Ammophos (16-20-0)",447.50,465.00,462.00,472.50,487.00,505.00,502.50,512.00,525.00,520.00,520.00,520.00,494.88
"....Quirino","Ammosul (21-0-0)",308.75,320.00,320.00,335.00,335.00,333.75,321.25,338.00,342.50,322.50,337.00,350.00,330.31
"....Quirino","Complete (14-14-14)",457.50,478.75,479.00,490.00,510.00,513.75,522.50,522.00,530.00,530.00,528.00,542.50,508.67
"....Quirino","Urea (45-0-0)",465.00,490.00,492.00,555.00,490.00,563.75,572.50,558.00,580.00,560.00,588.00,607.50,543.48
"..REGION III (CENTRAL LUZON)","Ammophos (16-20-0)",427.50,441.67,443.29,450.54,453.14,460.18,465.36,474.14,477.50,480.00,482.71,484.35,461.70
"..REGION III (CENTRAL LUZON)","Ammosul (21-0-0)",309.64,308.15,311.14,313.75,314.71,313.75,310.36,310.46,310.43,311.50,314.11,322.26,312.52
"..REGION III (CENTRAL LUZON)","Complete (14-14-14)",437.50,450.71,449.29,455.75,460.00,466.43,467.50,481.43,483.93,486.25,492.86,505.60,469.80
"..REGION III (CENTRAL LUZON)","Urea (45-0-0)",438.57,486.49,501.71,528.21,541.71,549.29,545.36,554.54,557.50,560.89,571.86,579.82,534.66
"....Aurora","Ammophos (16-20-0)",420.00,440.00,440.00,440.00,440.00,440.00,500.00,500.00,497.50,490.00,490.00,490.00,465.63
"....Aurora","Ammosul (21-0-0)",335.00,320.00,320.00,320.00,320.00,320.00,335.00,335.00,333.75,330.00,330.00,335.00,327.81
"....Aurora","Complete (14-14-14)",445.00,465.00,465.00,465.00,465.00,465.00,485.00,485.00,485.00,485.00,485.00,485.00,473.33
"....Aurora","Urea (45-0-0)",445.00,540.00,540.00,540.00,540.00,540.00,570.00,570.00,577.50,580.00,580.00,580.00,550.21
"....Bataan","Ammophos (16-20-0)",425.00,450.00,450.00,480.00,477.00,480.00,491.25,495.00,495.00,495.00,501.00,510.00,479.10
"....Bataan","Ammosul (21-0-0)",300.00,308.75,315.00,320.00,320.00,320.00,320.00,319.20,318.00,318.00,326.80,340.00,318.81
"....Bataan","Complete (14-14-14)",450.00,450.00,450.00,490.00,488.00,480.00,495.00,500.00,500.00,500.00,540.00,600.00,495.25
"....Bataan","Urea (45-0-0)",430.00,485.00,480.00,570.00,566.00,580.00,568.75,565.00,563.75,560.00,577.00,595.00,545.04
"....Bulacan","Ammophos (16-20-0)",440.00,450.00,450.00,460.00,460.00,460.00,460.00,469.00,477.50,483.75,485.00,470.00,463.77
"....Bulacan","Ammosul (21-0-0)",340.00,340.00,340.00,340.00,340.00,330.00,320.00,332.00,340.00,343.75,350.00,362.50,339.85
"....Bulacan","Complete (14-14-14)",446.25,460.00,460.00,470.00,470.00,470.00,..,490.00,490.00,490.00,493.00,503.75,476.64
"....Bulacan","Urea (45-0-0)",452.50,500.00,522.00,590.00,590.00,582.50,575.00,567.60,565.00,571.25,581.00,606.25,558.59
"....Nueva Ecija","Ammophos (16-20-0)",410.00,416.67,412.00,410.00,410.00,410.00,410.00,458.00,457.50,460.00,460.00,456.67,430.90
"....Nueva Ecija","Ammosul (21-0-0)",290.00,293.33,296.00,295.00,290.00,290.00,293.75,290.00,290.00,290.00,290.00,290.00,291.51
"....Nueva Ecija","Complete (14-14-14)",410.00,410.00,412.00,410.25,410.00,410.00,410.00,463.00,457.50,460.00,458.00,456.67,430.62
"....Nueva Ecija","Urea (45-0-0)",412.50,416.67,414.00,410.00,410.00,410.00,410.00,514.20,525.00,525.00,525.00,520.00,457.70
"....Pampanga","Ammophos (16-20-0)",435.00,455.00,457.00,460.00,468.00,480.00,460.00,460.00,460.00,460.00,464.00,480.00,461.58
"....Pampanga","Ammosul (21-0-0)",320.00,310.00,310.00,310.00,310.00,311.25,310.00,310.00,310.00,300.00,300.00,303.33,308.72
"....Pampanga","Complete (14-14-14)",435.00,460.00,444.00,440.00,460.00,480.00,470.00,470.00,470.00,470.00,470.00,480.00,462.42
"....Pampanga","Urea (45-0-0)",445.00,510.00,524.00,530.00,554.00,590.00,560.00,560.00,560.00,557.50,560.00,560.00,542.54
"....Tarlac","Ammophos (16-20-0)",425.00,430.00,436.00,446.25,450.00,480.00,460.00,462.00,470.00,481.25,481.00,480.00,458.46
"....Tarlac","Ammosul (21-0-0)",295.00,295.00,295.00,301.25,320.00,320.00,290.00,290.00,292.50,298.75,302.00,300.00,299.96
"....Tarlac","Complete (14-14-14)",428.75,450.00,450.00,450.00,450.00,480.00,465.00,480.00,490.00,498.75,495.00,495.00,469.38
"....Tarlac","Urea (45-0-0)",440.00,485.00,510.00,520.00,562.00,562.50,552.50,532.00,540.00,562.50,594.00,600.00,538.38
"....Zambales","Ammophos (16-20-0)",437.50,450.00,458.00,457.50,467.00,471.25,476.25,475.00,485.00,490.00,498.00,503.75,472.44
"....Zambales","Ammosul (21-0-0)",287.50,290.00,302.00,310.00,303.00,305.00,303.75,297.00,288.75,300.00,300.00,325.00,301.00
"....Zambales","Complete (14-14-14)",447.50,460.00,464.00,465.00,477.00,480.00,480.00,482.00,495.00,500.00,509.00,518.75,481.52
"....Zambales","Urea (45-0-0)",445.00,468.75,522.00,537.50,570.00,580.00,581.25,573.00,571.25,570.00,586.00,597.50,550.19
"..REGION IV-A (CALABARZON)","Ammophos (16-20-0)",420.42,400.00,438.00,436.67,436.00,468.13,468.86,509.33,509.17,514.17,523.00,523.33,470.17
"..REGION IV-A (CALABARZON)","Ammosul (21-0-0)",285.17,288.00,300.00,338.00,351.20,304.50,312.50,313.60,313.50,316.75,306.65,330.00,313.32
"..REGION IV-A (CALABARZON)","Complete (14-14-14)",446.50,451.30,472.40,496.50,508.80,512.75,522.50,528.20,528.00,528.50,532.60,535.00,505.25
"..REGION IV-A (CALABARZON)","Urea (45-0-0)",462.12,471.60,503.40,579.75,598.40,586.00,582.25,583.80,573.00,573.75,599.80,608.50,560.20
"....Batangas","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Batangas","Ammosul (21-0-0)",282.50,280.00,282.00,285.00,281.00,280.00,280.00,284.00,320.00,310.00,244.00,337.50,288.83
"....Batangas","Complete (14-14-14)",462.50,471.50,494.00,500.00,496.00,498.75,500.00,500.00,500.00,500.00,510.00,520.00,496.06
"....Batangas","Urea (45-0-0)",472.25,483.00,512.00,533.75,581.00,560.00,550.00,580.00,585.00,600.00,610.00,610.00,556.42
"....Cavite","Ammophos (16-20-0)",460.00,460.00,472.00,..,..,525.00,520.00,512.00,515.00,525.00,550.00,550.00,508.90
"....Cavite","Ammosul (21-0-0)",250.00,250.00,278.00,455.00,532.00,285.00,298.75,300.00,300.00,300.00,311.25,320.00,323.33
"....Cavite","Complete (14-14-14)",460.00,460.00,484.00,527.50,550.00,545.00,540.00,540.00,547.50,550.00,561.00,560.00,527.08
"....Cavite","Urea (45-0-0)",467.50,470.00,502.00,610.00,650.00,610.00,600.00,600.00,585.00,560.00,600.00,602.50,571.42
"....Laguna","Ammophos (16-20-0)",340.00,340.00,340.00,350.00,350.00,350.00,356.67,..,..,..,..,..,346.67
"....Laguna","Ammosul (21-0-0)",290.00,290.00,290.00,300.00,300.00,312.50,335.00,330.00,330.00,330.00,330.00,332.50,314.17
"....Laguna","Complete (14-14-14)",430.00,430.00,430.00,475.00,520.00,520.00,565.00,580.00,565.00,557.50,558.00,560.00,515.88
"....Laguna","Urea (45-0-0)",450.00,450.00,450.00,525.00,550.00,550.00,560.00,560.00,565.00,567.50,586.00,590.00,533.63
"....Quezon","Ammophos (16-20-0)",420.00,..,470.00,490.00,488.00,490.00,488.75,490.00,490.00,485.00,489.00,490.00,480.98
"....Quezon","Ammosul (21-0-0)",300.00,300.00,320.00,320.00,321.00,315.00,318.75,320.00,305.00,310.00,318.00,320.00,313.98
"....Quezon","Complete (14-14-14)",420.00,420.00,470.00,500.00,498.00,500.00,497.50,485.00,495.00,495.00,494.00,495.00,480.79
"....Quezon","Urea (45-0-0)",447.50,450.00,525.00,600.00,597.00,600.00,596.25,584.00,555.00,562.50,603.00,610.00,560.85
"....Rizal","Ammophos (16-20-0)",461.67,..,470.00,470.00,470.00,507.50,510.00,526.00,522.50,532.50,530.00,530.00,502.74
"....Rizal","Ammosul (21-0-0)",303.33,320.00,330.00,330.00,322.00,330.00,330.00,334.00,312.50,333.75,330.00,340.00,326.30
"....Rizal","Complete (14-14-14)",460.00,475.00,484.00,480.00,480.00,500.00,510.00,536.00,532.50,540.00,540.00,540.00,506.46
"....Rizal","Urea (45-0-0)",473.33,505.00,528.00,630.00,614.00,610.00,605.00,595.00,575.00,578.75,600.00,630.00,578.67
"..MIMAROPA REGION","Ammophos (16-20-0)",459.83,464.00,469.00,455.94,469.63,472.50,474.06,480.50,483.75,486.88,514.80,519.38,479.01
"..MIMAROPA REGION","Ammosul (21-0-0)",329.79,330.63,333.75,336.88,333.25,340.63,343.13,335.13,336.25,341.25,349.75,377.08,340.63
"..MIMAROPA REGION","Complete (14-14-14)",464.67,481.38,492.10,500.75,503.40,507.00,508.25,509.00,512.00,516.00,521.40,538.17,504.51
"..MIMAROPA REGION","Urea (45-0-0)",474.00,496.25,528.20,558.00,567.90,577.00,577.75,569.80,569.50,571.00,582.80,639.00,559.27
"....Marinduque","Ammophos (16-20-0)",495.00,490.00,512.00,..,..,..,..,..,..,..,590.00,..,521.75
"....Marinduque","Ammosul (21-0-0)",395.00,397.50,388.00,410.00,390.00,380.00,385.00,384.00,380.00,380.00,364.00,360.00,384.46
"....Marinduque","Complete (14-14-14)",502.50,523.75,548.00,552.50,556.00,560.00,560.00,552.00,550.00,550.00,550.00,550.00,546.23
"....Marinduque","Urea (45-0-0)",535.00,530.00,570.00,600.00,620.00,650.00,650.00,638.00,627.50,620.00,628.00,630.00,608.21
"....Occidental Mindoro","Ammophos (16-20-0)",426.67,430.00,430.00,430.00,430.00,430.00,430.00,432.00,435.00,435.00,435.00,487.50,435.93
"....Occidental Mindoro","Ammosul (21-0-0)",291.67,295.00,295.00,295.00,295.00,295.00,296.88,300.50,305.00,307.50,310.00,357.50,303.67
"....Occidental Mindoro","Complete (14-14-14)",423.33,430.00,430.00,430.00,430.00,430.00,433.75,441.00,450.00,462.50,475.00,502.50,444.84
"....Occidental Mindoro","Urea (45-0-0)",425.00,430.00,430.00,430.00,430.00,430.00,433.75,441.00,450.00,462.50,475.00,645.00,456.85
"....Oriental Mindoro","Ammophos (16-20-0)",445.00,440.00,440.00,435.00,450.50,450.00,456.25,480.00,470.00,477.50,488.00,500.00,461.02
"....Oriental Mindoro","Ammosul (21-0-0)",292.50,290.00,298.00,292.50,292.00,287.50,290.63,300.00,300.00,307.50,326.00,337.50,301.18
"....Oriental Mindoro","Complete (14-14-14)",445.00,468.13,462.50,480.00,480.00,480.00,480.00,488.00,480.00,487.50,490.00,500.00,478.43
"....Oriental Mindoro","Urea (45-0-0)",450.00,506.25,526.00,590.00,583.50,580.00,580.00,580.00,580.00,580.00,593.00,610.00,563.23
"....Palawan","Ammophos (16-20-0)",452.50,460.00,467.00,478.75,494.00,490.00,490.00,490.00,510.00,510.00,521.00,550.00,492.77
"....Palawan","Ammosul (21-0-0)",340.00,340.00,354.00,350.00,356.00,400.00,400.00,356.00,360.00,370.00,399.00,453.33,373.19
"....Palawan","Complete (14-14-14)",472.50,480.00,490.00,511.25,515.00,525.00,525.00,514.00,530.00,530.00,542.00,588.33,518.59
"....Palawan","Urea (45-0-0)",480.00,495.00,555.00,610.00,610.00,620.00,620.00,574.00,580.00,580.00,606.00,680.00,584.17
"....Romblon","Ammophos (16-20-0)",480.00,500.00,496.00,480.00,504.00,520.00,520.00,520.00,520.00,525.00,540.00,540.00,512.08
"....Romblon","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Romblon","Complete (14-14-14)",480.00,505.00,530.00,530.00,536.00,540.00,542.50,550.00,550.00,550.00,550.00,550.00,534.46
"....Romblon","Urea (45-0-0)",480.00,520.00,560.00,560.00,596.00,605.00,605.00,616.00,610.00,612.50,612.00,630.00,583.88
"..REGION V (BICOL REGION)","Ammophos (16-20-0)",438.65,449.27,451.83,452.50,451.59,460.21,471.67,469.67,467.08,466.46,478.17,486.04,461.93
"..REGION V (BICOL REGION)","Ammosul (21-0-0)",313.54,316.56,319.33,323.33,324.50,327.92,332.50,330.50,330.00,329.79,332.20,337.00,326.20
"..REGION V (BICOL REGION)","Complete (14-14-14)",445.83,456.04,461.67,463.75,470.24,474.17,476.67,472.17,472.92,472.50,483.83,489.58,469.95
"..REGION V (BICOL REGION)","Urea (45-0-0)",450.00,478.23,494.33,514.79,538.00,544.83,565.42,568.33,563.96,566.25,576.83,586.25,537.27
"....Albay","Ammophos (16-20-0)",435.00,441.25,446.00,450.00,428.51,460.00,460.00,460.00,460.00,460.00,465.00,480.00,453.81
"....Albay","Ammosul (21-0-0)",307.50,312.50,310.00,310.00,311.00,315.00,313.75,312.00,310.00,310.00,314.00,330.00,312.98
"....Albay","Complete (14-14-14)",445.00,453.75,458.00,460.00,464.43,465.00,465.00,463.00,460.00,460.00,465.00,480.00,461.60
"....Albay","Urea (45-0-0)",447.50,488.75,502.00,510.00,567.00,585.00,566.25,569.00,563.75,562.50,565.00,590.00,543.06
"....Camarines Norte","Ammophos (16-20-0)",458.75,470.00,477.00,480.00,490.00,485.00,490.00,490.00,490.00,490.00,500.00,500.00,485.06
"....Camarines Norte","Ammosul (21-0-0)",321.25,320.00,324.00,340.00,340.00,340.00,340.00,343.00,345.00,345.00,..,..,335.83
"....Camarines Norte","Complete (14-14-14)",462.50,475.00,486.00,492.50,495.00,495.00,495.00,490.00,495.00,490.00,504.00,500.00,490.00
"....Camarines Norte","Urea (45-0-0)",472.50,505.00,545.00,582.50,598.00,593.75,590.00,588.00,590.00,590.00,601.00,605.00,571.73
"....Camarines Sur","Ammophos (16-20-0)",420.00,440.00,440.00,450.00,456.00,461.25,463.75,444.00,430.00,420.00,432.00,440.00,441.42
"....Camarines Sur","Ammosul (21-0-0)",300.00,300.00,312.00,320.00,326.00,330.00,322.50,306.00,300.00,300.00,312.00,320.00,312.38
"....Camarines Sur","Complete (14-14-14)",420.00,440.00,452.00,460.00,466.00,470.00,460.00,434.00,437.50,440.00,443.00,445.00,447.29
"....Camarines Sur","Urea (45-0-0)",430.00,475.00,515.00,550.00,562.00,572.70,570.00,530.00,515.00,520.00,508.00,500.00,520.64
"....Catanduanes","Ammophos (16-20-0)",464.38,483.13,489.00,490.00,490.00,490.00,495.00,498.00,492.50,496.25,512.00,525.00,493.77
"....Catanduanes","Ammosul (21-0-0)",337.50,346.88,350.00,350.00,350.00,350.00,355.00,352.00,352.50,352.50,360.00,360.00,351.37
"....Catanduanes","Complete (14-14-14)",465.00,480.00,490.00,490.00,518.00,525.00,492.50,493.00,490.00,490.00,508.00,520.00,496.79
"....Catanduanes","Urea (45-0-0)",457.50,500.63,510.00,556.25,613.00,615.00,596.25,600.00,590.00,592.50,604.00,625.00,571.68
"....Masbate","Ammophos (16-20-0)",413.75,420.00,414.00,400.00,400.00,420.00,465.00,460.00,460.00,462.50,478.00,486.25,439.96
"....Masbate","Ammosul (21-0-0)",310.00,310.00,310.00,310.00,310.00,322.50,350.00,350.00,352.50,351.25,351.00,350.00,331.44
"....Masbate","Complete (14-14-14)",437.50,440.00,434.00,430.00,428.00,440.00,482.50,480.00,480.00,480.00,496.00,502.50,460.88
"....Masbate","Urea (45-0-0)",437.50,440.00,434.00,430.00,430.00,445.00,540.00,550.00,550.00,557.50,596.00,607.50,501.46
"....Sorsogon","Ammophos (16-20-0)",440.00,441.25,445.00,445.00,445.00,445.00,456.25,466.00,470.00,470.00,482.00,485.00,457.54
"....Sorsogon","Ammosul (21-0-0)",305.00,310.00,310.00,310.00,310.00,310.00,313.75,320.00,320.00,320.00,324.00,325.00,314.81
"....Sorsogon","Complete (14-14-14)",445.00,447.50,450.00,450.00,450.00,450.00,465.00,473.00,475.00,475.00,487.00,490.00,463.13
"....Sorsogon","Urea (45-0-0)",455.00,460.00,460.00,460.00,458.00,457.50,530.00,573.00,575.00,575.00,587.00,590.00,515.04
"..REGION VI (WESTERN VISAYAS)","Ammophos (16-20-0)",414.38,422.64,434.46,448.33,453.67,457.19,459.06,466.58,468.86,471.88,484.33,494.98,456.36
"..REGION VI (WESTERN VISAYAS)","Ammosul (21-0-0)",280.31,283.06,285.54,288.96,291.08,293.02,292.29,291.75,292.71,300.94,351.25,380.42,302.61
"..REGION VI (WESTERN VISAYAS)","Complete (14-14-14)",422.50,433.37,452.13,462.71,473.67,477.61,479.38,479.42,480.52,483.33,497.17,505.44,470.60
"..REGION VI (WESTERN VISAYAS)","Urea (45-0-0)",431.56,469.10,525.29,562.08,545.83,517.71,512.92,507.83,510.63,525.00,568.77,599.24,523.00
"....Aklan","Ammophos (16-20-0)",430.00,435.00,445.00,445.00,445.00,448.75,450.00,492.00,500.00,500.00,504.00,523.33,468.17
