"Geolocation","Fertilizer Grade","2014 January","2014 February","2014 March","2014 April","2014 May","2014 June","2014 July","2014 August","2014 September","2014 October","2014 November","2014 December","2014 Annual"
"PHILIPPINES","Ammophos (16-20-0)",1034.96,1037.31,1034.97,1034.72,1033.50,1033.74,1033.27,1028.69,1024.65,1022.43,1019.31,1018.76,1029.69
"PHILIPPINES","Ammosul (21-0-0)",653.11,646.46,642.10,645.05,642.34,635.18,630.24,623.53,618.48,613.60,611.32,606.76,630.68
"PHILIPPINES","Complete (14-14-14)",1200.02,1202.32,1202.30,1199.94,1202.26,1198.75,1196.97,1196.22,1190.52,1190.10,1191.30,1193.40,1197.01
"PHILIPPINES","Urea (45-0-0)",1098.84,1095.56,1101.43,1105.80,1111.40,1106.00,1098.41,1086.36,1081.33,1082.66,1081.29,1080.71,1094.15
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",1055.00,1057.50,1056.00,1051.00,1058.80,1073.50,1069.00,1048.00,1030.00,1025.00,1012.00,1024.50,1046.69
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",665.50,662.00,667.20,651.50,645.60,653.00,655.00,631.20,622.50,624.00,615.20,622.50,642.93
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",1190.83,1189.17,1181.33,1182.50,1180.67,1185.83,1197.92,1184.00,1161.25,1157.50,1153.00,1151.67,1176.31
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",1106.67,1105.42,1105.33,1108.33,1107.00,1121.25,1121.25,1087.00,1071.67,1072.50,1065.33,1063.75,1094.63
"....Abra","Ammophos (16-20-0)",950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00
"....Abra","Ammosul (21-0-0)",550.00,550.00,550.00,550.00,550.00,550.00,550.00,540.00,542.50,550.00,550.00,550.00,548.54
"....Abra","Complete (14-14-14)",1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1150.00,1147.50,1150.00,1142.00,1140.00,1148.29
"....Abra","Urea (45-0-0)",1005.00,1020.00,1050.00,1050.00,1050.00,1050.00,1050.00,1000.00,1000.00,1020.00,1018.00,1000.00,1026.08
"....Apayao","Ammophos (16-20-0)",1000.00,1035.00,1050.00,1042.50,1070.00,1085.00,1025.00,1000.00,1000.00,1000.00,940.00,942.50,1015.83
"....Apayao","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","Complete (14-14-14)",1050.00,1085.00,1096.00,1072.50,1106.00,1105.00,1112.50,1080.00,1050.00,1050.00,1080.00,1100.00,1082.25
"....Apayao","Urea (45-0-0)",1002.50,1017.50,1044.00,1007.50,1050.00,1085.00,1022.50,990.00,990.00,990.00,1020.00,1025.00,1020.33
"....Benguet","Ammophos (16-20-0)",1100.00,1100.00,1100.00,1087.50,1100.00,1100.00,1100.00,1060.00,1050.00,1050.00,1050.00,1060.00,1079.79
"....Benguet","Ammosul (21-0-0)",650.00,650.00,650.00,637.50,650.00,650.00,650.00,610.00,650.00,650.00,650.00,675.00,647.71
"....Benguet","Complete (14-14-14)",1200.00,1200.00,1200.00,1200.00,1204.00,1220.00,1220.00,1204.00,1200.00,1200.00,1200.00,1132.50,1198.38
"....Benguet","Urea (45-0-0)",1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,984.00,990.00,1000.00,1000.00,1010.00,998.67
"....Ifugao","Ammophos (16-20-0)",1270.00,1252.50,1230.00,1237.50,1250.00,1312.50,1350.00,1330.00,1250.00,1225.00,1220.00,1270.00,1266.46
"....Ifugao","Ammosul (21-0-0)",750.00,700.00,710.00,700.00,720.00,775.00,800.00,780.00,700.00,700.00,700.00,725.00,730.00
"....Ifugao","Complete (14-14-14)",1275.00,1257.50,1230.00,1237.50,1250.00,1312.50,1350.00,1340.00,1250.00,1225.00,1200.00,1237.50,1263.75
"....Ifugao","Urea (45-0-0)",1270.00,1252.50,1230.00,1237.50,1240.00,1312.50,1350.00,1330.00,1250.00,1225.00,1230.00,1270.00,1266.46
"....Kalinga","Ammophos (16-20-0)",955.00,950.00,950.00,937.50,924.00,920.00,920.00,900.00,900.00,900.00,900.00,900.00,921.38
"....Kalinga","Ammosul (21-0-0)",657.50,650.00,650.00,620.00,588.00,580.00,560.00,526.00,520.00,520.00,526.00,522.50,576.67
