"Geolocation","Fertilizer Grade","2018 January","2018 February","2018 March","2018 April","2018 May","2018 June","2018 July","2018 August","2018 September","2018 October","2018 November","2018 December","2018 Annual"
"PHILIPPINES","Ammophos (16-20-0)",900.90,904.18,916.95,916.15,920.95,930.21,938.62,943.62,950.21,960.22,974.08,978.04,936.18
"PHILIPPINES","Ammosul (21-0-0)",576.56,581.82,585.91,589.56,589.66,592.88,600.03,605.73,609.58,615.64,627.00,629.15,600.29
"PHILIPPINES","Complete (14-14-14)",1094.10,1100.83,1101.91,1104.09,1105.20,1108.68,1110.25,1111.42,1115.84,1120.68,1128.89,1136.19,1111.51
"PHILIPPINES","Urea (45-0-0)",967.29,983.90,992.96,994.64,1004.84,1009.78,1022.66,1041.29,1055.36,1075.86,1102.05,1121.92,1031.05
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",859.50,843.50,849.20,840.50,841.55,850.60,856.40,858.95,861.73,875.41,898.44,920.40,863.01
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",527.45,522.45,523.24,527.25,531.40,532.20,535.66,539.42,543.39,550.10,557.75,565.08,537.95
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",1036.67,1026.25,1028.67,1049.08,1052.33,1053.13,1052.42,1048.25,1054.67,1063.71,1081.21,1089.07,1052.95
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",934.25,940.67,941.37,927.04,937.33,941.17,954.83,980.00,992.37,1015.42,1043.33,1077.00,973.73
