"Geolocation","Fertilizer Grade","2017 January","2017 February","2017 March","2017 April","2017 May","2017 June","2017 July","2017 August","2017 September","2017 October","2017 November","2017 December","2017 Annual"
"PHILIPPINES","Ammophos (16-20-0)",924.78,920.26,913.29,909.30,913.37,908.82,903.90,898.84,898.59,897.23,899.09,900.62,907.34
"PHILIPPINES","Ammosul (21-0-0)",566.13,556.78,552.83,554.46,556.60,558.38,559.02,558.83,560.28,562.15,566.13,571.34,633.47
"PHILIPPINES","Complete (14-14-14)",1112.16,1105.87,1102.74,1101.02,1100.55,1101.19,1091.09,1087.29,1086.99,1086.84,1089.19,1092.16,1096.43
"PHILIPPINES","Urea (45-0-0)",911.52,916.66,913.02,911.41,914.03,907.81,900.70,893.65,897.11,911.12,929.80,948.73,912.96
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",895.10,902.00,888.50,888.00,882.43,888.70,881.24,872.75,876.00,879.00,882.00,883.20,884.91
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",528.95,519.65,514.65,513.68,524.24,528.63,528.96,527.30,521.32,523.30,524.70,532.10,523.96
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",1083.67,1073.08,1075.21,1071.50,1064.79,1071.25,1055.51,1042.92,1041.18,1037.25,1045.58,1046.00,1058.99
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",912.92,907.50,890.08,896.80,892.96,874.21,864.37,864.58,866.40,880.96,915.21,939.37,892.11
"....Abra","Ammophos (16-20-0)",850.00,850.00,850.00,850.00,850.00,850.00,850.00,845.00,840.00,840.00,840.00,840.00,846.25
"....Abra","Ammosul (21-0-0)",500.00,500.00,500.00,500.00,537.50,550.00,550.00,530.00,510.00,510.00,515.00,530.00,519.38
"....Abra","Complete (14-14-14)",1105.00,1100.00,1100.00,1100.00,1062.50,1050.00,1050.00,1025.00,1000.00,1000.00,1000.00,1000.00,1049.38
"....Abra","Urea (45-0-0)",890.00,890.00,890.00,890.00,882.50,872.50,850.00,840.00,830.00,830.00,842.50,880.00,865.63
"....Apayao","Ammophos (16-20-0)",840.00,872.50,847.50,850.00,845.00,820.00,792.00,785.00,770.00,785.00,800.00,806.00,817.75
"....Apayao","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","Complete (14-14-14)",1012.50,1020.00,1025.00,1020.00,1020.00,1020.00,1000.00,987.50,974.00,970.00,995.00,1000.00,1003.67
"....Apayao","Urea (45-0-0)",837.50,880.00,860.00,890.00,885.00,805.00,784.00,780.00,770.00,785.00,935.00,946.00,846.46
"....Benguet","Ammophos (16-20-0)",920.50,930.00,885.00,898.00,874.63,896.00,894.20,863.75,900.00,900.00,900.00,900.00,896.84
"....Benguet","Ammosul (21-0-0)",517.25,488.25,483.25,484.40,503.69,493.13,490.80,489.00,478.60,491.50,493.50,494.50,492.32
