"Geolocation","Fertilizer Grade","2008 January","2008 February","2008 March","2008 April","2008 May","2008 June","2008 July","2008 August","2008 September","2008 October","2008 November","2008 December","2008 Annual"
"PHILIPPINES","Ammophos (16-20-0)",914.52,980.36,1158.73,1398.97,1629.78,1807.08,1854.66,1876.88,1880.66,1869.98,1779.18,1624.11,1564.58
"PHILIPPINES","Ammosul (21-0-0)",646.35,721.07,760.00,811.16,883.61,967.33,1003.74,1038.67,1044.81,1044.76,994.73,901.64,901.49
"PHILIPPINES","Complete (14-14-14)",960.43,1030.58,1195.67,1430.85,1627.66,1835.36,1895.18,1940.26,1946.00,1934.14,1849.09,1709.50,1612.89
"PHILIPPINES","Urea (45-0-0)",1010.32,1030.03,1042.54,1135.48,1437.04,1754.43,1831.89,1922.80,1933.35,1917.54,1758.33,1523.25,1524.75
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",876.00,967.50,1069.60,1300.00,1517.00,1730.93,1846.38,1907.60,1915.50,1917.50,1859.60,1620.00,1543.97
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",640.75,675.70,704.92,765.40,829.25,937.60,1008.75,1068.60,1079.25,1081.50,1056.48,970.00,901.52
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",936.79,986.67,1115.47,1400.71,1566.67,1762.40,1886.17,1939.67,1936.67,1935.42,1913.00,1742.50,1593.51
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",987.71,1014.79,1030.03,1103.54,1312.50,1701.67,1846.25,1945.00,1966.67,1960.00,1874.23,1582.71,1527.09
"....Abra","Ammophos (16-20-0)",905.00,977.50,1174.00,1450.00,1525.00,1810.00,1882.50,2030.00,2030.00,2030.00,1922.00,1700.00,1619.67
"....Abra","Ammosul (21-0-0)",650.00,683.75,738.00,772.50,802.50,954.00,1070.00,1150.00,1150.00,1150.00,1030.00,850.00,916.73
"....Abra","Complete (14-14-14)",970.00,1015.00,1328.00,1500.00,1567.50,1842.00,1915.00,2050.00,2050.00,2050.00,1990.00,1800.00,1673.13
"....Abra","Urea (45-0-0)",990.00,1020.00,1036.00,1080.00,1232.50,1756.00,1920.00,2100.00,2100.00,2100.00,1890.00,1400.00,1552.04
"....Apayao","Ammophos (16-20-0)",861.25,1032.50,1088.00,1480.00,1660.00,1854.00,1890.00,1900.00,1915.00,1930.00,1818.00,1330.00,1563.23
"....Apayao","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","Complete (14-14-14)",985.00,1038.75,1102.00,1480.00,1660.00,1854.00,1880.00,1912.00,1930.00,1930.00,1838.00,1435.00,1587.06
"....Apayao","Urea (45-0-0)",1020.00,1005.00,996.00,1105.00,1442.50,1776.00,1845.00,1950.00,1950.00,1950.00,1770.00,1065.00,1489.54
"....Benguet","Ammophos (16-20-0)",930.00,980.00,980.00,995.00,1650.00,1800.00,1785.00,1884.00,1900.00,1900.00,1820.00,1625.00,1520.75
"....Benguet","Ammosul (21-0-0)",712.50,765.00,780.00,787.50,862.50,918.00,967.50,1003.00,1035.00,1035.00,1021.00,942.50,902.46
"....Benguet","Complete (14-14-14)",945.00,1000.00,1090.00,1472.50,1650.00,1800.00,1800.00,1884.00,1900.00,1900.00,1860.00,1725.00,1585.54
"....Benguet","Urea (45-0-0)",987.50,1000.00,1020.00,1100.00,1375.00,1920.00,2000.00,1960.00,2000.00,1937.50,1760.00,1625.00,1557.08
"....Ifugao","Ammophos (16-20-0)",830.00,840.00,940.00,1075.00,1100.00,1380.00,1850.00,1850.00,1890.00,1890.00,1898.00,1900.00,1453.58
"....Ifugao","Ammosul (21-0-0)",600.00,600.00,660.00,737.50,750.00,850.00,1050.00,1070.00,1100.00,1100.00,1100.00,1100.00,893.13
"....Ifugao","Complete (14-14-14)",830.00,830.00,972.00,1137.50,1150.00,1430.00,1890.00,1892.00,1890.00,1892.50,1940.00,1950.00,1483.67
"....Ifugao","Urea (45-0-0)",950.00,1000.00,1036.00,1090.00,1125.00,1378.00,1700.00,1800.00,1850.00,1850.00,1900.00,1900.00,1464.92
"....Kalinga","Ammophos (16-20-0)",853.75,1007.50,1166.00,1500.00,1650.00,1820.00,1830.00,1874.00,1842.50,1837.50,1840.00,1545.00,1563.85
"....Kalinga","Ammosul (21-0-0)",586.25,673.75,689.00,800.00,856.25,986.00,975.00,1020.00,1011.25,1020.00,1030.00,855.00,875.21
"....Kalinga","Complete (14-14-14)",871.25,1016.25,1180.00,1527.50,1672.50,1832.00,1835.00,1880.00,1857.50,1850.00,1850.00,1545.00,1576.42
"....Kalinga","Urea (45-0-0)",893.75,978.75,1002.00,1070.00,1350.00,1780.00,1812.50,1950.00,1942.50,1942.50,1944.00,1512.50,1514.88
"....Mountain Province","Ammophos (16-20-0)",..,..,..,..,..,1700.00,..,..,..,..,..,..,1700.00
"....Mountain Province","Ammosul (21-0-0)",655.00,656.00,657.60,729.50,875.00,980.00,1000.00,1100.00,1100.00,1102.50,1101.40,1102.50,921.63
"....Mountain Province","Complete (14-14-14)",1019.50,1020.00,1020.80,1286.75,1700.00,1866.67,1990.00,2020.00,1992.50,1990.00,2000.00,2000.00,1658.85
"....Mountain Province","Urea (45-0-0)",1085.00,1085.00,1090.20,1176.25,1350.00,1600.00,1800.00,1910.00,1957.50,1980.00,1981.40,1993.75,1584.09
"..REGION I (ILOCOS REGION)","Ammophos (16-20-0)",843.13,902.19,1132.50,1475.63,1668.75,1806.00,1847.50,1894.75,1887.81,1883.75,1736.25,1462.50,1545.06
"..REGION I (ILOCOS REGION)","Ammosul (21-0-0)",590.63,650.94,727.75,793.13,857.50,945.50,1020.63,1070.00,1061.88,1046.25,923.25,778.44,872.16
"..REGION I (ILOCOS REGION)","Complete (14-14-14)",898.13,990.63,1197.50,1530.63,1681.88,1837.50,1892.50,1931.00,1940.63,1933.13,1744.00,1504.69,1590.19
"..REGION I (ILOCOS REGION)","Urea (45-0-0)",985.00,1016.25,1040.50,1131.56,1439.38,1766.00,1905.00,1974.50,1982.50,1971.88,1687.00,1227.19,1510.56
"....Ilocos Norte","Ammophos (16-20-0)",895.00,900.00,1060.00,1577.50,1722.50,1880.00,1917.50,1938.00,1885.00,1880.00,1715.00,1406.25,1564.73
"....Ilocos Norte","Ammosul (21-0-0)",612.50,672.50,708.00,802.50,882.50,1012.00,1092.50,1120.00,1085.00,1060.00,837.00,712.50,883.08
"....Ilocos Norte","Complete (14-14-14)",935.00,1000.00,1175.00,1617.50,1737.50,1900.00,1937.50,1968.00,1940.00,1922.50,1702.00,1512.50,1612.29
