"Geolocation","Fertilizer Grade","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2013 Annual"
"PHILIPPINES","Ammophos (16-20-0)",1101.60,1096.49,1096.11,1090.81,1090.58,1085.86,1084.18,1079.25,1067.68,1056.41,1041.78,1039.54,1077.52
"PHILIPPINES","Ammosul (21-0-0)",767.30,765.95,757.19,754.18,750.86,744.63,736.03,722.88,707.47,690.56,673.34,664.49,727.91
"PHILIPPINES","Complete (14-14-14)",1254.57,1248.78,1244.16,1240.78,1238.16,1234.27,1230.51,1225.13,1212.82,1207.60,1198.30,1199.19,1227.86
"PHILIPPINES","Urea (45-0-0)",1227.30,1213.45,1203.94,1200.96,1194.51,1182.23,1163.35,1137.11,1110.88,1096.32,1079.19,1087.02,1158.02
"..NATIONAL CAPITAL REGION (NCR)","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Complete (14-14-14)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Urea (45-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammophos (16-20-0)",1058.00,1043.90,1038.00,1038.00,1035.00,1053.60,1063.00,1062.40,1053.00,1050.50,1052.80,1096.00,1053.68
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ammosul (21-0-0)",741.50,745.50,730.00,721.00,718.00,722.50,718.50,712.20,691.50,690.00,680.80,669.00,711.71
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Complete (14-14-14)",1198.33,1196.25,1184.33,1176.67,1181.25,1193.50,1189.58,1184.33,1158.33,1159.17,1166.00,1172.92,1180.06
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Urea (45-0-0)",1206.25,1191.25,1177.67,1171.67,1162.92,1171.92,1157.08,1126.00,1092.08,1085.00,1081.33,1081.25,1142.04
"....Abra","Ammophos (16-20-0)",945.00,947.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,950.00,940.00,945.00,948.08
"....Abra","Ammosul (21-0-0)",700.00,700.00,700.00,700.00,695.00,688.50,657.50,635.00,606.25,600.00,580.00,565.00,652.27
"....Abra","Complete (14-14-14)",1200.00,1200.00,1200.00,1200.00,1200.00,1197.00,1170.00,1158.00,1150.00,1150.00,1150.00,1150.00,1177.08
"....Abra","Urea (45-0-0)",1175.00,1155.00,1150.00,1137.50,1100.00,1097.50,1050.00,1038.00,985.00,970.00,950.00,970.00,1064.83
"....Apayao","Ammophos (16-20-0)",1087.50,1025.00,1040.00,1040.00,995.00,1020.00,1010.00,992.00,980.00,980.00,984.00,1000.00,1012.79
"....Apayao","Ammosul (21-0-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","Complete (14-14-14)",1150.00,1100.00,1120.00,1125.00,1107.50,1132.00,1125.00,1110.00,1012.50,1000.00,1016.00,1027.50,1085.46
"....Apayao","Urea (45-0-0)",1157.50,1075.00,1110.00,1140.00,1085.00,1094.00,1075.00,1030.00,980.00,980.00,988.00,992.50,1058.92
"....Benguet","Ammophos (16-20-0)",1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1090.00,1100.00,1100.00,1100.00,1100.00,1100.00,1089.17
"....Benguet","Ammosul (21-0-0)",750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,700.00,700.00,690.00,650.00,728.33
"....Benguet","Complete (14-14-14)",1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1200.00,1200.00,1200.00,1200.00,1213.33
"....Benguet","Urea (45-0-0)",1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1200.00,1140.00,1100.00,1100.00,1080.00,1000.00,1176.67
"....Ifugao","Ammophos (16-20-0)",1155.00,1145.00,1100.00,1100.00,1150.00,1210.00,1250.00,1270.00,1250.00,1250.00,1270.00,1475.00,1218.75
"....Ifugao","Ammosul (21-0-0)",750.00,775.00,700.00,700.00,725.00,750.00,750.00,770.00,750.00,750.00,750.00,750.00,743.33
"....Ifugao","Complete (14-14-14)",1200.00,1225.00,1150.00,1150.00,1200.00,1250.00,1250.00,1262.00,1250.00,1250.00,1260.00,1250.00,1224.75
"....Ifugao","Urea (45-0-0)",1200.00,1225.00,1150.00,1150.00,1212.50,1250.00,1250.00,1270.00,1250.00,1250.00,1270.00,1250.00,1227.29
"....Kalinga","Ammophos (16-20-0)",1022.50,1022.50,1020.00,1020.00,1000.00,1008.00,1015.00,1000.00,985.00,972.50,970.00,960.00,999.63
"....Kalinga","Ammosul (21-0-0)",732.50,722.50,720.00,720.00,720.00,720.00,720.00,700.00,680.00,695.00,684.00,660.00,706.17
"....Kalinga","Complete (14-14-14)",1125.00,1132.50,1128.00,1112.50,1110.00,1106.00,1115.00,1102.00,1080.00,1095.00,1112.00,1110.00,1110.67
"....Kalinga","Urea (45-0-0)",1165.00,1147.50,1120.00,1085.00,1080.00,1088.00,1110.00,1024.00,985.00,960.00,950.00,975.00,1057.46
"....Mountain Province","Ammophos (16-20-0)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Mountain Province","Ammosul (21-0-0)",775.00,780.00,780.00,735.00,700.00,704.00,715.00,706.00,721.25,705.00,700.00,720.00,728.44
