Geographic location,Commodity Description,2012 Jan,2012 Feb,2012 Mar,2012 Apr,2012 May,2012 Jun,2012 Jul,2012 Aug,2012 Sep,2012 Oct,2012 Nov,2012 Dec,2013 Jan,2013 Feb,2013 Mar,2013 Apr,2013 May,2013 Jun,2013 Jul,2013 Aug,2013 Sep,2013 Oct,2013 Nov,2013 Dec,2014 Jan,2014 Feb,2014 Mar,2014 Apr,2014 May,2014 Jun,2014 Jul,2014 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Dec,2015 Jan,2015 Feb,2015 Mar,2015 Apr,2015 May,2015 Jun,2015 Jul,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec,2016 Jan,2016 Feb,2016 Mar,2016 Apr,2016 May,2016 Jun,2016 Jul,2016 Aug,2016 Sep,2016 Oct,2016 Nov,2016 Dec,2017 Jan,2017 Feb,2017 Mar,2017 Apr,2017 May,2017 Jun,2017 Jul,2017 Aug,2017 Sep,2017 Oct,2017 Nov,2017 Dec,2018 Jan,2018 Feb,2018 Mar,2018 Apr,2018 May,2018 Jun,2018 Jul,2018 Aug,2018 Sep,2018 Oct,2018 Nov,2018 Dec,2019 Jan,2019 Feb,2019 Mar,2019 Apr,2019 May,2019 Jun,2019 Jul,2019 Aug,2019 Sep,2019 Oct,2019 Nov,2019 Dec,2020 Jan,2020 Feb,2020 Mar,2020 Apr,2020 May,2020 Jun,2020 Jul,2020 Aug,2020 Sep,2020 Oct,2020 Nov,2020 Dec,2021 Jan,2021 Feb,2021 Mar,2021 Apr,2021 May,2021 Jun,2021 Jul,2021 Aug,2021 Sep,2021 Oct,2021 Nov,2021 Dec,2022 Jan,2022 Feb,2022 Mar,2022 Apr,2022 May,2022 Jun,2022 Jul,2022 Aug,2022 Sep,2022 Oct,2022 Nov,2022 Dec,2023 Jan,2023 Feb,2023 Mar,2023 Apr,2023 May,2023 Jun,2023 Jul,2023 Aug,2023 Sep,2023 Oct,2023 Nov,2023 Dec,2024 Jan,2024 Feb
NATIONAL CAPITAL REGION,..Food,98.9,98.9,99,99.3,99.8,99.9,100.3,100.5,100.6,100.6,101,101.2,101.1,101.3,101.2,101.4,101.4,101.5,101.5,101.8,101.9,102.1,102.4,102.4,102.9,103,103.3,103.7,103.9,104.5,104.9,105.5,105.8,106,106.3,106.4,106.7,107.1,107,107.5,107.4,107.5,107.6,107.9,107.8,107.9,108,108.1,108.4,108.1,108.8,109.8,110.4,110.8,111.1,111.2,111.4,111.8,111.9,112.5,112.6,112.8,113.1,113.3,114.1,114.4,114.5,114.5,114.5,114.6,114.7,115.4,115.6,114.4,114.8,114.8,117.4,117.8,118.6,118.7,119.1,119.5,119.7,119.7,120,120.1,120.3,120.3,120.5,119.8,120,120.1,120.4,120.8,121.4,122.3,122.5,122.6,122.6,122.9,122.8,122.9,123.2,123.3,123.5,123.8,124.5,124.7,125.6,125.5,125.5,125.3,125.2,125.2,125.3,125.9,126,126.2,127.1,127.5,127.8,128.1,128.7,129.8,130.9,131.9,133.6,135.7,136.8,138.2,139.4,140.1,141.2,142.3,143,143.5,144,144.4,144.6,145.1,145.3,145.6,145.9,146.3,146.4,146.6
