"Fruits: Average Production Costs and Returns by Commodity, Item and Year by Commodity, Item and Year"

"Commodity","Item","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Papaya","NET PROFIT- COST RATIO",..,..,0.75,0.21,0.31,0.26,0.10,0.07,0.05,0.13,0.00,-0.11,-0.26,0.11,-0.19,0.18,0.10,0.14,0.49,0.39,0.16,0.12,0.97,0.83,0.61,0.61
"Papaya","Cost per kilogram (pesos)",..,..,5.19,5.40,4.81,4.90,5.09,5.55,6.28,6.86,6.41,6.24,6.44,5.89,6.18,7.06,7.09,7.04,6.57,6.63,7.23,7.16,7.85,8.58,8.98,9.68
"Papaya","Yield per hectare (kg)",..,..,10724,12598,14373,15173,14574,14741,14927,15501,16931,17998,19934,19840,18967,18261,19212,19807,21803,22284,20738,21453,21732,21377,20985,21415
"Papaya","Farmgate price (pesos/kg)",..,..,9.09,6.53,6.28,6.18,5.60,5.92,6.56,7.75,6.44,5.54,4.78,6.54,5.02,8.34,7.79,8.03,9.76,9.25,8.40,8.01,15.45,15.67,14.48,15.60
"Pineapple","CASH COSTS",..,..,36957,35898,35671,36009,34253,43267,41065,46606,44403,42904,54320,47532,46947,54258,59516,58789,60733,62051,64400,66790,94295,99870,100815,107043
"Pineapple","..Seeds/Planting materials",..,..,17558,15564,14682,13598,11908,17458,12034,13219,10848,12336,12664,12336,12664,16019,18289,17861,19829,20460,22630,24017,45839,48211,48867,49245
"Pineapple","..Fertilizer",..,..,5515,6041,6502,7744,7638,9544,12914,16063,15957,12285,21475,15124,13731,16194,17703,16705,15323,14780,13983,14206,14402,15266,14283,18023
"Pineapple","..Pesticides",..,..,2077,1703,1753,1826,1852,1856,1858,1860,1862,1740,1726,1644,1662,1627,1634,1615,1617,1606,1613,1578,1516,1752,1633,1790
"Pineapple","..Other material inputs",..,..,317,284,305,363,358,447,605,752,747,806,1420,988,897,1058,1167,1101,1010,975,922,937,950,1007,942,1189
"Pineapple","..Hired labor",..,..,5749,6776,6846,6849,7067,7421,7738,8189,8533,8870,9673,9988,10242,10703,11411,12032,12856,13809,14251,14476,15813,17095,18043,19099
"Pineapple","..Wages for overseer",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Land tax",..,..,273,276,279,282,285,288,291,294,297,300,303,306,309,312,315,318,321,324,327,331,334,337,341,344
"Pineapple","..Rentals",..,..,2844,2531,2391,2218,1951,2836,1975,2167,1793,2033,2091,2041,2095,2633,2999,2936,3255,3362,3710,3933,7416,7803,7915,7983
"Pineapple","..Water/electric bills",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Fuel and oil",..,..,29,32,37,41,41,45,51,60,65,67,78,72,82,92,98,100,102,93,89,94,101,101,98,104
"Pineapple","..Transport of inputs",..,..,660,704,808,902,911,943,1063,1258,1418,1425,1577,1502,1585,1723,1762,1773,1790,1789,1765,1853,1975,1996,2060,2259
"Pineapple","..Irrigation fee",..,..,152,135,127,118,103,223,154,169,139,158,162,158,162,205,234,229,254,262,290,308,587,617,626,631
"Pineapple","..Interest payment on crop loan",..,..,348,383,421,463,509,560,616,678,746,821,903,993,1092,1201,1321,1453,1598,1758,1934,2127,2340,2574,2831,3114
"Pineapple","..Food expense",..,..,238,249,253,265,271,277,294,313,330,341,387,410,423,440,450,463,496,509,518,534,570,580,596,628
"Pineapple","..Repairs",..,..,1197,1220,1267,1340,1359,1369,1472,1584,1668,1722,1861,1970,2003,2051,2133,2203,2282,2324,2367,2397,2453,2530,2580,2633
"Pineapple","..Landlord's share",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Electric bill",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Others",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","NON-CASH COSTS",..,..,764,678,638,592,519,759,524,574,471,534,548,534,548,692,789,771,855,882,975,1035,1971,2073,2101,2118
"Pineapple","..Seeds paid in kind",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Hired labor paid in kind",..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7
"Pineapple","..Wages for overseer paid in kind",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Rentals paid in kind",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pineapple","..Landlord's share paid in kind",..,..,6,5,5,5,4,6,4,4,3,3,3,3,3,4,5,5,6,6,7,7,13,14,14,14
"Pineapple","..Harvester's share",..,..,6,6,4,4,4,6,4,4,3,3,3,3,3,4,4,4,4,4,4,5,9,10,9,10
"Pineapple","..Lease rental",..,..,747,662,624,578,506,742,511,561,460,523,537,523,537,679,775,757,840,867,959,1018,1942,2043,2071,2087
"Pineapple","IMPUTED COSTS",..,..,10031,10416,8842,9356,8309,9674,9861,10796,10656,10448,12059,11704,11559,12108,12775,12709,13409,14295,14937,15412,18808,21035,21965,23348
"Pineapple","..Operator and family labor",..,..,4000,4482,4525,4527,4674,4908,5118,5416,5644,5867,6398,6606,6774,7080,7728,7548,8064,8662,8925,9066,9903,10706,11300,11961
"Pineapple","..Exchange labor",..,..,214,230,232,232,240,252,262,278,289,301,304,339,347,373,396,387,413,444,457,465,508,549,579,613
"Pineapple","..Depreciation",..,..,346,381,419,461,507,558,614,675,743,817,899,989,1088,1197,1317,1449,1594,1753,1928,2121,2333,2567,2823,3106
"Pineapple","..Interest on operating capital",..,..,4995,4901,3268,3767,2565,3482,3540,4068,3685,3128,4114,3435,3006,3023,2837,2840,2800,2881,3012,3109,4820,5906,5937,6332
"Pineapple","..Rental value of owned land",..,..,476,422,398,369,323,474,327,359,295,335,344,335,344,435,497,485,538,555,614,651,1243,1308,1326,1336
"Pineapple","ALL COSTS",..,..,47752,46992,45151,45957,43081,53700,51450,57976,55530,53886,66927,59770,59054,67058,73080,72269,74997,77228,80311,83236,115074,122977,124881,132509
"Pineapple","GROSS RETURNS",..,..,274733,252199,211243,196670,172077,246518,174019,190395,158309,182676,190399,182764,185996,244062,297410,286485,319682,333467,359281,385388,749686,795057,782978,831844
"Pineapple","RETURNS ABOVE CASH COSTS",..,..,237776,216301,175572,160661,137824,203251,132954,143789,113906,139772,136079,135232,139049,189804,237894,227696,258949,271416,294881,318598,655391,695187,682163,724801
"Pineapple","RETURNS ABOVE CASH & NON-CASH COSTS",..,..,237012,215623,174934,160069,137305,202492,132430,143215,113435,139238,135531,134698,138501,189112,237105,226925,258094,270534,293906,317563,653420,693115,680062,722683
"Pineapple","NET RETURNS",..,..,226981,205207,166092,150713,128996,192818,122569,132419,102779,128790,123472,122994,126942,177004,224330,214216,244685,256239,278970,302152,634612,672080,658097,699335
"Pineapple","NET PROFIT- COST RATIO",..,..,4.75,4.37,3.68,3.28,2.99,3.59,2.38,2.28,1.85,2.39,1.84,2.06,2.15,2.64,3.07,2.96,3.26,3.32,3.47,3.63,5.51,5.47,5.27,5.28
"Pineapple","Cost per kilogram (pesos)",..,..,1.21,1.15,1.24,1.26,1.18,1.51,1.41,1.60,1.51,1.44,1.76,1.60,1.59,1.74,1.78,1.79,1.84,1.88,2.01,2.06,2.79,2.96,3.09,3.11
"Pineapple","Yield per hectare (kg)",..,..,39473,40875,36296,36488,36457,35624,36482,36335,36816,37357,37928,37375,37051,38435,41022,40464,40672,41118,40054,40482,41260,41604,40422,42615
"Pineapple","Farmgate price (pesos/kg)",..,..,6.96,6.17,5.82,5.39,4.72,6.92,4.77,5.24,4.30,4.89,5.02,4.89,5.02,6.35,7.25,7.08,7.86,8.11,8.97,9.52,18.17,19.11,19.37,19.52
"Watermelon","CASH COSTS",..,..,17652,20592,21382,22715,22641,24532,27837,30722,31351,32503,41523,36504,36169,38519,40841,40920,41868,43078,43214,43128,46279,49610,49609,55111
"Watermelon","..Seeds/Planting materials",..,..,586,377,449,544,371,365,521,459,538,570,678,632,602,657,654,645,667,721,773,766,928,941,914,997
"Watermelon","..Fertilizer",..,..,4459,4064,4374,5208,5137,6420,8687,10804,10734,11390,18579,13353,12175,13838,14930,14025,13443,13121,12412,11899,12533,13283,12052,15158
"Watermelon","..Pesticides",..,..,2908,3558,3664,3816,3870,3879,3893,3884,3704,3524,3594,3401,3747,3388,3402,3362,3365,3343,3359,3284,3156,3647,3399,3726
"Watermelon","..Other material inputs",..,..,15,14,15,18,18,22,29,36,36,39,72,52,48,55,59,56,53,52,49,47,50,53,48,60
"Watermelon","..Hired labor",..,..,6566,9602,9694,9697,9970,10469,10917,11552,12039,12513,13647,14091,14449,15100,16099,16975,18137,19483,20106,20422,22309,24117,25456,26945
"Watermelon","..Wages for overseer",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Land tax",..,..,246,248,250,253,256,259,262,265,268,271,274,277,280,283,286,289,292,291,294,297,300,303,306,309
"Watermelon","..Rentals",..,..,1289,1080,1171,1286,1099,1116,1333,1300,1426,1496,1636,1607,1592,1697,1753,1794,1891,2035,2134,2145,2453,2576,2623,2813
"Watermelon","..Water/electric bills",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Fuel and oil",..,..,290,315,368,404,404,444,503,591,643,664,777,717,812,920,979,996,1026,940,900,949,1015,1023,994,1047
"Watermelon","..Transport of inputs",..,..,125,133,153,171,173,179,202,239,269,270,299,285,301,318,325,327,328,327,322,339,361,365,376,413
"Watermelon","..Irrigation fee",..,..,39,25,30,36,25,26,40,35,41,43,51,48,46,50,50,49,51,56,60,59,72,73,70,77
"Watermelon","..Interest payment on crop loan",..,..,110,121,133,146,161,177,195,215,237,261,287,316,348,383,421,463,509,556,612,673,740,814,895,985
"Watermelon","..Food expense",..,..,622,650,660,691,706,722,767,817,863,891,1012,1072,1105,1150,1176,1209,1350,1384,1407,1452,1548,1576,1619,1708
"Watermelon","..Repairs",..,..,397,405,421,445,451,454,488,525,553,571,617,653,664,680,707,730,756,771,785,795,814,840,856,874
"Watermelon","..Landlord's share",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Electric bill",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Others",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","NON-CASH COSTS",..,..,397,285,331,394,283,282,387,349,402,425,494,466,449,488,491,491,511,548,585,582,692,704,693,751
"Watermelon","..Seeds paid in kind",..,..,58,37,44,53,36,35,50,44,52,55,65,61,58,63,63,62,64,70,75,74,90,91,89,97
"Watermelon","..Hired labor paid in kind",..,..,17,42,42,42,43,45,47,50,52,54,55,57,58,61,65,69,74,77,79,81,88,95,100,106
"Watermelon","..Wages for overseer paid in kind",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Rentals paid in kind",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watermelon","..Landlord's share paid in kind",..,..,67,43,51,62,42,41,59,52,61,65,77,72,69,75,75,74,77,82,88,87,105,106,103,113
"Watermelon","..Harvester's share",..,..,17,10,12,16,11,12,18,15,17,18,20,18,18,20,20,22,23,27,29,28,31,29,29,29
"Watermelon","..Lease rental",..,..,238,153,182,221,151,149,213,188,220,233,277,258,246,269,268,264,273,293,315,312,378,383,372,406
"Watermelon","IMPUTED COSTS",..,..,9746,11859,11249,11865,11284,12047,13139,13963,14492,14850,16835,16771,16852,17798,17769,18689,19818,21285,22116,23257,25712,28166,29610,31742
"Watermelon","..Operator and family labor",..,..,5896,7500,7571,7574,7821,8213,8564,9062,9444,9816,10705,11054,11335,12180,12180,12843,13721,14739,15187,16020,17501,18919,19969,21137
"Watermelon","..Exchange labor",..,..,384,437,441,441,456,479,499,528,550,572,624,644,661,710,710,749,800,859,885,934,1020,1103,1164,1232
"Watermelon","..Depreciation",..,..,518,570,627,690,759,835,919,1011,1112,1223,1345,1480,1628,1791,1970,2167,2384,2620,2882,3171,3488,3836,4220,4642
"Watermelon","..Interest on operating capital",..,..,2119,2818,1976,2391,1724,2005,2422,2714,2627,2434,3204,2702,2379,2190,1986,2020,1972,2049,2070,2050,2393,2979,2967,3323
"Watermelon","..Rental value of owned land",..,..,829,534,634,769,524,515,735,648,759,805,957,891,849,927,923,910,941,1018,1092,1083,1311,1329,1291,1408
"Watermelon","ALL COSTS",..,..,27795,32736,32962,34974,34208,36861,41363,45034,46245,47778,58852,53741,53470,56805,59101,60100,62197,64912,65915,66968,72684,78480,79912,87603
"Watermelon","GROSS RETURNS",..,..,156192,91143,107729,140531,98207,103878,157833,132041,149327,162333,183329,160817,161809,180131,179293,197899,204222,236847,256994,252738,273247,255409,256191,259264
"Watermelon","RETURNS ABOVE CASH COSTS",..,..,138540,70551,86347,117816,75566,79346,129996,101319,117976,129830,141806,124313,125640,141612,138452,156979,162354,193769,213780,209610,226968,205800,206583,204153
"Watermelon","RETURNS ABOVE CASH & NON-CASH COSTS",..,..,138143,70266,86016,117422,75283,79064,129609,100970,117574,129405,141312,123847,125191,141124,137961,156488,161843,193220,213195,209028,226276,205095,205890,203402
"Watermelon","NET RETURNS",..,..,128397,58407,74767,105557,63999,67017,116470,87007,103082,114555,124477,107076,108339,123326,120192,137799,142025,171935,191079,185770,200564,176929,176279,171661
"Watermelon","NET PROFIT- COST RATIO",..,..,4.62,1.78,2.27,3.02,1.87,1.82,2.82,1.93,2.23,2.40,2.12,1.99,2.03,2.17,2.03,2.29,2.28,2.65,2.90,2.77,2.76,2.25,2.21,1.96
"Watermelon","Cost per kilogram (pesos)",..,..,1.71,2.22,2.25,2.21,2.11,2.12,2.23,2.56,2.73,2.75,3.56,3.45,3.25,3.39,3.52,3.20,3.32,3.23,3.24,3.32,4.04,4.73,4.66,5.51
"Watermelon","Yield per hectare (kg)",..,..,16270,14748,14677,15790,16179,17400,18525,17582,16969,17399,16531,15568,16444,16772,16772,18776,18736,20089,20316,20155,17989,16596,17137,15896
"Watermelon","Farmgate price (pesos/kg)",..,..,9.60,6.18,7.34,8.90,6.07,5.97,8.52,7.51,8.80,9.33,11.09,10.33,9.84,10.74,10.69,10.54,10.90,11.79,12.65,12.54,15.19,15.39,14.95,16.31
