Crop,Geolocation,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2013 Annual,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2014 Annual,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2015 Annual,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2016 Annual,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2017 Annual,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2018 Annual,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2019 Annual,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2020 Annual,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2021 Annual,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2022 Annual,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual
Banana Saba,..REGION III (CENTRAL LUZON),6719.73,9934.46,5690.43,6783.67,29128.29,6131.09,9387.95,6026.57,7522.65,29068.26,6253.71,9379.03,6935.9,5723.85,28292.49,4087.47,6957.74,5793.96,5860.8,22699.97,4033.65,6520.32,5692.63,6039.0,22285.6,4073.97,6923.12,6036.37,6042.49,23075.95,4693.62,7532.46,6852.08,6804.93,25883.09,6130.59,8005.06,7146.91,6100.07,27382.63,6215.85,6695.63,6158.86,7072.92,26143.26,7457.91,7776.1,6743.17,6769.7,28746.88,6515.67,8410.72,5804.41,7091.66,27822.46
Banana Saba,..REGION IV-A (CALABARZON),7848.04,35461.19,23083.62,11165.86,77558.71,7214.67,33448.37,18236.9,9699.81,68599.75,5253.2,26080.3,20570.84,10719.72,62624.06,6576.18,31858.64,23758.25,11818.55,74011.62,6094.39,32592.74,25078.0,12245.13,76010.27,5862.35,31602.0,25091.32,13488.61,76044.29,6018.17,29003.11,23842.49,13048.36,71912.13,4434.77,27345.22,22419.76,10052.83,64252.58,3555.77,25643.68,19326.47,10691.17,59217.1,4305.53,27882.76,21703.94,10063.9,63956.13,3561.18,25146.38,22292.6,10448.04,61448.2
Banana Saba,..MIMAROPA REGION,21415.64,22612.73,34839.7,20047.37,98915.44,18614.85,20998.52,36591.46,20775.45,96980.28,19989.97,24552.65,38368.55,23031.3,105942.47,14591.04,11825.83,18035.08,17179.26,61631.21,12984.76,9514.32,17507.1,18360.16,58366.34,13610.72,9996.4,20427.59,21099.77,65134.48,13630.98,9713.54,21996.91,21977.63,67319.06,9156.13,6310.93,12992.55,11157.44,39617.05,10671.7,6459.3,14957.05,8405.46,40493.51,8757.3,6030.83,20447.42,7614.35,42849.9,9228.2,7370.47,20054.78,6233.61,42887.07
Banana Saba,..REGION V (BICOL REGION),9691.74,7103.36,13528.17,12873.09,43196.36,9812.07,7277.22,10117.47,11449.85,38656.61,8702.0,7225.04,11378.36,12352.35,39657.75,9014.15,6747.87,11619.95,12721.4,40103.37,7540.29,6327.07,11904.73,12715.86,38487.95,7592.37,7084.46,13204.05,13575.73,41456.61,7447.28,6800.16,13438.09,13970.66,41656.19,5762.86,5577.45,10949.73,11086.74,33376.78,2981.64,4423.81,9598.76,13870.31,30874.52,3293.66,5307.57,12411.13,10210.54,31222.9,2343.89,5494.16,9662.28,10224.66,27724.98
Banana Saba,..REGION VI (WESTERN VISAYAS),72768.09,45455.54,31734.12,53911.97,203869.72,46993.02,34319.92,25964.77,52354.67,159632.38,52906.99,37136.11,27020.78,53524.88,170588.76,51839.33,36328.91,26746.93,55492.09,170407.26,53295.68,37422.84,26992.04,56525.4,174235.96,54719.94,38751.95,27763.31,59185.84,180421.04,54212.12,37503.91,28314.4,62023.98,182054.41,46758.52,33073.29,27605.11,65411.78,172848.7,50930.83,36061.74,30269.6,66811.5,184073.67,50905.45,34985.78,29970.93,65113.68,180975.83,50356.7,37388.96,30688.22,69123.04,187556.92
Banana Saba,..REGION VII (CENTRAL VISAYAS),41481.38,28374.33,29078.34,24242.08,123176.13,40290.51,28831.1,25056.18,29294.5,123472.28,41938.56,27223.45,26133.44,31065.15,126360.6,43179.15,21752.16,24801.72,35703.99,125437.02,45751.02,22954.52,27868.36,37028.36,133602.26,46427.84,23215.73,27938.62,37914.45,135496.64,45278.91,20520.92,25035.95,36653.03,127488.81,47720.1,18576.54,27622.03,40548.75,134467.42,50285.96,19506.42,27688.63,41603.84,139084.85,30362.63,15948.37,23474.3,39981.35,109766.65,40016.39,19639.64,27553.91,42996.23,130206.17
Banana Saba,..REGION VIII (EASTERN VISAYAS),48195.45,43859.97,46452.55,30918.85,169426.82,36465.44,39337.17,41383.5,28391.21,145577.32,41196.89,39624.95,42354.9,30367.95,153544.69,42133.25,37017.34,43088.23,31822.43,154061.25,42362.28,38686.05,45185.68,32504.72,158738.73,41850.37,38923.09,46586.14,33048.51,160408.11,43211.54,37914.44,49627.66,35321.62,166075.26,43228.13,37587.91,45515.09,37788.6,164119.72,45999.43,38914.48,44752.16,39574.34,169240.4,47459.27,37393.26,44067.8,44352.8,173273.13,53315.25,41646.27,48341.29,47076.38,190379.19
Banana Saba,..REGION IX (ZAMBOANGA PENINSULA),20814.33,35280.75,35748.92,47034.31,138878.3,22528.05,38325.23,37948.69,48227.34,147029.31,22438.63,37069.61,43469.45,50194.36,153172.05,21549.72,32562.48,35848.0,48433.82,138394.01,21074.09,33848.02,36868.82,47042.55,138833.48,21085.3,32767.6,37229.05,44339.93,135421.88,19998.87,31271.54,35551.71,42404.04,129226.16,19846.41,29478.5,37249.78,44094.01,130668.7,20352.97,33332.21,37025.69,45498.08,136208.95,21278.44,34668.36,38160.5,45869.4,139976.7,20898.08,36268.68,42628.58,42570.03,142365.37
Banana Saba,..REGION X (NORTHERN MINDANAO),84488.2,66094.87,87266.48,57806.1,295655.65,82256.43,68057.51,90315.55,61815.38,302444.87,82236.96,66600.55,94205.94,61648.54,304691.99,82621.82,62943.0,93739.81,63223.02,302527.65,83036.13,62974.62,93892.14,64106.43,304009.32,84192.46,63544.89,94989.19,64800.23,307526.77,85110.24,62445.59,94817.28,67635.88,310008.99,85373.65,62380.62,95643.72,68969.89,312367.88,86540.11,63818.79,97532.49,70294.98,318186.37,86205.68,67821.13,107500.28,73060.56,334587.65,93064.88,69955.44,105544.0,73700.79,342265.11
Banana Saba,..REGION XI (DAVAO REGION),77706.77,129172.8,134746.35,145807.21,487433.13,89233.82,133828.35,148775.47,150970.77,522808.41,93787.94,134155.98,152109.46,153758.51,533811.89,92841.58,133023.41,151198.13,154372.03,531435.15,92522.61,135132.57,152503.43,158529.15,538687.76,94291.21,141240.79,154199.96,156013.13,545745.09,93143.73,123573.25,150225.2,154481.35,521423.53,93271.48,120064.49,150842.59,156751.06,520929.62,96203.46,122002.92,152798.25,162139.45,533144.08,96421.9,120942.23,154654.01,157741.28,529759.42,95595.37,122614.96,155209.88,154009.4,527429.61
Banana Saba,..REGION XII (SOCCSKSARGEN),90563.06,80760.72,87062.77,98340.88,356727.43,93548.32,82890.4,90819.29,101914.16,369172.17,93896.35,81065.3,91990.22,103898.94,370850.81,76077.92,45655.35,66982.02,107181.41,295896.7,80543.85,66165.34,73019.23,111660.7,331389.12,82110.23,67389.53,73923.79,112749.0,336172.55,75666.46,64882.77,74522.56,115713.57,330785.36,70597.78,61938.66,71220.73,120564.73,324321.9,69860.77,61839.78,70640.71,119640.32,321981.58,64190.01,60993.81,67862.03,111372.16,304418.02,60390.38,58697.65,69757.85,110806.17,299652.06
Banana Saba,..REGION XIII (CARAGA),23070.34,25994.26,27427.7,24533.12,101025.42,21321.69,24440.86,27692.49,26453.63,99908.67,21531.72,24201.49,27094.19,25128.43,97955.83,22785.8,25570.71,29979.68,26813.05,105149.24,22888.06,25469.17,34669.63,27605.27,110632.13,21227.88,26125.83,39304.42,30983.28,117641.41,21276.6,25770.78,37993.88,31277.47,116318.73,22942.76,26811.99,38878.68,32648.81,121282.24,24003.14,27568.05,37685.84,33233.3,122490.33,18339.43,25340.88,35864.17,33175.54,112720.02,18737.54,23371.95,20603.52,31580.7,94293.71
Banana Saba,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),40382.32,43461.0,31877.9,29891.5,145612.73,42750.57,48953.08,34972.4,32492.35,159168.4,43053.0,45326.88,37244.84,39363.91,164988.63,42219.5,44485.6,37561.9,40051.87,164318.87,42225.7,45080.95,39085.34,49956.43,176348.42,42330.6,50614.71,39566.28,49926.0,182437.59,42026.5,51850.44,39764.01,50084.13,183725.08,42187.65,52097.67,40519.3,51512.43,186317.05,42878.08,52925.37,40998.51,52302.3,189104.26,43357.26,53425.71,41241.2,52436.2,190460.37,43214.55,60425.85,41260.3,52922.69,197823.39
Banana Others,PHILIPPINES,28866.94,35935.31,33581.3,37949.36,136332.91,30036.36,33320.89,30163.21,37297.85,130818.31,30616.67,32829.0,31198.08,37212.99,131856.75,29422.26,30335.42,30559.65,37764.74,128082.06,28957.74,31233.83,31182.79,38651.95,130026.31,29589.37,31881.78,31286.18,38823.99,131581.32,28936.23,30944.81,31304.6,39603.69,130789.32,27785.73,29752.66,30770.48,40164.89,128473.76,27976.23,29915.21,31471.44,41854.88,131217.75,27206.2,29653.23,31426.78,42416.86,130703.07,27846.46,32440.89,29104.61,40376.74,129768.69
Banana Others,..CORDILLERA ADMINISTRATIVE REGION (CAR),235.19,186.52,297.14,117.87,836.72,218.15,178.09,321.12,124.24,841.6,234.97,187.89,319.36,114.4,856.62,234.31,189.65,317.65,81.65,823.26,182.8,112.08,311.46,80.25,686.57,203.84,137.66,259.0,58.6,659.1,164.69,78.03,206.19,66.02,514.93,166.06,79.2,222.83,62.48,530.57,191.96,88.7,256.58,77.75,614.99,213.35,98.11,279.15,95.29,685.9,226.79,101.08,261.13,225.71,814.71
Banana Others,..REGION I (ILOCOS REGION),816.56,778.7,1010.81,989.23,3595.3,832.83,795.27,995.14,955.73,3578.97,848.97,792.04,993.91,922.55,3557.48,806.68,745.73,1036.35,889.62,3478.38,791.49,775.17,1095.05,912.36,3574.07,862.78,805.19,1154.73,831.37,3654.07,830.99,804.17,1143.94,847.3,3626.39,856.39,814.3,1177.59,873.7,3721.98,907.89,857.44,1186.54,834.21,3786.07,888.73,835.68,1206.74,849.3,3780.44,921.6,920.77,1051.37,664.48,3558.22
Banana Others,..REGION II (CAGAYAN VALLEY),1063.62,1256.97,666.72,409.49,3396.79,955.25,1156.0,666.83,451.4,3229.48,1005.66,1216.54,694.62,353.37,3270.19,845.68,1177.5,777.1,288.36,3088.63,451.61,964.6,722.86,323.53,2462.6,537.21,1081.9,765.44,191.81,2576.36,363.92,838.52,695.35,196.31,2094.1,444.69,870.66,756.0,206.04,2277.39,448.99,888.93,811.37,204.83,2354.12,473.66,883.34,832.14,216.46,2405.6,617.93,892.01,847.49,194.68,2552.11
Banana Others,..REGION III (CENTRAL LUZON),748.85,996.43,782.4,784.21,3311.89,699.36,880.59,774.75,779.6,3134.3,689.5,851.27,830.65,702.9,3074.32,590.89,762.07,813.56,661.8,2828.32,646.47,781.17,879.15,689.69,2996.48,682.12,791.65,753.44,703.06,2930.27,784.62,799.47,818.75,749.5,3152.34,827.03,814.1,793.59,624.17,3058.89,826.49,749.88,789.55,629.3,2995.22,846.92,789.77,806.75,627.72,3071.16,810.6,851.48,722.96,569.92,2954.96
Banana Others,..REGION IV-A (CALABARZON),363.68,1673.66,1364.44,326.52,3728.3,353.15,1625.61,913.25,169.08,3061.09,184.54,1264.48,1111.33,203.21,2763.56,334.83,1325.85,1136.44,219.91,3017.03,355.14,1345.13,1112.78,234.33,3047.38,440.37,1324.56,1045.14,246.3,3056.38,404.26,1240.93,1046.86,256.75,2948.8,342.31,1118.48,974.73,214.49,2650.01,266.49,1067.57,939.59,225.65,2499.29,404.64,1142.36,1044.95,210.01,2801.96,396.6,1071.46,1084.53,224.31,2776.9
Banana Others,..MIMAROPA REGION,508.33,538.04,607.65,416.72,2070.74,455.42,525.17,590.03,413.62,1984.24,450.35,518.14,571.78,424.69,1964.96,377.47,401.31,351.48,413.37,1543.63,359.79,383.44,335.78,418.52,1497.53,362.34,396.06,353.37,422.96,1534.73,362.99,387.3,391.26,424.88,1566.43,306.56,292.27,306.0,304.6,1209.43,295.3,287.71,313.23,282.94,1179.18,180.72,300.99,327.83,305.58,1115.12,231.73,434.55,360.2,38.63,1065.11
Banana Others,..REGION V (BICOL REGION),2303.68,1899.47,3662.26,2124.25,9989.66,2378.5,1963.88,2627.49,1741.27,8711.14,2073.36,1971.37,2983.7,1913.93,8942.36,1969.51,1843.64,3122.47,2046.44,8982.06,1716.51,1689.57,3152.25,2209.93,8768.26,1814.49,1825.93,3507.78,2262.07,9410.27,1874.93,1730.15,3423.39,2144.52,9172.99,1480.05,1535.89,3073.84,1662.9,7752.68,886.39,1237.16,3091.45,2247.47,7462.47,1220.11,1237.29,3971.84,2043.45,8472.69,1094.18,1322.92,2578.1,1170.86,6166.06
Banana Others,..REGION VI (WESTERN VISAYAS),4666.87,3372.41,1913.03,6963.05,16915.36,3171.68,2285.37,1732.23,7111.87,14301.15,3597.63,2429.94,1743.55,6927.32,14698.44,3415.38,2289.36,1737.0,7096.11,14537.85,3507.22,2416.78,1855.14,7290.72,15069.86,3568.11,2478.99,1914.06,7829.42,15790.58,3279.11,2362.09,1871.13,8213.86,15726.19,3097.32,2105.0,1832.13,8504.02,15538.47,3412.45,2215.94,1928.01,8623.04,16179.44,3459.71,2271.22,1958.8,9059.16,16748.89,3333.81,2504.99,2047.76,8660.02,16546.58
Banana Others,..REGION VII (CENTRAL VISAYAS),1278.26,1161.37,739.35,1295.4,4474.38,1277.81,1160.42,709.2,1356.93,4504.36,1285.81,1134.0,720.47,1349.77,4490.05,1303.22,968.58,662.91,1541.5,4476.21,1418.27,1069.88,710.39,1644.76,4843.3,1443.46,1139.14,683.22,1541.1,4806.92,1349.77,1016.98,584.82,1465.46,4417.02,1449.84,959.34,588.75,1532.89,4530.82,1491.01,954.22,647.64,1526.86,4619.73,617.9,682.87,517.18,1500.28,3318.23,761.85,926.77,562.18,1586.31,3837.11
Banana Others,..REGION VIII (EASTERN VISAYAS),3585.28,6814.39,8026.55,4031.49,22457.72,3028.73,5252.69,5321.36,3597.09,17199.87,3454.08,5217.75,5675.32,3954.62,18301.77,3443.78,4806.02,5643.81,4228.14,18121.75,3465.55,4973.85,5883.73,4289.7,18612.83,3511.26,5011.1,5573.98,4196.42,18292.75,3545.47,5022.77,5679.89,4585.66,18833.78,2871.48,4812.75,5427.51,4946.25,18057.99,2938.87,4892.16,5605.4,5825.48,19261.92,2541.66,4315.53,4905.76,6411.78,18174.73,2981.74,5549.73,5128.03,6770.48,20429.98
Banana Others,..REGION IX (ZAMBOANGA PENINSULA),2655.14,3612.51,2868.99,5589.16,14725.8,2889.16,3707.62,2580.52,5370.17,14547.48,2906.08,3537.27,2675.17,4994.84,14113.35,2667.2,3136.49,2492.52,4883.35,13179.55,2774.6,3297.18,2460.0,4796.78,13328.56,2806.52,3275.6,2466.88,4573.83,13122.83,2690.02,3086.42,2354.01,4661.9,12792.35,2610.71,2967.84,2453.19,4799.75,12831.49,2648.22,3280.03,2622.69,5031.58,13582.52,2799.95,3463.49,2694.93,5194.33,14152.7,3156.17,4156.49,2985.93,4661.29,14959.87
Banana Others,..REGION X (NORTHERN MINDANAO),3054.55,2044.5,3157.01,2367.88,10623.94,3097.12,2073.1,3194.65,2413.39,10778.26,3117.32,2093.14,3208.15,2416.23,10834.84,3105.25,2008.37,3251.65,2429.11,10794.38,3150.51,2055.55,3232.51,2411.84,10850.41,3156.3,2006.65,3224.62,2386.2,10773.77,3184.48,1983.1,3444.99,2418.45,11031.02,3085.53,1868.77,3350.93,2290.31,10595.54,3038.23,1843.58,3347.56,2286.78,10516.15,3094.96,1893.25,2943.2,2207.5,10138.91,2974.79,1858.4,2792.96,2104.26,9730.41
Banana Others,..REGION XI (DAVAO REGION),1326.5,4864.73,1986.39,6761.2,14938.82,4356.63,4992.7,3140.57,6890.42,19380.32,4728.03,5264.0,3138.47,7091.49,20221.99,4614.74,4646.33,3167.19,7165.06,19593.32,4359.88,5109.53,3178.26,7393.26,20040.93,4389.52,5245.4,3261.08,7575.49,20471.49,4456.56,5221.4,3276.65,7590.62,20545.23,4461.04,5026.27,3302.9,7845.74,20635.95,4457.02,4983.37,3269.64,7646.9,20356.94,4363.05,4886.02,3234.22,7412.57,19895.85,4220.13,4735.16,3206.36,7341.8,19503.45
Banana Others,..REGION XII (SOCCSKSARGEN),2714.76,2454.25,2458.34,2589.95,10217.3,2773.5,2413.97,2463.25,2592.21,10242.93,2465.58,2302.9,2451.22,2501.89,9721.59,2289.31,2028.04,2110.77,2532.55,8960.67,2443.87,2111.51,2211.07,2614.95,9381.4,2478.03,2185.33,2341.81,2605.11,9610.28,2383.31,2101.54,2368.27,2512.74,9365.86,2435.68,2060.17,2322.56,2574.94,9393.35,2513.68,2083.88,2393.55,2612.66,9603.77,2528.48,2113.99,2282.57,2463.06,9388.1,2590.75,2146.49,2194.16,2438.22,9369.62
Banana Others,..REGION XIII (CARAGA),706.41,939.47,1211.82,927.45,3785.15,646.17,887.37,1189.31,989.14,3712.0,646.36,870.32,1113.53,976.63,3606.84,639.01,883.07,986.38,967.66,3476.12,637.04,976.13,1065.89,912.48,3591.54,614.31,933.85,1016.85,981.25,3546.26,669.89,1047.43,1059.72,1032.71,3809.75,748.28,1178.04,1269.0,1274.04,4469.36,1068.88,1209.7,1328.27,1335.6,4942.45,955.77,1427.82,1474.76,1347.29,5205.64,935.79,1634.28,314.12,1216.28,4100.47
Banana Others,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),2839.25,3341.9,2828.4,2255.5,11265.05,2902.9,3423.02,2943.5,2341.7,11611.12,2928.44,3177.94,2966.86,2365.16,11438.4,2785.0,3123.4,2952.38,2320.12,11180.9,2697.0,3172.27,2976.48,2428.85,11274.6,2718.73,3242.76,2964.77,2419.0,11345.26,2591.24,3224.52,2939.39,2437.0,11192.15,2602.77,3249.57,2918.93,2448.57,11219.84,2584.36,3274.92,2940.37,2463.84,11263.49,2616.6,3311.5,2945.97,2473.08,11347.15,2592.0,3334.31,2967.33,2509.5,11403.14
Calamansi,PHILIPPINES,19109.11,22310.65,91899.28,30772.02,164091.06,17448.71,22236.89,94522.87,26531.97,160740.43,16951.59,20373.44,97716.49,27634.09,162675.6,15684.91,18491.03,56019.26,28052.48,118247.69,14988.29,18950.79,54694.91,28030.69,116664.68,14857.1,18386.89,53562.81,26745.14,113551.94,14947.87,18018.81,66757.76,26244.15,125968.59,13311.3,14513.57,55471.02,25392.69,108688.58,13103.28,13380.91,60098.75,25543.19,112126.13,12903.1,13693.69,56396.46,24903.1,107896.35,12784.64,14244.27,51352.73,23840.39,102222.03
Calamansi,..CORDILLERA ADMINISTRATIVE REGION (CAR),123.49,90.19,83.14,120.96,417.78,126.17,106.39,84.5,127.53,444.58,136.98,104.3,80.17,123.92,445.37,134.4,108.99,81.55,110.52,435.46,129.56,108.06,89.18,113.88,440.68,131.63,118.2,83.12,104.55,437.5,131.2,118.37,81.65,113.61,444.83,143.43,115.39,92.98,115.02,466.82,171.97,111.62,93.93,123.08,500.6,193.76,114.77,100.23,129.26,538.02,195.93,114.94,83.42,116.7,510.99
Calamansi,..REGION I (ILOCOS REGION),686.37,882.1,960.52,908.04,3437.02,670.77,888.12,963.24,886.54,3408.67,646.94,884.02,974.03,927.09,3432.09,624.55,886.65,1015.51,890.4,3417.11,632.78,889.0,1047.5,888.07,3457.35,613.53,849.96,1056.13,832.76,3352.38,596.2,833.33,1077.45,857.65,3364.63,614.35,854.66,1107.89,883.37,3460.26,600.45,871.87,1137.67,898.59,3508.58,590.65,894.31,1157.99,952.07,3595.02,602.64,925.33,546.79,876.08,2950.84
Calamansi,..REGION II (CAGAYAN VALLEY),679.63,1789.44,2169.54,2448.37,7086.98,639.72,1659.77,1751.31,2577.61,6628.41,666.81,1796.67,1852.33,2686.23,7002.04,650.17,1752.03,2005.69,2274.26,6682.14,581.46,1565.24,1816.5,2443.76,6406.96,583.14,1587.47,1741.14,1258.87,5170.62,472.18,1461.18,1576.84,1345.29,4855.49,556.11,1492.31,1475.57,1109.07,4633.07,606.76,1346.49,1456.87,1236.24,4646.36,628.21,1487.45,1560.53,1255.54,4931.73,570.78,1642.9,1493.64,1229.03,4936.35
Calamansi,..REGION III (CENTRAL LUZON),2569.58,2248.85,2628.84,2949.11,10396.38,2590.1,2280.7,2709.63,3136.69,10717.12,2665.41,2278.48,2803.17,3018.12,10765.18,2250.78,2106.0,2887.79,2934.42,10178.99,2136.07,2148.34,3098.05,2912.05,10294.51,1907.73,2055.89,2985.6,3030.7,9979.92,1935.63,1969.47,3212.26,3155.6,10272.95,2034.64,2136.12,3190.02,3163.57,10524.35,2130.6,1990.36,3203.67,3070.36,10394.99,2038.35,1797.48,3054.49,2935.05,9825.37,1879.81,1739.13,3051.48,3108.25,9778.67
Calamansi,..REGION IV-A (CALABARZON),3065.19,512.28,6761.77,3516.09,13855.33,3013.91,458.85,5947.65,3005.98,12426.39,2845.09,413.91,6099.51,3695.32,13053.83,2760.5,394.86,5810.94,4079.32,13045.61,2352.79,402.37,6060.04,4245.87,13061.07,2699.04,339.32,5891.09,4483.44,13412.89,2956.56,331.5,5781.06,3962.44,13031.56,2412.86,285.39,5982.66,2813.76,11494.67,2410.64,279.43,5840.43,3067.05,11597.55,2380.79,267.97,6354.02,2527.97,11530.75,2404.55,232.47,1925.7,2570.46,7133.18
Calamansi,..MIMAROPA REGION,4955.01,9477.71,66619.66,7695.13,88747.51,3219.59,9359.96,69845.62,1324.55,83749.72,2928.47,7913.08,72082.81,1287.57,84211.93,2594.25,7233.17,31301.72,1186.01,42315.15,2535.19,6881.66,29146.2,1181.84,39744.89,2421.3,6905.68,28624.93,1201.91,39153.82,2481.13,7005.78,42125.29,1201.45,52813.65,1151.34,3137.2,30433.97,669.84,35392.35,593.61,2070.37,35482.55,679.36,38825.89,622.51,2446.28,31433.17,667.53,35169.49,633.16,2600.75,31270.41,1314.07,35818.39
Calamansi,..REGION V (BICOL REGION),285.0,221.9,953.28,651.76,2111.94,279.32,218.51,759.27,588.15,1845.24,267.34,200.75,765.62,591.79,1825.5,244.16,180.62,839.38,660.89,1925.04,224.69,184.48,855.43,640.3,1904.9,205.88,186.14,778.73,796.21,1966.96,195.52,183.86,844.58,817.16,2041.13,172.08,170.05,928.74,1125.08,2395.95,143.67,158.96,684.86,1761.34,2748.83,162.06,148.83,896.03,2145.38,3352.3,148.24,165.42,689.45,346.97,1350.08
Calamansi,..REGION VI (WESTERN VISAYAS),1434.54,635.2,954.9,2265.28,5289.92,1423.42,636.04,826.3,2150.92,5036.68,1237.52,587.59,842.03,1992.33,4659.47,1155.77,543.98,862.63,1782.61,4344.99,1218.47,536.85,906.32,1664.31,4325.95,1226.84,553.09,947.41,1665.21,4392.55,1152.02,534.94,881.69,1564.83,4133.48,1201.29,529.15,856.48,1782.8,4369.72,1262.43,617.07,940.11,1652.14,4471.74,1174.34,596.7,1032.97,1293.91,4097.92,1253.01,674.79,944.24,1250.53,4122.56
Calamansi,..REGION VII (CENTRAL VISAYAS),194.02,352.98,376.64,168.97,1092.61,190.71,348.08,402.34,189.4,1130.53,194.0,341.95,444.45,194.27,1174.67,172.41,286.13,531.9,194.92,1185.36,178.09,307.92,500.39,177.24,1163.64,164.58,319.91,498.1,168.5,1151.09,158.98,309.88,456.9,171.29,1097.05,171.72,286.52,419.85,187.18,1065.27,189.2,277.89,365.56,163.98,996.63,127.06,208.09,328.86,186.59,850.6,172.75,275.05,354.88,177.99,980.67
Calamansi,..REGION VIII (EASTERN VISAYAS),585.61,183.62,1041.59,413.36,2224.18,282.32,105.05,540.73,354.42,1282.52,342.16,110.82,643.65,406.38,1503.01,439.66,149.96,665.83,428.06,1683.51,448.51,158.25,694.29,444.13,1745.18,417.37,161.31,724.81,447.44,1750.93,487.71,132.76,741.61,468.32,1830.4,401.04,246.76,809.82,470.2,1927.82,423.65,253.79,828.12,484.7,1990.26,397.74,244.0,771.25,498.02,1911.0,396.8,219.89,816.82,540.45,1973.95
Calamansi,..REGION IX (ZAMBOANGA PENINSULA),459.63,2289.97,2507.71,1731.39,6988.7,668.88,2324.43,3464.16,3777.16,10234.63,660.32,1966.1,3514.44,3853.83,9994.69,619.39,1814.42,3576.8,4011.72,10022.34,600.14,2870.27,3606.22,3785.93,10862.56,576.4,2462.19,3270.89,3531.25,9840.73,570.93,2382.94,2933.47,3460.48,9347.82,667.22,2573.87,3044.03,3602.7,9887.82,689.07,2692.12,2919.0,3378.48,9678.67,767.6,2764.65,2733.06,3795.27,10060.58,733.54,3001.23,2987.44,3900.04,10622.25
Calamansi,..REGION X (NORTHERN MINDANAO),198.82,302.28,464.55,375.66,1341.31,306.77,538.52,690.0,505.79,2041.08,347.73,539.03,732.9,507.0,2126.66,343.2,509.2,824.83,533.96,2211.19,367.88,506.32,851.7,550.96,2276.86,331.42,489.08,936.75,549.05,2306.3,323.44,484.69,995.13,546.45,2349.71,322.96,464.06,1031.97,552.9,2371.89,361.45,495.89,1058.94,555.11,2471.39,362.31,492.45,1125.6,567.86,2548.22,339.96,426.56,1138.21,581.11,2485.84
Calamansi,..REGION XI (DAVAO REGION),1751.28,1640.71,2579.8,2163.94,8135.73,1839.48,1587.24,2561.13,2297.93,8285.78,1879.26,1560.18,2636.03,2315.97,8391.44,1816.93,1496.83,2716.69,2413.61,8444.06,1653.75,1479.15,2712.52,2467.75,8313.17,1628.35,1440.19,2691.71,2480.0,8240.24,1617.0,1405.61,2727.19,2409.37,8159.17,1646.07,1416.76,2699.84,2419.76,8182.44,1733.42,1403.18,2648.56,2456.46,8241.62,1678.83,1437.51,2617.23,2363.37,8096.94,1684.66,1422.22,2611.1,2382.61,8100.59
Calamansi,..REGION XII (SOCCSKSARGEN),1444.36,1173.02,2534.25,2213.36,7364.99,1503.42,1206.82,2608.36,2260.59,7579.19,1436.1,1165.25,2454.67,2314.23,7370.25,1167.67,434.87,1088.46,2318.49,5009.49,1320.63,485.29,1270.91,2375.2,5452.03,1288.3,503.91,1303.17,2237.34,5332.72,1198.5,479.7,1315.81,2013.22,5007.23,1142.85,431.19,1331.13,1901.21,4806.38,1150.24,427.26,1364.13,1916.42,4858.05,1192.47,431.8,1224.14,1597.68,4446.09,1181.57,458.5,1305.93,1428.91,4374.91
Calamansi,..REGION XIII (CARAGA),442.54,368.23,755.95,2627.36,4194.08,447.52,367.35,793.93,2812.16,4420.97,451.89,364.09,884.22,3278.26,4978.47,474.47,453.03,901.76,3785.84,5615.1,362.59,277.29,937.68,3618.15,5195.7,417.19,256.58,898.81,3424.0,4996.58,425.28,228.23,842.3,3587.15,5082.96,424.2,218.06,868.11,4013.94,5524.31,384.71,222.23,848.68,3508.27,4963.89,330.5,196.02,763.43,3387.56,4677.51,330.98,186.76,840.74,3407.86,4766.34
