# Volume of Rice and Corn Quarterly, in metric tons, read this using read_csv_to_df

Commodity,Geolocation,1987 Q1,1987 Q2,1987 Q3,1987 Q4,1988 Q1,1988 Q2,1988 Q3,1988 Q4,1989 Q1,1989 Q2,1989 Q3,1989 Q4,1990 Q1,1990 Q2,1990 Q3,1990 Q4,1991 Q1,1991 Q2,1991 Q3,1991 Q4,1992 Q1,1992 Q2,1992 Q3,1992 Q4,1993 Q1,1993 Q2,1993 Q3,1993 Q4,1994 Q1,1994 Q2,1994 Q3,1994 Q4,1995 Q1,1995 Q2,1995 Q3,1995 Q4,1996 Q1,1996 Q2,1996 Q3,1996 Q4,1997 Q1,1997 Q2,1997 Q3,1997 Q4,1998 Q1,1998 Q2,1998 Q3,1998 Q4,1999 Q1,1999 Q2,1999 Q3,1999 Q4,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4
Palay,....Ilocos Sur,7610.00,180.00,587.00,43252.00,8736.00,0.00,1737.00,69560.00,7913.00,564.00,1757.00,58218.00,9272.00,288.00,7417.00,65418.00,10644.00,0.00,1236.00,61506.00,10146.00,0.00,595.00,49892.00,16266.00,22.00,170.00,68850.00,16125.00,625.00,5796.00,96984.00,11208.00,2530.00,6614.00,93792.00,10580.00,3360.00,5502.00,105748.00,10920.00,3200.00,4105.00,102485.00,8892.00,1894.00,5825.00,95377.00,14041.00,1877.00,6648.00,107523.00,14800.00,2411.00,6320.00,128581.00,16297.00,2861.00,11075.00,118102.00,14968.00,1798.00,7042.00,118632.00,7047.00,315.00,7875.00,141697.00,13511.00,1575.00,11584.00,128992.00,12525.00,963.00,17802.00,141166.00,14550.00,1011.00,20748.00,159759.00,15000.00,1250.00,18066.00,163178.00,16328.00,792.00,15583.00,169944.00,17062.00,1574.00,29352.00,120040.00,17297.00,833.00,13675.00,151377.00,17528.00,1255.00,15627.00,156742.00,19279.00,765.00,21277.00,167059.00,19305.00,1886.00,14535.00,173576.00,21092.00,2210.00,14730.00,167270.00,21274.00,2909.00,14114.00,172578.00,24189.00,1935.00,21249.00,162346.00,23663.00,3999.00,20853.00,181713.00,25274.00,5848.00,21730.00,149140.00,29530.00,6658.00,30885.00,181053.37,28057.00,9008.00,35609.00,176497.00,27517.00,12642.00,28852.00,175623.00,22999.00,9392.83,34786.00,177236.00,20990.00,10065.00,30732.76,184288.00
Palay,....La Union,8010.00,12120.00,192.00,40375.00,8183.00,8358.00,433.00,62806.00,10823.00,7145.00,759.00,59700.00,9620.00,11202.00,719.00,62897.00,7882.00,8717.00,250.00,57213.00,6263.00,1765.00,1048.00,56943.00,10843.00,6336.00,2600.00,65507.00,10808.00,7720.00,2729.00,74455.00,8019.00,3690.00,1250.00,74017.00,9720.00,9675.00,2404.00,60154.00,17225.00,5376.00,4110.00,71367.00,16391.00,2176.00,3721.00,75823.00,23908.00,3993.00,5445.00,67314.00,18804.00,11538.00,5708.00,76119.00,19957.00,11799.00,4926.00,83354.00,17624.00,9763.00,4441.00,83106.00,16042.00,4026.00,5788.00,84352.00,19076.00,5792.00,6296.00,86021.00,18900.00,5751.00,7014.00,89905.00,20060.00,6956.00,9921.00,105171.00,20350.00,8670.00,11649.00,110191.00,22106.00,8509.00,17278.00,113816.00,24217.00,8962.00,17898.00,73920.00,11876.00,7311.00,20531.00,92839.00,22234.00,4979.00,17130.00,102323.00,25885.00,4972.00,14728.00,110438.00,15589.00,5219.00,10756.00,125711.00,19007.00,12544.00,6894.00,130440.00,24609.00,10041.00,10347.00,127003.00,22244.00,10087.00,13479.00,129544.00,27459.00,10548.00,11426.00,137582.00,28776.00,8615.00,14552.00,107507.52,23255.00,10303.00,11257.00,124239.00,30330.00,9882.00,12948.00,122957.00,25343.00,9602.00,12591.00,110345.00,26635.00,10105.93,15276.10,119259.50,26796.00,9633.89,14143.30,123318.35
Palay,....Pangasinan,65807.00,27498.00,5127.00,406530.00,71417.00,19591.00,12349.00,467927.00,71138.00,19232.00,17645.00,439865.00,73174.00,12759.00,15594.00,483590.00,83170.00,10893.00,6556.00,536568.00,59641.00,21012.00,4494.00,520998.00,52025.00,28465.00,1950.00,486767.00,66330.00,36159.00,8411.00,469019.00,60600.00,42074.00,18119.00,434640.00,100307.00,40278.00,32452.00,461890.00,121174.00,33404.00,37366.00,494624.00,91702.00,20859.00,22536.00,347754.00,138209.00,32421.00,52459.00,442711.00,114245.00,47952.00,47855.00,510069.00,124503.00,50634.00,51309.00,515710.00,112502.00,38102.00,27842.00,560374.00,126200.00,41619.00,39861.00,592758.00,133666.00,45727.00,42551.00,587296.00,132818.00,52038.00,49626.00,601392.00,137785.00,56316.00,51026.00,731071.00,115767.00,77623.00,33786.00,783939.00,130842.00,82256.00,45291.00,768900.00,151798.00,93014.00,48879.00,508417.00,184587.00,83576.00,47243.00,625294.00,188196.00,98140.00,35436.00,636498.00,217453.00,109044.00,65025.00,666058.00,216546.00,106601.00,58478.00,683411.00,221302.00,116191.00,69147.00,707085.00,228872.00,113872.00,37705.00,700708.00,226757.00,105307.00,80506.00,697995.00,233143.00,123083.00,102239.00,666600.00,227883.00,120589.00,85641.00,642926.00,229460.00,115714.00,95857.00,663361.00,224067.00,117967.00,90157.00,703188.00,231424.00,127808.00,88818.00,714586.00,236457.00,128583.00,90150.00,763743.00,230899.00,124475.00,99537.42,776726.63
Palay,..REGION II (CAGAYAN VALLEY),352663.00,191847.00,82424.00,369672.00,397652.00,187166.00,147252.00,359237.00,373013.00,191946.00,150440.00,379470.00,318878.00,216124.00,103778.00,525978.00,324843.00,245570.00,112023.00,351179.00,417728.00,155977.00,48260.00,466715.00,214510.00,287591.00,67058.00,322519.00,285016.00,358640.00,224948.00,368655.00,345379.00,289513.00,211221.00,503145.00,333327.00,444458.00,237652.00,425906.00,403860.00,415504.00,262404.00,462960.00,460357.00,178339.00,158064.00,312612.00,564330.00,457792.00,273035.00,413652.00,478300.00,551430.00,270180.00,485227.00,422635.00,617152.00,262229.00,508180.00,477061.00,598478.00,136867.00,495169.00,537266.00,396031.00,137353.00,595834.00,593284.00,456120.00,295945.00,546962.00,530925.00,471914.00,193588.00,652422.00,586129.00,547558.00,400463.00,419605.00,606406.00,562518.00,423691.00,432630.00,509537.00,656993.00,524206.00,389504.00,551589.00,664753.00,379857.00,480837.00,369221.00,561778.00,222781.00,591942.00,629386.00,594436.00,260117.00,660827.00,463414.00,799032.17,491803.08,671287.22,719343.00,545959.61,330604.72,827293.00,610754.95,686212.00,355766.87,862200.35,647864.90,738604.55,204304.83,898873.00,580077.00,793667.80,256680.00,702229.24,594732.00,889086.36,302424.95,870735.20,725223.04,754205.42,176335.58,724007.38,620624.47,743720.38,329044.15,951313.34,594650.96,810645.00,336782.25,903698.57,630692.56,956501.24,390903.64,931853.04,616317.18,945212.86,426860.31,939775.35,657635.99,945334.49,476343.22,946773.92
Palay,....Batanes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.17,60.08,33.22,0.00,5.61,7.72,0.00,2.95,7.00,2.87,73.35,2.90,2.55,11.83,56.00,0.00,3.80,5.00,4.24,0.00,4.36,22.95,46.20,0.00,3.42,27.58,39.42,0.00,1.70,23.43,49.44,0.00,0.00,25.00,59.00,0.00,1.60,4.27,14.44,0.00,2.20,22.89,36.33,0.00,3.82,36.15,40.30
Palay,....Cagayan,85035.00,62780.00,19800.00,65790.00,124501.00,45451.00,24204.00,85997.00,117137.00,43666.00,25282.00,64539.00,81759.00,41985.00,29358.00,65556.00,64700.00,45949.00,15578.00,59930.00,56855.00,43733.00,14789.00,58465.00,55388.00,33304.00,27446.00,36587.00,99972.00,93997.00,37368.00,113344.00,80826.00,90059.00,58066.00,120052.00,88934.00,149976.00,50926.00,85619.00,99057.00,163098.00,95514.00,81893.00,136757.00,57578.00,64687.00,87211.00,111743.00,168332.00,88417.00,88845.00,136097.00,188437.00,74766.00,114300.00,132726.00,171475.00,77837.00,131953.00,119575.00,177364.00,51217.00,158880.00,108962.00,154103.00,48032.00,171787.00,138465.00,206250.00,45238.00,181247.00,110371.00,212978.00,56099.00,112358.00,147966.00,275538.00,59172.00,206243.00,151359.00,305437.00,53736.00,192029.00,159114.00,289118.00,98825.00,160115.00,175338.00,292349.00,114462.00,99164.00,135911.00,259074.00,88633.00,132703.00,196750.00,274221.00,103811.00,209840.00,144996.00,343352.00,151721.00,235652.00,230568.00,264893.00,124293.00,209983.00,196040.00,295183.00,23852.00,380505.00,204460.00,336019.00,42960.00,300895.00,164452.00,360431.00,56673.00,182747.00,170842.00,441377.00,86676.00,307225.00,214630.00,390838.00,35438.00,192035.00,156836.00,350300.00,95997.32,302460.55,165667.00,355406.00,130126.00,270564.00,190584.00,407359.00,115505.00,338173.00,231715.00,377297.00,127742.78,331743.50,232620.00,392651.00,155271.00,346599.50
Palay,....Isabela,224308.00,94347.00,33686.00,267937.00,228019.00,96396.00,85966.00,244942.00,215929.00,98718.00,86363.00,277727.00,201163.00,131905.00,37034.00,411583.00,223810.00,148392.00,73293.00,249319.00,333776.00,69256.00,2430.00,354756.00,121798.00,214608.00,2973.00,243957.00,144892.00,219247.00,141453.00,196335.00,206098.00,165539.00,110362.00,317788.00,189334.00,256742.00,139412.00,285061.00,260006.00,205235.00,122011.00,320213.00,280057.00,87927.00,40368.00,175288.00,372159.00,244424.00,135708.00,266999.00,272022.00,312987.00,138082.00,311206.00,220958.00,389394.00,122843.00,315263.00,294266.00,369978.00,28813.00,261528.00,359193.00,195300.00,40153.00,343759.00,377578.00,193060.00,197126.00,294215.00,366578.00,186537.00,78908.00,457358.00,366158.00,201930.00,278640.00,141032.00,383157.00,186452.00,304234.00,163074.00,272001.00,296920.00,356167.00,138787.00,309705.00,282556.00,198753.00,293797.00,180276.00,242500.00,72254.00,370809.00,364104.00,234800.00,96083.00,373288.00,254489.00,359961.00,274407.00,327678.00,397403.00,202897.00,137286.00,512287.00,325964.00,313633.00,272882.00,365144.00,365176.00,303139.00,95626.00,492449.00,328940.00,339656.00,127584.00,416545.00,329517.00,362351.00,143235.00,450582.00,419601.04,284199.00,72576.00,412207.96,383791.58,307555.68,169049.40,508652.85,331381.26,370381.00,143435.25,514358.13,329970.56,428269.24,217342.37,450325.00,304437.48,439917.72,246276.00,467119.00,354774.68,405664.20,260953.12,457798.06
Palay,....Nueva Vizcaya,29665.00,22850.00,26120.00,22595.00,32764.00,32773.00,32532.00,19568.00,25582.00,37638.00,34126.00,19712.00,24612.00,33133.00,36499.00,19269.00,20239.00,38452.00,22530.00,25105.00,14473.00,38084.00,30463.00,29845.00,22149.00,31512.00,36579.00,24618.00,24011.00,33265.00,45524.00,39274.00,39321.00,29518.00,41767.00,44534.00,35595.00,29548.00,46272.00,35233.00,33163.00,35401.00,43362.00,39485.00,29919.00,31500.00,51275.00,31389.00,50376.00,41500.00,45366.00,35266.00,47062.00,43687.00,52820.00,39157.00,47195.00,47268.00,54015.00,43038.00,43137.00,41818.00,55781.00,51765.00,51506.00,42273.00,48180.00,56932.00,51507.00,48070.00,51181.00,50639.00,44083.00,48700.00,55398.00,59176.00,54845.00,53550.00,56436.00,56570.00,51033.00,57123.00,57646.00,62320.00,56737.00,54787.00,58216.00,63206.00,53422.00,59648.00,58548.00,59666.00,39032.00,48181.00,59556.00,53803.00,55614.00,55949.00,58669.00,48214.00,52452.00,63152.00,59190.00,67162.00,56567.00,67360.00,59661.00,70167.00,55676.00,66057.00,58700.00,72463.00,61261.00,71423.00,60810.00,75626.00,55932.00,78046.00,66113.00,69733.00,71041.00,62025.00,64267.00,76184.00,65765.00,54468.00,66005.00,83832.00,66138.00,54289.00,59907.00,89666.50,70290.00,58063.00,58056.00,67446.78,86649.00,77811.40,53043.00,90674.00,60760.00,88154.00,47194.50,88768.63,44927.11,110562.00,47882.29,95275.37
Palay,....Quirino,13655.00,11870.00,2818.00,13350.00,12368.00,12546.00,4550.00,8730.00,14365.00,11924.00,4669.00,17492.00,11344.00,9101.00,887.00,29570.00,16094.00,12777.00,622.00,16825.00,12624.00,4904.00,578.00,23649.00,15175.00,8167.00,60.00,17357.00,16141.00,12131.00,603.00,19702.00,19134.00,4397.00,1026.00,20771.00,19464.00,8192.00,1042.00,19993.00,11634.00,11770.00,1517.00,21369.00,13624.00,1334.00,1734.00,18724.00,30052.00,3536.00,3544.00,22542.00,23119.00,6319.00,4512.00,20564.00,21756.00,9015.00,7534.00,17926.00,20083.00,9318.00,1056.00,22996.00,17605.00,4355.00,988.00,23356.00,25734.00,8740.00,2400.00,20861.00,9893.00,23699.00,3183.00,23530.00,17160.00,16540.00,6215.00,15760.00,20857.00,13506.00,8075.00,15207.00,21685.00,16168.00,10998.00,27396.00,13124.00,30200.00,8094.00,28210.00,14002.00,12023.00,2338.00,34627.00,12918.00,29466.00,1554.00,29485.00,11477.00,32557.00,6425.00,40762.00,34805.00,10804.00,9357.00,34856.00,33072.00,11332.00,330.00,44015.00,16965.00,28021.00,4897.00,29847.00,30753.00,15531.00,6305.00,33200.00,23332.00,23329.00,8224.00,36698.00,25227.00,24697.00,2289.00,35893.00,13858.89,31574.00,4067.00,50484.00,27312.70,26795.00,5140.00,51270.66,23489.00,43060.00,5009.00,52666.60,19404.70,39841.94,5624.14,52107.89,25314.20,36453.47,12200.66,47060.69
Palay,..REGION III (CENTRAL LUZON),258444.00,382841.00,37830.00,890076.00,280792.00,264656.00,47763.00,714915.00,312385.00,397277.00,78443.00,930297.00,289633.00,400481.00,74329.00,1199476.00,339425.00,452721.00,37585.00,966928.00,276595.00,398501.00,43472.00,1069691.00,291107.00,446866.00,46290.00,876160.00,242922.00,615072.00,73286.00,1009769.00,231617.00,583934.00,51295.00,955243.00,265000.00,602238.00,114450.00,969465.00,292955.00,600448.00,82155.00,1098032.00,298061.00,315445.00,74029.00,682725.00,374829.00,478277.00,123686.00,935943.00,330603.00,608269.00,111094.00,910266.00,286097.00,654126.00,98006.00,1135608.00,331507.00,603363.00,64139.00,1241370.00,339587.00,656313.00,96883.00,1302678.00,459723.00,598246.00,98445.00,1310027.00,464598.00,646760.00,139908.00,1294587.00,450685.00,654115.00,128311.00,1444522.00,507797.00,733076.00,120996.00,1580244.00,543131.00,774543.00,184343.00,1512330.00,588960.00,850277.00,206464.00,1159766.00,594280.00,870165.00,198345.00,1295625.00,572958.00,903162.00,171334.00,968629.00,628879.00,945159.00,211306.00,1435263.00,669376.00,1021668.00,284495.00,1433929.00,711732.00,1142427.00,203749.00,1707242.00,731122.00,1148675.00,154514.00,1269999.00,641215.00,1162547.12,206612.00,1332509.00,674222.00,1119454.00,287696.00,1553435.00,679557.00,1128907.00,274843.11,1531808.01,729873.17,1128372.64,346714.33,1525220.19,663357.67,1102721.33,352101.91,1516966.68,699043.50,1041690.87,400980.15,1599496.01,772855.28,1134887.14,333192.57,1375777.40,867083.86,1092152.05,390766.27,1288429.09
Palay,....Aurora,6505.00,10835.00,2776.00,8840.00,9679.00,12768.00,4110.00,10734.00,11171.00,5299.00,9049.00,7933.00,19893.00,5928.00,6566.00,20602.00,19715.00,6471.00,9974.00,12008.00,23317.00,7871.00,9178.00,11957.00,21704.00,9936.00,7208.00,17233.00,16420.00,9014.00,13700.00,15163.00,22088.00,13546.00,14265.00,14765.00,19572.00,14169.00,13698.00,15630.00,19507.00,13108.00,15203.00,16895.00,20892.00,13049.00,12885.00,14275.00,20638.00,18264.00,11332.00,19847.00,22938.00,18482.00,11399.00,18999.00,23095.00,18819.00,11230.00,19800.00,22305.00,18768.00,11370.00,20974.00,25157.00,19048.00,11700.00,21825.00,25690.00,20458.00,12417.00,19090.00,24623.00,20889.00,13492.00,22380.00,25078.00,19933.00,16142.00,19601.00,25190.00,24022.00,16926.00,22179.00,23315.00,23155.00,20574.00,22665.00,24695.00,24031.00,18728.00,22534.00,25282.00,23119.00,20069.00,16524.00,24180.00,23187.00,18508.00,19558.00,21837.00,25380.00,21585.00,21989.00,24165.00,28335.00,17690.00,17710.00,30590.00,29465.00,16032.00,18698.00,33680.00,30847.00,12759.00,9685.00,19801.00,29846.00,16541.00,10852.00,22937.00,36678.00,28186.00,12378.00,18268.00,40413.00,25219.00,20787.00,27802.24,30122.00,16771.82,28705.95,21859.00,27610.00,21789.00,19171.00,23199.00,37324.00,28972.00,25873.00,26456.00,34441.00,18140.00,27173.00,16951.00,38134.00,15321.12,29896.00
Palay,....Bataan,18674.00,10176.00,0.00,38700.00,17659.00,10689.00,0.00,29020.00,3617.00,29338.00,11060.00,15590.00,11953.00,23073.00,10876.00,17168.00,12098.00,21535.00,4969.00,15718.00,10874.00,23884.00,10306.00,19660.00,11646.00,23932.00,10895.00,18283.00,9855.00,31014.00,10140.00,23792.00,13455.00,29250.00,11711.00,24416.00,11793.00,37040.00,17472.00,43712.00,18450.00,38220.00,12180.00,36000.00,18090.00,29509.00,12661.00,30235.00,23027.00,26702.00,11778.00,32182.00,20140.00,28085.00,5998.00,25847.00,26789.00,30516.00,9231.00,37004.00,22035.00,30607.00,9357.00,40503.00,31794.00,22618.00,15054.00,44390.00,35151.00,19256.00,15792.00,43940.00,35948.00,23679.00,19641.00,45506.00,39861.00,25858.00,21013.00,42614.00,41483.00,26100.00,21192.00,43068.00,40243.00,28506.00,19615.00,47894.00,39896.00,31707.00,19113.00,35164.00,47140.00,24446.00,21341.00,38683.00,51179.00,23513.00,15294.00,33525.00,53214.00,26488.00,10901.00,44357.00,57991.00,27110.00,16735.00,38231.00,58338.00,27683.00,20429.00,48606.00,58709.00,27488.00,19306.00,46107.00,46411.00,18788.00,14906.00,42288.00,53689.00,18240.00,12436.00,51904.00,47999.00,20744.00,13627.24,48120.00,32089.00,28163.88,9958.00,46753.00,40641.00,28314.00,10209.00,45979.00,42595.55,25234.50,7117.00,42196.00,42838.00,29079.31,3144.15,40341.00,41789.84,26331.95,2114.10,38959.41
Palay,....Bulacan,84988.00,22222.00,5434.00,195463.00,57878.00,35808.00,13478.00,176089.00,58191.00,46844.00,5982.00,231466.00,49292.00,24461.00,14777.00,237405.00,67630.00,53333.00,4712.00,185508.00,67395.00,47433.00,1105.00,188130.00,47725.00,55675.00,5761.00,141453.00,43841.00,60658.00,18016.00,145690.00,37885.00,48055.00,3272.00,138510.00,50030.00,50865.00,24531.00,125869.00,53945.00,44255.00,15460.00,164744.00,12626.00,153.00,427.00,106068.00,60937.00,58982.00,18165.00,121710.00,72380.00,30560.00,9440.00,126921.00,61562.00,47712.00,3127.00,167697.00,80946.00,37700.00,1815.00,188480.00,49575.00,45310.00,12835.00,166713.00,57855.00,49739.00,10008.00,175008.00,62100.00,55030.00,18426.00,170798.00,83656.00,39996.00,7901.00,176949.00,69564.00,41233.00,3200.00,190852.00,81568.00,52304.00,20372.00,198857.00,99568.00,41647.00,23069.00,135993.00,88382.00,44847.00,8889.00,156258.00,70405.00,60280.00,16727.00,80195.00,91702.00,70631.00,9343.00,179631.00,99814.00,82561.00,22283.00,162269.00,101620.00,76749.00,10763.00,182978.00,99370.00,76410.00,16795.00,158862.00,95642.00,81699.00,18474.00,164422.00,97692.00,83292.00,22146.00,174958.00,100559.00,78976.00,17099.00,169055.00,85461.34,94648.45,14029.37,174518.99,90833.12,87566.58,19780.71,163073.41,88713.00,90090.85,33226.39,175668.80,100600.00,91250.00,34666.52,175899.00,95006.32,96623.00,31000.00,152023.00
Palay,....Nueva Ecija,28715.00,292035.00,2523.00,354571.00,55669.00,171502.00,8091.00,266647.00,93986.00,271387.00,7756.00,395348.00,51913.00,319914.00,3844.00,596092.00,68351.00,339087.00,7233.00,506780.00,48833.00,293624.00,4302.00,519045.00,67536.00,326740.00,6220.00,416110.00,45458.00,392979.00,5216.00,522745.00,36882.00,365345.00,5164.00,470458.00,38477.00,362403.00,21786.00,471521.00,32222.00,370196.00,10981.00,516199.00,111196.00,212847.00,13811.00,308632.00,133074.00,229526.00,33209.00,425557.00,60413.00,382509.00,26665.00,409120.00,34242.00,392000.00,17400.00,511257.00,25704.00,384707.00,7263.00,551080.00,30750.00,431933.00,16399.00,622716.00,72216.00,405157.00,16940.00,633757.00,90283.00,412496.00,35832.00,598012.00,70233.00,421785.00,40098.00,699060.00,104788.00,466778.00,42978.00,741617.00,124429.00,496295.00,71693.00,679961.00,134993.00,578830.00,82236.00,564856.00,141548.00,587551.00,84695.00,560379.00,134756.00,608090.00,80832.00,489809.00,135651.00,635512.00,132669.00,683331.00,139615.00,677885.00,165203.00,689963.00,148355.00,804937.00,77058.00,900646.00,154393.00,809374.00,31274.00,585579.00,153867.00,820877.00,82548.00,627060.00,154708.00,788956.00,132956.00,807471.00,166275.00,778448.00,147020.87,794965.06,220702.59,784312.50,183853.80,767092.25,188512.09,770830.00,165478.77,780006.50,194753.63,700668.60,177217.20,811684.54,246758.09,791926.95,129071.32,614207.64,345546.70,746756.60,173951.21,573604.17
Palay,....Pampanga,70492.00,24753.00,907.00,77289.00,73834.00,23762.00,4055.00,58691.00,76192.00,27935.00,15794.00,72609.00,86353.00,11594.00,20925.00,83886.00,101757.00,16430.00,1907.00,47355.00,81147.00,20697.00,5066.00,58203.00,90888.00,23466.00,6253.00,44062.00,71004.00,77982.00,13638.00,57348.00,76732.00,74880.00,4137.00,61080.00,76139.00,81418.00,9375.00,74847.00,98489.00,64397.00,6539.00,67231.00,59578.00,27972.00,10384.00,36231.00,45101.00,88962.00,18260.00,60702.00,81742.00,62105.00,15750.00,69131.00,85740.00,70182.00,16277.00,75467.00,114347.00,52122.00,19373.00,82916.00,108553.00,57330.00,18914.00,88460.00,116195.00,61641.00,18152.00,76782.00,116380.00,73383.00,20573.00,82944.00,120961.00,84522.00,18207.00,110685.00,131225.00,91188.00,20776.00,147101.00,132950.00,94130.00,22545.00,149285.00,135039.00,96008.00,19656.00,82269.00,147627.00,91336.00,18126.00,136239.00,126179.00,98302.00,7368.00,78607.00,148193.00,94653.00,7815.00,137526.00,148017.00,106639.00,25596.00,139469.00,156965.00,99889.00,27642.00,148610.00,159943.00,100554.00,28367.00,136745.00,148297.00,98234.00,30645.00,144471.00,152221.00,94615.00,33973.00,148597.00,153615.00,94684.00,27123.00,156750.00,157580.00,97907.81,47391.03,148481.00,132605.80,93003.80,46492.43,149835.77,146117.99,88096.92,71409.75,171349.94,164779.19,85963.60,68824.65,154772.00,173325.00,81600.18,69303.10,139298.00
Palay,....Tarlac,43470.00,9605.00,26190.00,160709.00,57555.00,513.00,16282.00,136481.00,61896.00,2535.00,27694.00,163991.00,61855.00,4070.00,16257.00,189996.00,62473.00,3400.00,8010.00,174779.00,37957.00,2640.00,13022.00,246914.00,44174.00,3767.00,9667.00,205762.00,47404.00,38495.00,11634.00,204673.00,35432.00,47996.00,11368.00,201338.00,54985.00,48853.00,23471.00,196109.00,53624.00,64458.00,17042.00,253568.00,63607.00,26065.00,19481.00,153923.00,76014.00,44859.00,28002.00,229898.00,58248.00,73876.00,37757.00,213700.00,39675.00,81230.00,34648.00,271439.00,52250.00,70437.00,11095.00,298597.00,78136.00,67193.00,16726.00,300169.00,134986.00,27555.00,17261.00,300240.00,116784.00,45770.00,22300.00,308560.00,91652.00,45586.00,20682.00,320601.00,115432.00,67496.00,12212.00,362803.00,116439.00,67957.00,24192.00,341964.00,128793.00,64143.00,37065.00,261232.00,123682.00,82786.00,41163.00,314549.00,135550.00,77407.00,28351.00,209449.00,149626.00,79155.00,23957.00,296561.00,170381.00,79785.00,29167.00,305744.00,187797.00,83540.00,44002.00,323567.00,195753.00,86058.00,36600.00,251684.00,155493.00,94426.00,37380.00,277693.00,169079.00,80835.00,51725.00,277374.00,174107.00,91338.00,41776.00,261640.95,181605.00,78536.00,60102.00,275220.00,158069.00,67313.95,66521.00,281433.00,175117.00,79846.00,66336.81,283831.00,171999.00,75052.00,69542.56,282983.00,169824.00,76248.00,69616.99,292979.81
Palay,....Zambales,5600.00,13215.00,0.00,54504.00,8518.00,9614.00,1747.00,37253.00,7332.00,13939.00,1108.00,43360.00,8374.00,11441.00,1084.00,54327.00,7401.00,12465.00,780.00,24780.00,7072.00,2352.00,493.00,25782.00,7434.00,3350.00,286.00,33257.00,8940.00,4930.00,942.00,40358.00,9143.00,4862.00,1378.00,44676.00,14004.00,7490.00,4117.00,41777.00,16718.00,5814.00,4750.00,43395.00,12072.00,5850.00,4380.00,33361.00,16038.00,10982.00,2940.00,46047.00,14742.00,12652.00,4085.00,46548.00,14994.00,13667.00,6093.00,52944.00,13920.00,9022.00,3866.00,58820.00,15622.00,12881.00,5255.00,58405.00,17630.00,14440.00,7875.00,61210.00,18480.00,15513.00,9644.00,66387.00,19244.00,16435.00,4268.00,75012.00,20115.00,16259.00,3712.00,72624.00,24187.00,12196.00,5352.00,71704.00,25976.00,13911.00,6597.00,57718.00,20619.00,16080.00,4062.00,72993.00,30709.00,12383.00,4254.00,57486.00,28656.00,13340.00,5036.00,71868.00,29393.00,19353.00,7821.00,80543.00,28067.00,20164.00,7823.00,84137.00,29274.00,17944.00,9413.00,81337.00,21704.00,18677.12,6118.00,65723.00,23896.00,16838.00,6274.00,80753.00,18734.00,24304.00,2978.00,80490.00,24633.00,14682.00,14608.31,84449.00,30837.66,28083.00,21831.00,77468.00,28547.33,20430.00,16701.00,88892.73,19425.00,27174.28,9803.37,80401.76,24641.00,26458.32,29459.75,61668.70
