"Quarterly Gross Domestic Product Series by Industry, Q1 1981 to Q4 2023"

"Industry","At Current Prices 1981 Q1","At Current Prices 1981 Q2","At Current Prices 1981 Q3","At Current Prices 1981 Q4","At Current Prices 1982 Q1","At Current Prices 1982 Q2","At Current Prices 1982 Q3","At Current Prices 1982 Q4","At Current Prices 1983 Q1","At Current Prices 1983 Q2","At Current Prices 1983 Q3","At Current Prices 1983 Q4","At Current Prices 1984 Q1","At Current Prices 1984 Q2","At Current Prices 1984 Q3","At Current Prices 1984 Q4","At Current Prices 1985 Q1","At Current Prices 1985 Q2","At Current Prices 1985 Q3","At Current Prices 1985 Q4","At Current Prices 1986 Q1","At Current Prices 1986 Q2","At Current Prices 1986 Q3","At Current Prices 1986 Q4","At Current Prices 1987 Q1","At Current Prices 1987 Q2","At Current Prices 1987 Q3","At Current Prices 1987 Q4","At Current Prices 1988 Q1","At Current Prices 1988 Q2","At Current Prices 1988 Q3","At Current Prices 1988 Q4","At Current Prices 1989 Q1","At Current Prices 1989 Q2","At Current Prices 1989 Q3","At Current Prices 1989 Q4","At Current Prices 1990 Q1","At Current Prices 1990 Q2","At Current Prices 1990 Q3","At Current Prices 1990 Q4","At Current Prices 1991 Q1","At Current Prices 1991 Q2","At Current Prices 1991 Q3","At Current Prices 1991 Q4","At Current Prices 1992 Q1","At Current Prices 1992 Q2","At Current Prices 1992 Q3","At Current Prices 1992 Q4","At Current Prices 1993 Q1","At Current Prices 1993 Q2","At Current Prices 1993 Q3","At Current Prices 1993 Q4","At Current Prices 1994 Q1","At Current Prices 1994 Q2","At Current Prices 1994 Q3","At Current Prices 1994 Q4","At Current Prices 1995 Q1","At Current Prices 1995 Q2","At Current Prices 1995 Q3","At Current Prices 1995 Q4","At Current Prices 1996 Q1","At Current Prices 1996 Q2","At Current Prices 1996 Q3","At Current Prices 1996 Q4","At Current Prices 1997 Q1","At Current Prices 1997 Q2","At Current Prices 1997 Q3","At Current Prices 1997 Q4","At Current Prices 1998 Q1","At Current Prices 1998 Q2","At Current Prices 1998 Q3","At Current Prices 1998 Q4","At Current Prices 1999 Q1","At Current Prices 1999 Q2","At Current Prices 1999 Q3","At Current Prices 1999 Q4","At Current Prices 2000 Q1","At Current Prices 2000 Q2","At Current Prices 2000 Q3","At Current Prices 2000 Q4","At Current Prices 2001 Q1","At Current Prices 2001 Q2","At Current Prices 2001 Q3","At Current Prices 2001 Q4","At Current Prices 2002 Q1","At Current Prices 2002 Q2","At Current Prices 2002 Q3","At Current Prices 2002 Q4","At Current Prices 2003 Q1","At Current Prices 2003 Q2","At Current Prices 2003 Q3","At Current Prices 2003 Q4","At Current Prices 2004 Q1","At Current Prices 2004 Q2","At Current Prices 2004 Q3","At Current Prices 2004 Q4","At Current Prices 2005 Q1","At Current Prices 2005 Q2","At Current Prices 2005 Q3","At Current Prices 2005 Q4","At Current Prices 2006 Q1","At Current Prices 2006 Q2","At Current Prices 2006 Q3","At Current Prices 2006 Q4","At Current Prices 2007 Q1","At Current Prices 2007 Q2","At Current Prices 2007 Q3","At Current Prices 2007 Q4","At Current Prices 2008 Q1","At Current Prices 2008 Q2","At Current Prices 2008 Q3","At Current Prices 2008 Q4","At Current Prices 2009 Q1","At Current Prices 2009 Q2","At Current Prices 2009 Q3","At Current Prices 2009 Q4","At Current Prices 2010 Q1","At Current Prices 2010 Q2","At Current Prices 2010 Q3","At Current Prices 2010 Q4","At Current Prices 2011 Q1","At Current Prices 2011 Q2","At Current Prices 2011 Q3","At Current Prices 2011 Q4","At Current Prices 2012 Q1","At Current Prices 2012 Q2","At Current Prices 2012 Q3","At Current Prices 2012 Q4","At Current Prices 2013 Q1","At Current Prices 2013 Q2","At Current Prices 2013 Q3","At Current Prices 2013 Q4","At Current Prices 2014 Q1","At Current Prices 2014 Q2","At Current Prices 2014 Q3","At Current Prices 2014 Q4","At Current Prices 2015 Q1","At Current Prices 2015 Q2","At Current Prices 2015 Q3","At Current Prices 2015 Q4","At Current Prices 2016 Q1","At Current Prices 2016 Q2","At Current Prices 2016 Q3","At Current Prices 2016 Q4","At Current Prices 2017 Q1","At Current Prices 2017 Q2","At Current Prices 2017 Q3","At Current Prices 2017 Q4","At Current Prices 2018 Q1","At Current Prices 2018 Q2","At Current Prices 2018 Q3","At Current Prices 2018 Q4","At Current Prices 2019 Q1","At Current Prices 2019 Q2","At Current Prices 2019 Q3","At Current Prices 2019 Q4","At Current Prices 2020 Q1","At Current Prices 2020 Q2","At Current Prices 2020 Q3","At Current Prices 2020 Q4","At Current Prices 2021 Q1","At Current Prices 2021 Q2","At Current Prices 2021 Q3","At Current Prices 2021 Q4","At Current Prices 2022 Q1","At Current Prices 2022 Q2","At Current Prices 2022 Q3","At Current Prices 2022 Q4","At Current Prices 2023 Q1","At Current Prices 2023 Q2","At Current Prices 2023 Q3","At Current Prices 2023 Q4","At Constant 2018 Prices 1981 Q1","At Constant 2018 Prices 1981 Q2","At Constant 2018 Prices 1981 Q3","At Constant 2018 Prices 1981 Q4","At Constant 2018 Prices 1982 Q1","At Constant 2018 Prices 1982 Q2","At Constant 2018 Prices 1982 Q3","At Constant 2018 Prices 1982 Q4","At Constant 2018 Prices 1983 Q1","At Constant 2018 Prices 1983 Q2","At Constant 2018 Prices 1983 Q3","At Constant 2018 Prices 1983 Q4","At Constant 2018 Prices 1984 Q1","At Constant 2018 Prices 1984 Q2","At Constant 2018 Prices 1984 Q3","At Constant 2018 Prices 1984 Q4","At Constant 2018 Prices 1985 Q1","At Constant 2018 Prices 1985 Q2","At Constant 2018 Prices 1985 Q3","At Constant 2018 Prices 1985 Q4","At Constant 2018 Prices 1986 Q1","At Constant 2018 Prices 1986 Q2","At Constant 2018 Prices 1986 Q3","At Constant 2018 Prices 1986 Q4","At Constant 2018 Prices 1987 Q1","At Constant 2018 Prices 1987 Q2","At Constant 2018 Prices 1987 Q3","At Constant 2018 Prices 1987 Q4","At Constant 2018 Prices 1988 Q1","At Constant 2018 Prices 1988 Q2","At Constant 2018 Prices 1988 Q3","At Constant 2018 Prices 1988 Q4","At Constant 2018 Prices 1989 Q1","At Constant 2018 Prices 1989 Q2","At Constant 2018 Prices 1989 Q3","At Constant 2018 Prices 1989 Q4","At Constant 2018 Prices 1990 Q1","At Constant 2018 Prices 1990 Q2","At Constant 2018 Prices 1990 Q3","At Constant 2018 Prices 1990 Q4","At Constant 2018 Prices 1991 Q1","At Constant 2018 Prices 1991 Q2","At Constant 2018 Prices 1991 Q3","At Constant 2018 Prices 1991 Q4","At Constant 2018 Prices 1992 Q1","At Constant 2018 Prices 1992 Q2","At Constant 2018 Prices 1992 Q3","At Constant 2018 Prices 1992 Q4","At Constant 2018 Prices 1993 Q1","At Constant 2018 Prices 1993 Q2","At Constant 2018 Prices 1993 Q3","At Constant 2018 Prices 1993 Q4","At Constant 2018 Prices 1994 Q1","At Constant 2018 Prices 1994 Q2","At Constant 2018 Prices 1994 Q3","At Constant 2018 Prices 1994 Q4","At Constant 2018 Prices 1995 Q1","At Constant 2018 Prices 1995 Q2","At Constant 2018 Prices 1995 Q3","At Constant 2018 Prices 1995 Q4","At Constant 2018 Prices 1996 Q1","At Constant 2018 Prices 1996 Q2","At Constant 2018 Prices 1996 Q3","At Constant 2018 Prices 1996 Q4","At Constant 2018 Prices 1997 Q1","At Constant 2018 Prices 1997 Q2","At Constant 2018 Prices 1997 Q3","At Constant 2018 Prices 1997 Q4","At Constant 2018 Prices 1998 Q1","At Constant 2018 Prices 1998 Q2","At Constant 2018 Prices 1998 Q3","At Constant 2018 Prices 1998 Q4","At Constant 2018 Prices 1999 Q1","At Constant 2018 Prices 1999 Q2","At Constant 2018 Prices 1999 Q3","At Constant 2018 Prices 1999 Q4","At Constant 2018 Prices 2000 Q1","At Constant 2018 Prices 2000 Q2","At Constant 2018 Prices 2000 Q3","At Constant 2018 Prices 2000 Q4","At Constant 2018 Prices 2001 Q1","At Constant 2018 Prices 2001 Q2","At Constant 2018 Prices 2001 Q3","At Constant 2018 Prices 2001 Q4","At Constant 2018 Prices 2002 Q1","At Constant 2018 Prices 2002 Q2","At Constant 2018 Prices 2002 Q3","At Constant 2018 Prices 2002 Q4","At Constant 2018 Prices 2003 Q1","At Constant 2018 Prices 2003 Q2","At Constant 2018 Prices 2003 Q3","At Constant 2018 Prices 2003 Q4","At Constant 2018 Prices 2004 Q1","At Constant 2018 Prices 2004 Q2","At Constant 2018 Prices 2004 Q3","At Constant 2018 Prices 2004 Q4","At Constant 2018 Prices 2005 Q1","At Constant 2018 Prices 2005 Q2","At Constant 2018 Prices 2005 Q3","At Constant 2018 Prices 2005 Q4","At Constant 2018 Prices 2006 Q1","At Constant 2018 Prices 2006 Q2","At Constant 2018 Prices 2006 Q3","At Constant 2018 Prices 2006 Q4","At Constant 2018 Prices 2007 Q1","At Constant 2018 Prices 2007 Q2","At Constant 2018 Prices 2007 Q3","At Constant 2018 Prices 2007 Q4","At Constant 2018 Prices 2008 Q1","At Constant 2018 Prices 2008 Q2","At Constant 2018 Prices 2008 Q3","At Constant 2018 Prices 2008 Q4","At Constant 2018 Prices 2009 Q1","At Constant 2018 Prices 2009 Q2","At Constant 2018 Prices 2009 Q3","At Constant 2018 Prices 2009 Q4","At Constant 2018 Prices 2010 Q1","At Constant 2018 Prices 2010 Q2","At Constant 2018 Prices 2010 Q3","At Constant 2018 Prices 2010 Q4","At Constant 2018 Prices 2011 Q1","At Constant 2018 Prices 2011 Q2","At Constant 2018 Prices 2011 Q3","At Constant 2018 Prices 2011 Q4","At Constant 2018 Prices 2012 Q1","At Constant 2018 Prices 2012 Q2","At Constant 2018 Prices 2012 Q3","At Constant 2018 Prices 2012 Q4","At Constant 2018 Prices 2013 Q1","At Constant 2018 Prices 2013 Q2","At Constant 2018 Prices 2013 Q3","At Constant 2018 Prices 2013 Q4","At Constant 2018 Prices 2014 Q1","At Constant 2018 Prices 2014 Q2","At Constant 2018 Prices 2014 Q3","At Constant 2018 Prices 2014 Q4","At Constant 2018 Prices 2015 Q1","At Constant 2018 Prices 2015 Q2","At Constant 2018 Prices 2015 Q3","At Constant 2018 Prices 2015 Q4","At Constant 2018 Prices 2016 Q1","At Constant 2018 Prices 2016 Q2","At Constant 2018 Prices 2016 Q3","At Constant 2018 Prices 2016 Q4","At Constant 2018 Prices 2017 Q1","At Constant 2018 Prices 2017 Q2","At Constant 2018 Prices 2017 Q3","At Constant 2018 Prices 2017 Q4","At Constant 2018 Prices 2018 Q1","At Constant 2018 Prices 2018 Q2","At Constant 2018 Prices 2018 Q3","At Constant 2018 Prices 2018 Q4","At Constant 2018 Prices 2019 Q1","At Constant 2018 Prices 2019 Q2","At Constant 2018 Prices 2019 Q3","At Constant 2018 Prices 2019 Q4","At Constant 2018 Prices 2020 Q1","At Constant 2018 Prices 2020 Q2","At Constant 2018 Prices 2020 Q3","At Constant 2018 Prices 2020 Q4","At Constant 2018 Prices 2021 Q1","At Constant 2018 Prices 2021 Q2","At Constant 2018 Prices 2021 Q3","At Constant 2018 Prices 2021 Q4","At Constant 2018 Prices 2022 Q1","At Constant 2018 Prices 2022 Q2","At Constant 2018 Prices 2022 Q3","At Constant 2018 Prices 2022 Q4","At Constant 2018 Prices 2023 Q1","At Constant 2018 Prices 2023 Q2","At Constant 2018 Prices 2023 Q3","At Constant 2018 Prices 2023 Q4"
"..Agriculture, forestry, and fishing",16998.8,18254.8,13936.4,20580.7,17082.7,19316.5,13821.7,23391.8,20093.5,21482.7,16253.6,24094.1,30102.9,34559.4,26756.9,37965.8,34711.8,37759.0,26547.9,41462.0,35618.7,39322.2,27834.7,42927.0,39782.8,42938.7,32527.7,48597.8,42356.2,48545.2,39183.9,52976.1,48914.0,51913.1,48903.4,59752.8,57509.0,56557.5,53027.8,68165.9,63482.2,62316.1,55754.1,79396.1,72138.6,67859.7,61128.0,93417.7,79063.6,71961.1,62458.1,104628.6,91738.8,87405.3,79050.2,114037.0,97631.4,91833.8,95039.6,127416.9,111239.9,106899.1,103514.7,125319.5,113363.8,106215.2,99570.3,137046.0,112724.5,103829.1,100814.7,131848.1,129091.1,117599.4,113313.6,148640.2,125530.2,124887.5,113497.5,151564.7,122880.6,125987.5,121929.4,164560.6,139121.7,133602.0,131605.2,180752.5,148870.5,140507.6,139398.9,191659.6,175281.0,171867.2,175144.1,222223.9,188460.1,180793.2,186337.0,244281.1,210596.4,202886.6,203640.3,258094.3,225815.3,225863.8,225946.3,301804.3,267036.3,293394.2,274774.3,333368.4,296534.9,287441.7,273942.3,362066.3,312501.2,292304.1,293158.5,394354.0,353982.1,340422.5,321381.7,414178.3,347054.9,337675.2,334959.8,428783.4,355840.1,338539.2,344721.8,464020.4,393886.9,374265.3,357220.7,495327.0,380057.7,350398.4,339552.1,463360.9,367694.2,348622.8,359115.2,468846.3,399693.9,391556.8,381799.4,512906.0,429665.7,406440.8,396871.1,529638.9,420920.0,395738.8,391370.6,513509.3,442374.6,423957.9,410313.2,551778.0,486938.0,453832.3,433483.8,580232.6,499972.7,480440.7,484834.0,638842.5,566966.6,503276.0,511362.3,703554.3,204378.2,213869.4,168677.4,239519.1,198423.4,220851.2,154543.6,256038.7,202561.6,214611.7,154108.5,225961.9,200536.9,215787.2,149156.6,227884.5,197802.5,211243.5,145323.1,225153.2,201070.0,217926.7,156612.7,232392.4,205824.6,227559.4,162460.9,237026.6,206176.6,214979.8,185363.1,250927.8,218599.3,209456.7,191978.7,260773.3,217090.0,211625.2,193221.2,260570.9,227607.3,209251.5,181264.9,277355.6,230364.3,203248.3,178147.7,286868.8,241856.5,208954.9,175029.8,291724.5,239160.5,221256.6,192935.0,286930.1,244873.5,218050.4,203918.2,278750.9,249494.0,233981.9,210450.0,286189.3,256652.0,243324.2,208999.5,299967.4,245338.1,210843.6,206351.5,276066.9,260801.2,237786.4,224637.8,305948.3,262539.6,254914.7,229681.0,316869.8,268115.3,266756.5,239114.7,331131.0,280567.1,266964.1,244843.7,352615.6,297300.5,273025.1,256616.1,370429.4,315776.0,285094.7,278153.8,378084.8,314209.1,294819.3,290530.0,401510.7,334473.0,319859.3,305511.7,400834.1,347815.0,334485.9,322419.2,429026.6,364057.5,345797.5,335587.5,436909.3,368987.6,351802.1,330852.9,428564.2,369914.2,339244.8,334908.2,455733.5,390506.2,367309.8,345799.4,446939.8,392755.3,368447.7,361974.5,475134.1,410363.5,373203.9,369552.7,492071.6,417246.2,386659.1,361387.8,510713.2,424177.5,387947.1,362680.3,513538.8,406681.8,382287.2,375326.4,507789.6,427591.8,406593.9,388416.7,520531.8,438515.7,406797.2,388572.8,528730.8,440880.0,409817.6,400102.4,533055.2,439720.4,416015.4,404884.6,519770.2,434067.5,415895.2,398151.4,527096.2,434861.2,416818.1,406560.4,525495.0,444604.2,417675.1,410345.9,532281.9
"..Industry",32585.5,34045.8,33733.3,37568.0,36380.6,38762.7,37300.3,41466.6,40932.3,46252.5,42266.0,51384.2,58060.1,63015.2,59889.2,68578.9,61872.1,64975.9,60569.6,65232.9,62870.0,67731.0,66832.2,67963.5,64402.0,72609.8,80640.2,79031.8,79632.8,83005.2,87758.2,103762.0,87853.0,93844.0,99061.6,126682.2,105514.8,108161.0,114680.6,140309.1,120413.9,126633.9,135561.7,153293.5,134230.9,133105.9,142964.2,151704.7,136651.9,143557.4,160783.7,169705.7,158297.3,164731.7,179284.1,196609.5,175902.3,183451.5,199573.5,217342.6,203143.9,209748.5,228036.0,244004.5,222510.3,234498.4,254107.9,277887.5,250858.7,256837.1,270663.5,284259.4,253359.7,269392.0,291679.3,308708.2,300292.0,309328.3,335168.6,348441.8,331235.3,344365.0,360535.0,368283.9,354214.1,379154.9,374921.7,404983.4,390009.6,394203.8,406600.0,438744.4,425101.9,433020.4,434185.2,497519.7,461941.3,489655.5,489238.4,560015.5,504968.3,535150.3,539872.5,611947.8,558338.7,592799.3,572735.4,651609.4,580476.0,646197.2,670920.6,740077.6,592715.9,642507.1,635073.5,774577.7,706382.1,771272.9,708172.0,853913.6,777912.0,789832.9,720849.8,890608.5,838650.5,851319.9,788776.6,994221.9,915358.2,910317.8,830454.0,1052493.5,975512.3,1011588.2,926096.0,1187186.2,1016199.9,1060893.6,930320.8,1243037.0,1073677.0,1132468.6,1027087.6,1349747.4,1156906.5,1234692.5,1139951.3,1456397.6,1275597.5,1381005.3,1283471.4,1642451.0,1371767.5,1441554.3,1342483.7,1763476.0,1317902.4,1146187.2,1053048.8,1581093.7,1241934.5,1432404.7,1171903.2,1761447.0,1483136.3,1651766.0,1339328.4,1962704.8,1654567.3,1731897.1,1432359.0,2034328.2,426356.8,442921.5,426217.5,475940.4,440461.2,459543.8,430935.7,479310.3,451880.2,492661.0,423170.6,461132.8,437508.7,436019.6,366681.3,386775.8,342926.8,356439.3,325512.2,348917.4,337504.3,365085.7,349067.4,354605.3,335814.0,369645.6,390655.5,365781.0,369103.7,375032.9,393132.2,449325.7,385163.6,402296.8,411662.4,501283.1,417197.4,415474.1,423472.1,484215.3,398044.4,403040.6,417072.7,478777.0,414445.6,401288.1,421488.6,451404.1,401489.4,412327.7,438573.8,465135.2,426184.9,431285.2,456983.3,501593.3,453819.1,459141.9,490178.4,531161.0,480672.2,490223.9,524152.6,562104.5,504410.9,527136.4,556506.1,594078.3,512993.9,514344.8,540282.7,556455.6,482353.7,503451.1,542261.4,566293.1,523874.2,545972.7,571096.6,592388.4,529028.7,557215.4,577428.3,599540.4,550491.4,586995.9,585111.3,623784.2,576084.7,614903.2,621477.3,650405.4,608868.6,645143.7,623432.7,693961.4,637068.1,689206.3,650178.1,724832.2,658569.4,709600.7,674138.4,759790.1,690483.9,762704.3,698409.5,789077.0,705170.0,793772.1,764195.6,838435.9,698670.3,788139.8,722977.0,847865.1,779181.2,891895.7,781957.3,904989.1,836026.4,875988.0,769369.8,930425.0,879340.9,935118.6,833410.5,1026239.7,979045.6,1017270.4,880501.3,1047701.4,1016014.7,1100383.9,948834.7,1153638.5,1067582.0,1174987.1,1008860.5,1241960.3,1157871.4,1266733.3,1102272.4,1334464.7,1220659.2,1355792.5,1194929.4,1431200.5,1305840.6,1456816.1,1274190.9,1545677.7,1371604.9,1509246.0,1351150.1,1655867.7,1338590.1,1181422.0,1114455.3,1480848.3,1282912.4,1432963.2,1210911.9,1624834.3,1411464.3,1522975.6,1280849.3,1698458.4,1469722.0,1553073.8,1352600.1,1750706.3
"..Services",26727.3,27950.3,28039.4,29510.6,31392.8,32222.4,33507.0,35794.2,36116.2,37710.9,38831.1,44189.9,46166.1,51774.1,55447.5,64331.9,60380.1,63987.3,61363.0,71678.7,63802.6,69175.0,68974.1,79801.4,71060.9,77341.7,77538.5,90811.2,83068.4,91359.4,91451.7,107180.9,95775.7,105347.1,107913.6,128568.0,116119.5,125982.7,128035.0,153818.8,141386.8,152483.1,153475.7,178760.6,156430.0,167235.2,166360.0,194949.4,172065.2,182208.7,184289.7,215047.1,196041.3,209909.5,211453.0,244104.7,221559.4,238831.2,243167.6,284834.1,258828.3,279650.8,282898.2,328020.3,300750.9,324468.1,324455.3,378501.4,342396.1,377394.3,376673.8,437922.8,384953.8,423844.9,420529.6,486475.4,424573.4,470516.4,464977.8,528778.0,471819.7,519858.0,514301.6,578642.3,513243.4,561235.4,553169.9,624555.7,552452.6,612671.7,606554.5,696135.7,623255.8,701307.2,690528.1,774469.6,704079.7,786345.2,767878.9,858256.4,781234.6,888399.9,845284.5,968341.7,867645.2,964352.3,938042.2,1073292.6,948186.5,1080586.1,1052754.2,1162429.3,1010348.9,1145331.8,1127203.4,1242678.0,1132730.7,1289269.6,1268437.3,1376954.8,1219315.1,1414584.7,1386825.9,1514767.7,1353837.0,1564031.8,1549184.7,1672093.1,1501523.1,1745127.5,1739327.6,1852868.7,1666515.7,1910870.7,1891099.3,2017259.9,1808019.5,2082607.8,2060709.7,2209000.0,1996278.5,2310053.8,2258776.2,2440013.9,2188932.7,2527704.9,2496171.0,2669938.5,2395874.7,2781345.7,2769870.3,2972957.8,2633389.6,3028680.0,2992038.1,3222935.2,2688863.6,2568227.8,2741745.5,3026081.0,2645199.5,2881751.9,2998708.3,3322778.7,2945688.7,3265897.2,3425783.5,3849881.5,3394231.4,3654326.7,3819512.3,4312230.2,481355.5,492502.8,471928.4,495763.3,506793.2,512286.2,505148.1,542981.2,532937.9,552014.2,534790.6,550781.3,497046.4,531863.5,477006.8,532693.3,475453.2,504837.6,470444.7,549094.6,478237.7,519833.2,508612.1,578004.5,508354.2,547205.4,527843.7,608293.4,535618.7,581069.8,570092.8,656096.5,578759.1,621471.4,608059.1,693435.3,608731.9,649655.5,640317.0,718058.5,619000.7,649832.7,634760.2,720756.4,627081.0,654656.7,638177.1,731380.4,639915.3,670412.9,656846.3,750583.7,663593.4,699957.6,686762.7,780323.3,693755.8,732329.2,723070.8,816326.5,734364.5,778855.9,768650.6,868795.7,778258.3,823289.2,808373.8,907870.6,809221.3,854904.4,833258.1,915344.2,837977.3,893194.2,873085.7,964311.4,866882.2,928902.0,908635.4,983626.7,896064.8,962350.3,946040.3,1025598.1,927788.2,997744.7,979812.0,1069175.8,966693.6,1045047.2,1031607.3,1142087.7,1047483.1,1147573.4,1127532.4,1209973.5,1119862.7,1211343.0,1177276.5,1263488.4,1171338.8,1295854.1,1237942.6,1372892.1,1259497.9,1387226.8,1341944.6,1480148.5,1324379.8,1463429.7,1391412.5,1507730.1,1352692.2,1512309.5,1460480.8,1556291.3,1467795.5,1632626.0,1575186.0,1650429.4,1516676.1,1722428.1,1658607.1,1755284.7,1636802.9,1846608.2,1783637.3,1876996.6,1740366.4,1996354.6,1928829.8,2019382.4,1874875.1,2134712.8,2057330.9,2134249.7,1990037.0,2290569.7,2217846.9,2310720.1,2158135.1,2491165.5,2374883.9,2505064.7,2311726.3,2674944.9,2559290.0,2684301.0,2471220.2,2856770.7,2734477.6,2857580.0,2650701.0,3066860.7,2924291.7,3069173.3,2655495.0,2545506.0,2616158.9,2824977.1,2549817.1,2792966.2,2817566.9,3052901.9,2764893.9,3051140.4,3080139.5,3351948.6,2993316.5,3235071.5,3290836.6,3601524.4
"Gross Domestic Product",76311.7,80250.9,75709.0,87659.3,84856.1,90301.6,84629.0,100652.6,97142.0,105446.1,97350.7,119668.2,134329.1,149348.7,142093.6,170876.6,156964.0,166722.2,148480.5,178373.5,162291.3,176228.2,163641.0,190691.9,175245.6,192890.2,190706.4,218440.9,205057.4,222909.8,218393.8,263919.0,232542.7,251104.2,255878.7,315003.0,279143.3,290701.2,295743.5,362293.8,325282.9,341433.0,344791.5,411450.1,362799.5,368200.8,370452.1,440071.8,387780.7,397727.2,407531.5,489381.4,446077.4,462046.5,469787.3,554751.2,495093.1,514116.4,537780.7,629593.6,573212.1,596298.3,614448.9,697344.3,636625.0,665181.8,678133.5,793434.9,705979.3,738060.5,748152.0,854030.3,767404.6,810836.3,825522.5,943823.7,850395.6,904732.2,913643.9,1028784.5,925935.6,990210.5,996766.0,1111486.8,1006579.2,1073992.3,1059696.7,1210291.5,1091332.6,1147383.2,1152553.4,1326539.8,1223638.6,1306194.9,1299857.4,1494213.2,1354481.0,1456793.9,1443454.3,1662553.1,1496799.4,1626436.7,1588797.2,1838383.7,1651799.3,1783015.4,1736723.9,2026706.3,1795698.8,2020177.4,1998449.1,2235875.3,1899599.7,2075280.6,2036219.2,2379321.9,2151614.0,2352846.6,2269767.8,2625222.4,2351209.2,2544840.2,2429057.4,2819554.5,2539542.4,2753026.9,2672921.2,3095098.4,2772721.4,2993984.5,2914503.5,3369382.6,3035915.0,3296724.1,3174416.0,3699773.2,3204277.0,3493899.8,3330582.6,3915397.9,3437649.7,3791145.3,3644978.9,4258607.6,3745533.0,4153954.1,4017921.8,4639242.1,4101138.0,4568791.8,4450212.8,5145047.6,4426077.1,4865973.1,4725892.4,5499920.5,4449140.5,4138372.8,4205107.5,5158952.7,4374072.0,4767988.8,4604095.3,5664458.4,4928797.7,5398103.9,5249945.8,6451428.9,5615765.3,5889499.8,5763233.6,7050112.7,1112090.5,1149293.6,1066823.2,1211222.8,1145677.9,1192681.3,1090627.3,1278330.1,1187379.6,1259286.8,1112069.8,1237876.0,1135091.9,1183670.3,992844.7,1147353.7,1016182.6,1072520.4,941279.9,1123165.2,1016812.0,1102845.6,1014292.2,1165002.3,1049992.8,1144410.4,1080960.0,1211101.0,1110899.0,1171082.5,1148588.1,1356350.0,1182522.0,1233225.0,1211700.2,1455491.6,1243019.2,1276754.8,1257010.4,1462844.7,1244652.4,1262124.8,1233097.8,1476888.9,1271890.9,1259193.1,1237813.3,1469653.3,1283261.2,1291695.5,1270450.0,1507443.5,1328938.8,1352499.4,1336681.0,1568846.7,1392448.5,1409521.5,1417167.3,1626238.4,1464530.8,1503061.6,1503253.2,1717089.5,1539321.2,1593749.8,1573879.5,1801916.3,1567553.3,1580092.9,1579892.3,1747866.8,1581132.2,1634431.7,1639984.9,1836552.8,1653296.0,1729789.4,1709412.9,1892884.9,1693208.8,1786322.1,1762583.3,1956269.5,1758846.8,1851704.8,1809767.0,2045575.5,1840078.7,1932975.6,1909700.7,2162922.4,1972127.6,2077811.7,2029119.0,2282019.6,2071139.9,2195368.7,2117984.7,2389831.3,2164381.2,2325314.1,2217592.7,2533516.3,2297796.9,2484417.0,2362773.3,2698252.1,2393607.3,2602999.3,2491195.6,2783075.3,2420350.1,2652251.5,2514310.8,2832720.7,2616890.9,2863766.6,2692051.5,3011151.9,2743208.7,2965726.0,2773776.3,3132649.5,2908899.1,3150174.4,2979022.3,3378370.4,3129775.6,3386829.0,3178883.7,3559155.4,3308136.0,3621755.9,3367553.5,3798601.4,3481796.5,3853504.0,3589387.7,4066219.3,3722688.3,4140186.0,3852482.7,4347319.0,3959977.4,4437331.3,4142636.1,4636033.3,4215576.5,4720384.0,4397241.3,4931988.5,4463185.9,4985924.4,4675544.2,5258096.1,4433805.5,4142943.4,4135498.8,4825595.6,4266797.0,4641824.6,4426630.2,5204832.4,4611219.4,4990934.0,4767549.2,5575902.0,4907642.7,5205820.4,5053782.6,5884512.6
