"Geolocation","Commodity","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2013 Annual"
"PHILIPPINES","Carrots",26.95,23.21,26.62,31.79,38.50,48.29,42.00,36.73,37.32,44.39,46.40,46.81,38.97
"PHILIPPINES","Cassava",8.99,9.04,9.32,9.25,10.87,8.99,9.43,8.19,9.75,9.40,9.07,9.17,9.40
"PHILIPPINES","Gabi Cebu, for ginataan [Taro (cocoyam)]",24.24,22.11,20.43,21.04,22.13,22.77,23.54,24.19,28.31,28.13,26.91,27.28,24.26
"PHILIPPINES","Gabi Tagalog, for sinigang [Tannia, Yautia (cocoyam)]",34.15,35.88,34.79,36.60,38.34,37.03,36.94,38.73,26.50,30.55,30.98,28.32,36.30
"PHILIPPINES","Radish",19.95,19.57,17.74,17.49,20.15,19.33,19.50,19.24,20.69,24.56,21.79,17.69,19.84
"PHILIPPINES","Sweet Potato",17.44,15.69,13.81,14.88,16.92,17.68,18.85,20.67,20.88,20.30,18.54,18.33,17.81
"PHILIPPINES","White/Irish Potato",34.15,33.47,39.66,47.16,47.74,45.46,40.24,39.92,42.01,45.59,52.88,65.17,46.39
"..NATIONAL CAPITAL REGION (NCR)","Carrots",15.13,13.58,15.57,19.63,35.27,44.43,30.94,23.06,26.86,44.09,43.63,49.75,30.16
"..NATIONAL CAPITAL REGION (NCR)","Cassava",13.62,13.57,13.33,13.33,14.35,13.95,13.57,..,13.57,13.00,12.92,12.14,13.40
"..NATIONAL CAPITAL REGION (NCR)","Gabi Cebu, for ginataan [Taro (cocoyam)]",19.10,17.95,17.63,17.88,19.29,24.87,24.57,20.08,42.19,41.89,42.91,46.64,27.92
"..NATIONAL CAPITAL REGION (NCR)","Gabi Tagalog, for sinigang [Tannia, Yautia (cocoyam)]",27.11,27.44,26.41,24.59,33.00,34.58,34.18,38.89,19.70,27.92,28.47,22.86,28.76
"..NATIONAL CAPITAL REGION (NCR)","Radish",17.60,19.05,18.58,18.91,24.66,22.26,15.42,..,22.20,30.28,24.08,15.79,20.80
"..NATIONAL CAPITAL REGION (NCR)","Sweet Potato",21.46,21.14,13.06,14.40,21.82,23.62,22.81,26.72,26.75,26.04,24.89,18.93,21.80
"..NATIONAL CAPITAL REGION (NCR)","White/Irish Potato",19.17,20.95,33.49,38.60,36.81,32.92,29.39,32.88,34.75,37.97,45.02,49.49,34.29
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Carrots",21.15,15.13,18.80,20.75,24.37,44.00,33.81,28.27,29.65,31.82,43.98,55.32,30.59
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Cassava",..,..,..,..,..,..,..,..,..,..,..,..,..
