"Geolocation","Commodity","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2013 Annual"
"PHILIPPINES","Rice Special",39.08,39.03,39.03,39.16,39.25,39.55,39.83,40.95,42.27,41.96,42.58,42.31,40.87
"PHILIPPINES","Rice Premium",36.28,36.36,36.48,36.44,36.41,36.67,37.67,38.94,40.11,39.45,39.67,40.07,37.95
"PHILIPPINES","Well Milled Rice (WMR)",32.77,32.78,32.79,32.72,32.80,33.18,34.51,36.01,37.02,36.22,36.37,36.78,34.50
"PHILIPPINES","Regular Milled Rice (RMR)",29.81,29.75,29.70,29.72,29.82,30.34,31.56,32.90,34.00,33.42,33.67,34.12,31.54
"PHILIPPINES","Corngrain Yellow",15.96,15.76,15.51,15.75,16.01,15.89,15.96,15.94,17.08,16.03,16.18,16.10,17.64
"PHILIPPINES","Corngrain White",16.05,15.41,16.34,15.89,15.69,15.52,14.91,14.60,14.68,15.00,15.53,15.81,16.36
"PHILIPPINES","Corngrits Yellow",22.29,22.19,22.16,21.95,22.22,21.87,21.69,21.37,21.19,21.16,22.01,21.79,22.14
"PHILIPPINES","Corngrits White",26.01,25.96,26.43,26.71,26.48,26.36,25.61,24.45,24.42,24.54,25.97,26.88,26.01
"..NATIONAL CAPITAL REGION (NCR)","Rice Special",36.00,36.00,36.00,36.00,36.00,36.00,36.70,38.80,40.00,40.00,41.44,42.40,37.95
"..NATIONAL CAPITAL REGION (NCR)","Rice Premium",33.00,33.00,32.20,32.00,32.00,32.16,33.75,35.52,38.00,37.60,37.84,38.00,34.59
"..NATIONAL CAPITAL REGION (NCR)","Well Milled Rice (WMR)",30.40,30.40,30.08,30.00,30.75,31.00,32.50,33.76,35.60,35.60,36.44,37.00,32.79
"..NATIONAL CAPITAL REGION (NCR)","Regular Milled Rice (RMR)",28.40,28.40,28.08,28.00,28.30,28.64,30.00,30.60,32.60,32.60,33.88,34.20,30.31
"..NATIONAL CAPITAL REGION (NCR)","Corngrain Yellow",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Corngrain White",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Corngrits Yellow",..,..,..,..,..,..,..,..,..,..,..,..,..
