"Geolocation","Commodity","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2013 Annual"
"PHILIPPINES","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Avocado",..,..,..,12.96,12.35,13.15,15.39,14.88,20.34,25.24,..,..,16.33
"PHILIPPINES","Banana Bungulan, green",8.64,8.63,8.88,8.80,8.84,9.34,9.58,9.45,9.35,9.36,9.89,9.78,9.21
"PHILIPPINES","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Banana Lakatan, green",17.07,17.48,17.85,17.74,17.76,17.81,18.06,18.32,18.32,18.27,18.85,19.82,18.11
"PHILIPPINES","Banana Latundan, green",11.33,11.30,11.33,11.25,11.39,11.31,11.33,11.69,11.73,11.93,12.23,12.62,11.62
"PHILIPPINES","Banana Saba, green",8.70,8.73,8.86,9.00,9.02,9.00,8.94,9.24,9.46,9.48,9.59,9.86,9.16
"PHILIPPINES","Calamansi",28.47,27.92,25.84,26.18,26.60,24.74,22.36,18.27,16.47,17.44,21.47,26.92,23.56
"PHILIPPINES","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Durian",33.83,30.86,33.71,36.24,33.47,28.47,32.63,27.12,28.41,30.61,29.83,37.11,31.86
"PHILIPPINES","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Guapple",43.40,42.66,49.24,45.51,50.14,45.13,45.60,41.87,41.51,44.90,45.36,54.06,45.78
"PHILIPPINES","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Guayabano [Soursop]",14.31,14.61,15.38,16.26,22.69,13.07,11.71,13.37,14.00,15.30,17.37,17.78,15.49
"PHILIPPINES","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Jackfruit, ripe",12.48,12.44,12.78,12.54,11.10,11.32,12.42,12.17,13.49,12.87,14.19,14.61,12.70
"PHILIPPINES","Lanzones",28.96,31.12,30.00,30.00,..,37.73,56.98,39.67,28.35,31.09,31.39,35.60,34.63
"PHILIPPINES","Mandarin King",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Mandarin Ladu",18.30,17.21,17.00,17.83,17.76,10.00,..,..,18.20,18.12,18.05,19.26,17.17
"PHILIPPINES","Mandarin Szinkom",15.43,14.05,12.83,12.34,12.71,12.68,10.62,12.07,12.15,13.64,14.61,13.28,13.03
"PHILIPPINES","Mango Carabao, green",27.55,26.91,27.41,27.27,25.62,25.32,26.89,28.14,30.49,31.06,33.29,32.33,28.52
"PHILIPPINES","Mango Indian, green",6.80,7.03,9.23,8.22,7.45,7.70,8.59,8.15,8.37,8.96,12.46,10.75,8.64
"PHILIPPINES","Mango Piko, green",22.12,20.43,20.34,20.73,18.91,16.89,14.43,16.07,..,23.53,..,30.52,20.40
"PHILIPPINES","Mango, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Mangosteen",14.96,25.83,20.79,..,..,..,..,36.01,35.92,21.10,21.76,23.56,24.99
"PHILIPPINES","Marang",12.85,11.61,13.88,..,10.22,9.64,9.54,10.62,13.77,8.84,11.35,11.12,11.22
"PHILIPPINES","Muskmelon",18.03,15.07,12.64,13.43,..,..,..,..,..,..,..,..,14.79
"PHILIPPINES","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Papaya Hawaiian",11.47,11.31,11.90,11.10,12.06,11.80,11.34,11.75,12.31,11.88,12.73,13.36,11.92
"PHILIPPINES","Papaya native",8.52,8.22,8.68,8.38,7.91,8.15,8.19,8.34,8.03,8.53,8.62,8.23,8.32
"PHILIPPINES","Papaya Sinta",14.91,13.85,13.06,13.15,13.40,14.01,13.58,13.62,14.09,12.81,11.80,12.25,13.38
"PHILIPPINES","Papaya Solo",12.97,13.06,13.29,15.38,16.05,16.17,15.37,15.03,14.49,14.96,15.28,15.23,14.77
"PHILIPPINES","Pineapple Formosa",9.61,9.01,9.38,9.36,8.64,8.70,8.44,8.42,8.36,8.43,8.51,9.22,8.84
"PHILIPPINES","Pineapple Hawaiian",13.76,14.11,14.02,13.82,14.43,13.82,13.44,14.38,14.65,14.83,14.39,15.28,14.24
"PHILIPPINES","Pineapple native",7.06,7.04,7.06,7.84,11.90,12.39,12.53,14.62,7.73,7.79,7.74,7.90,9.30
"PHILIPPINES","Pineapple queen",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Pomelo",15.22,13.76,14.15,15.41,16.42,14.50,12.43,12.71,13.91,15.68,15.96,14.07,14.52
"PHILIPPINES","Rambutan",25.98,30.63,34.33,..,..,..,28.87,30.48,23.76,24.10,31.39,34.32,29.32
"PHILIPPINES","Santol Bangkok/Improved",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Santol native",..,..,..,..,7.99,9.32,9.75,..,..,..,..,..,9.02
"PHILIPPINES","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Starapple",8.65,9.10,10.38,..,..,..,..,..,..,..,..,..,9.38
"PHILIPPINES","Strawberry",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Watermelon",13.14,13.24,11.57,12.16,11.48,11.13,9.89,10.82,10.60,11.39,13.67,12.78,11.82
"..National Capital Region (NCR)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Bungulan, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Lakatan, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Latundan, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Saba, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Calamansi",..,..,..,..,..,..,..,..,..,..,..,..,..
