"Period","2016"
"January",1.3
"February",0.8
"March",0.8
"April",1.0
"May",1.1
"June",1.5
"July",1.6
"August",1.6
"September",1.9
"October",2.0
"November",2.2
"December",2.3
"Average",1.5
