"Period","2014"
"January",3.1
"February",2.9
"March",2.6
"April",2.7
"May",2.9
"June",2.4
"July",2.6
"August",2.8
"September",2.8
"October",2.8
"November",2.3
"December",1.4
"Average",2.6
