"Period","2008"
"January",3.8
"February",4.2
"March",4.7
"April",5.3
"May",5.7
"June",5.8
"July",5.8
"August",6.5
"September",7.1
"October",7.3
"November",7.2
"December",6.6
"Average",5.8
