"Period","2012"
"January",4.5
"February",3.6
"March",3.4
"April",3.7
"May",3.6
"June",3.4
"July",3.8
"August",3.9
"September",3.7
"October",3.6
"November",3.3
"December",3.4
"Average",3.6
