"Period","2007"
"January",3.9
"February",3.1
"March",2.8
"April",2.8
"May",2.7
"June",2.6
"July",3.0
"August",3.0
"September",2.7
"October",2.5
"November",2.6
"December",2.9
"Average",2.9
