"Period","2002"
"January",4.3
"February",4.0
"March",4.1
"April",4.1
"May",4.1
"June",3.3
"July",2.9
"August",2.9
"September",2.7
"October",2.6
"November",2.4
"December",2.4
"Average",3.3
