"Period","2000"
"January",6.8
"February",6.6
"March",6.5
"April",6.6
"May",6.8
"June",6.6
"July",6.4
"August",6.7
"September",6.7
"October",7.2
"November",7.7
"December",8.2
"Average",6.9
