"Period","2015"
"January",1.1
"February",1.3
"March",1.6
"April",1.5
"May",1.2
"June",1.0
"July",0.9
"August",0.9
"September",0.5
"October",0.6
"November",0.8
"December",1.2
"Average",1.1
