"Geolocation","Commodity Description","2008 Jan","2008 Feb","2008 Mar","2008 Apr","2008 May","2008 Jun","2008 Jul","2008 Aug","2008 Sep","2008 Oct","2008 Nov","2008 Dec","2008 Ave"
"....Davao de Oro","0 - ALL ITEMS",64.905916750579300,65.694493309231200,66.119111456197600,67.635604838220500,68.242202191029600,73.034321278221900,72.670362866536500,71.699807102041800,70.668591602266300,70.607931866985300,70.486612396423500,70.365292925861700,69.344187381966300
"....Davao de Oro","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",61.368569073795600,61.424106240378200,62.035015072787000,64.534187569004900,65.478319400909500,72.920299722980600,71.976167891076000,70.032367060684300,68.144103396875200,68.033029063710000,68.088566230292600,67.921954730544800,66.829723787753200
"....Davao de Oro","01.1 - FOOD",60.855364515930200,60.910387449489000,61.570662652193400,64.101717595894000,65.092130399950700,72.850364031728400,71.859951227671700,69.824102685999500,67.843277077886100,67.678208277209900,67.678208277209900,67.513139476533800,66.481459472308100
"....Davao de Oro","01.1.1 - Cereals and cereal products (ND)",61.403106813911900,61.975896989414800,63.293314393071500,69.536727306053300,72.400678183567800,91.703707098015800,88.496082115199600,82.653622325069900,75.035512990881200,73.775374604774800,73.660816569674200,72.687073271319300,73.885159388412800
"....Davao de Oro","01.1.1.1 - Cereals (ND)",60.968992307107000,62.207404559170500,64.811924650638700,72.693371382262800,76.286909090876900,97.834414763583700,94.562038077654900,84.327636231522000,75.705018127638700,74.303427625064200,74.212763090923800,73.015172267900600,75.910756014528700
"....Davao de Oro","01.1.1.12 - Rice",64.076215853577900,64.430554374427100,65.139231416125700,72.285058253252800,75.415048520754800,99.332898678081100,94.785554327182000,88.998025153310500,78.958433729247500,77.304853965284300,77.009571864576500,75.828443461745600,77.796990799797100
"....Davao de Oro","01.1.1.16 - Corn",48.057300101381200,52.969373978972300,63.451840913625500,74.390067280220100,79.909820400399900,91.607645820230300,93.633243295525600,64.920399083214600,62.185842491565900,61.831362933389200,62.590961986625000,61.324963564565400,68.072735154142900
"....Davao de Oro","01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",59.846567859581500,60.248222677431000,61.453187130979600,62.830289363606600,63.920495297769700,66.559941243638100,67.420630139029900,67.937043476265100,69.142007929813700,69.199387189506500,69.830559046127200,69.830559046127200,65.684907533323000
"....Davao de Oro","01.1.2 - Meat and other parts of slaughtered land animals (ND)",62.601102564148300,63.017254243112200,63.790107361188200,65.038562398080000,66.822069593639800,68.308325589939600,68.605576789199600,68.665027029051600,68.605576789199600,69.259529427571500,69.200079187719500,69.318979667423500,66.936015886689400
"....Davao de Oro","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",62.500367476290400,62.853144715103000,63.499902986259300,64.969808147978300,67.027675374384800,68.909153981385100,69.144338807260200,68.732765361978800,68.615172949041300,68.850357774916400,68.673969155510100,68.556376742572600,66.861086122723400
"....Davao de Oro","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Davao de Oro","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",70.603316296879300,71.001829841358400,71.732438006236700,73.392911108232900,75.717573451027600,77.842979021582800,78.108654717902200,77.643722249343300,77.510884401183600,77.776560097503000,77.577303325263400,77.444465477103700,75.529386499468100
"....Davao de Oro","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",65.897923004788200,66.552321445749400,66.879520666230000,68.122877704056200,68.122877704056200,68.646396456825100,68.646396456825100,68.646396456825100,67.795678483575600,67.730238639479500,67.795678483575600,67.795678483575600,67.719331998796800
"....Davao de Oro","01.1.3 - Fish and other seafood (ND)",49.253148383936200,48.414609119335200,48.900079219893700,48.105673600797900,47.002332463164900,48.282208182819200,49.429682965957500,48.105673600797900,51.327429722686200,50.841959622127700,51.062627849654300,51.150895140665000,49.323026655986300
"....Davao de Oro","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",52.111575680072300,49.753953691426300,46.217520708457300,46.624007258223800,46.014277433574000,47.477629012733600,46.542709948270500,44.632223164367700,49.632007726496300,48.046710182406800,46.461412638317200,49.388115796636400,47.741845270081900
"....Davao de Oro","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",67.304743612505400,67.788950401084600,67.627548138224900,68.273157189663800,64.668506652463300,65.798322492481300,70.747991886846300,70.102382835407400,71.178397921138900,68.542160961096700,70.263785098267100,70.209984343980500,68.542160961096700
"....Davao de Oro","01.1.3.3 - Fish preparations (ND)",66.637103157573500,69.915314851371800,68.902049418743300,68.544426324874400,68.663634022830700,70.511353341153400,74.743226618602100,76.233322843055900,76.769757483859300,77.306192124662600,80.465196120504700,79.749949932766900,73.203460519999900
"....Davao de Oro","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",46.431065284617000,45.025437331664700,47.519293377225200,45.614894215160800,44.617351796936700,46.022979749888900,46.567093796193000,44.390637610976600,48.607521469833400,48.924921330177500,48.924921330177500,48.063407423529300,46.725793726365000
"....Davao de Oro","01.1.3.6 - Other seafood preparations (ND)",63.610544598304800,64.177933004037900,64.367062472615600,64.493148785000800,64.682278253578500,66.258357158392800,67.204004501281300,70.356162310909900,70.671378091872800,71.490939122376200,72.877888558612800,73.760492745308800,67.829182466857700
