"Period","2004"
"January",2.6
"February",2.7
"March",2.7
"April",2.8
"May",2.9
"June",3.5
"July",4.7
"August",5.0
"September",5.2
"October",5.6
"November",6.1
"December",6.5
"Average",4.2
