"Period","2013"
"January",3.2
"February",3.2
"March",3.2
"April",2.7
"May",2.7
"June",2.8
"July",2.4
"August",2.0
"September",2.3
"October",2.3
"November",2.6
"December",3.3
"Average",2.7
