"Period","2009"
"January",6.1
"February",5.8
"March",5.3
"April",5.1
"May",4.6
"June",4.2
"July",3.7
"August",3.3
"September",3.1
"October",3.1
"November",3.1
"December",3.5
"Average",4.2
