"Period","2017"
"January",2.3
"February",2.8
"March",2.9
"April",2.8
"May",2.7
"June",2.1
"July",2.1
"August",2.2
"September",2.7
"October",2.6
"November",2.4
"December",2.2
"Average",2.5
