"Period","1996"
"January",6.7
"February",6.7
"March",6.8
"April",7.2
"May",6.6
"June",6.8
"July",6.7
"August",7.1
"September",6.9
"October",6.5
"November",7.0
"December",7.4
"Average",6.9
