"Geolocation","Commodity Description","2011 Jan","2011 Feb","2011 Mar","2011 Apr","2011 May","2011 Jun","2011 Jul","2011 Aug","2011 Sep","2011 Oct","2011 Nov","2011 Dec","2011 Ave"
"....Benguet","0 - ALL ITEMS",81.569906978933000,81.700627983706900,81.308464969385200,81.700627983706900,81.831348988480900,82.027430495641800,82.158151500415700,81.962069993254800,82.223512002802700,82.681035519511400,82.942477529059300,82.811756524285400,82.076450872432000
"....Benguet","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",80.884145769641900,80.766922369975800,79.711911772980500,79.946358572312800,80.063581971978900,80.180805371645100,80.356640471144300,80.298028771311200,80.766922369975800,81.880544666804200,82.173603165969600,82.173603165969600,80.766922369975800
"....Benguet","01.1 - FOOD",80.701778937768700,80.585157869939500,79.477257725562700,79.710499861220900,79.827120929050100,79.943741996879200,80.118673598622900,80.060363064708400,80.526847336025000,81.751368548231000,82.042921217803800,82.042921217803800,80.565721025301300
"....Benguet","01.1.1 - Cereals and cereal products (ND)",84.486114436933200,84.608914021870600,84.793113399276700,84.854513191745400,84.977312776682800,85.038712569151500,85.038712569151500,85.038712569151500,84.977312776682800,85.038712569151500,85.161512154088900,85.161512154088900,84.931262932331300
"....Benguet","01.1.1.1 - Cereals (ND)",84.614620427707500,84.682697329834200,84.809976025988300,84.704812911566200,84.832091607720200,84.832091607720200,84.832091607720200,84.832091607720200,84.768452259643200,84.768452259643200,84.895730955797200,84.832091607720200,84.783766684065100
"....Benguet","01.1.1.12 - Rice",84.949607338907400,85.147471331156400,85.279380659322400,85.213425995239400,85.345335323405400,85.345335323405400,85.345335323405400,85.345335323405400,85.279380659322400,85.279380659322400,85.411289987488400,85.345335323405400,85.273884437315500
"....Benguet","01.1.1.16 - Corn",75.407087379071400,71.907804239258300,71.907804239258300,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,70.724947966645400,71.312268963116400
"....Benguet","01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",85.176460323692400,85.340051476682800,85.667233782663700,85.939885704314400,86.048946472974700,86.158007241635000,86.158007241635000,86.158007241635000,86.212537625965200,86.376128778955600,86.485189547615900,86.648780700606400,86.030769678198000
"....Benguet","01.1.2 - Meat and other parts of slaughtered land animals (ND)",81.842864304921600,81.973083659424300,81.973083659424300,82.038193336675600,82.038193336675600,82.428851400183600,82.428851400183600,82.363741722932300,82.363741722932300,82.949728818194300,82.949728818194300,82.949728818194300,82.358315916494700
"....Benguet","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",81.733186408975900,81.928564543818100,81.928564543818100,81.928564543818100,81.928564543818100,81.928564543818100,81.928564543818100,81.863438498870700,81.863438498870700,81.993690588765500,81.993690588765500,81.993690588765500,81.917710202993500
"....Benguet","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",92.788784867900800,92.788784867900800,92.788784867900800,94.899219701894100,94.899219701894100,94.899219701894100,94.899219701894100,94.899219701894100,94.899219701894100,97.994524125084100,97.994524125084100,97.994524125084100,95.145437099193300
"....Benguet","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",93.040240813458300,93.040240813458300,93.040240813458300,93.040240813458300,93.040240813458300,94.276897649915500,94.276897649915500,94.276897649915500,94.276897649915500,96.095510644705600,96.095510644705600,96.095510644705600,94.216277216755900
"....Benguet","01.1.3 - Fish and other seafood (ND)",77.020007651857500,75.866713266445600,73.509981261473400,74.312273007846900,74.663275646885300,74.863848583478700,74.813705349330400,75.716283564000600,78.022872334824400,78.223445271417800,78.624591144604600,78.474161442159500,76.175929877027100
"....Benguet","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",96.404179817757100,79.129442393765900,78.572192799443600,79.798141906952700,77.123343854205700,75.061520355213200,74.950070436348700,75.785944827832200,76.343194422154500,77.123343854205700,77.569143529663500,78.850817596604800,78.892611316179000
"....Benguet","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",69.268515080443100,69.268515080443100,69.268515080443100,69.503522765194400,69.503522765194400,69.503522765194400,69.503522765194400,69.503522765194400,69.503522765194400,69.503522765194400,69.503522765194400,70.502305425387400,69.528002732356000
"....Benguet","01.1.3.3 - Fish preparations (ND)",82.750032089533900,82.750032089533900,83.227961317773800,83.227961317773800,83.432788129876600,83.569339337945100,83.569339337945100,84.047268566185000,84.047268566185000,84.047268566185000,84.047268566185000,84.047268566185000,83.563649704275600
"....Benguet","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",60.272059270055300,62.663205198275300,59.588874719135300,60.272059270055300,61.258881399162000,61.904111252808600,61.828201858262000,62.815023987368700,65.661626282868800,65.737535677415400,66.155037347422100,65.585716888322100,62.811861095929200
"....Benguet","01.1.3.6 - Other seafood preparations (ND)",84.694356380117400,84.694356380117400,87.428483500496600,87.428483500496600,88.763754884867800,90.099026269239000,90.099026269239000,90.099026269239000,90.099026269239000,90.099026269239000,90.099026269239000,90.099026269239000,88.641884877564100
"....Benguet","01.1.4 - Milk, other dairy products and eggs (ND)",79.824790794979100,79.759414225941400,80.805439330543900,80.805439330543900,80.870815899581600,80.870815899581600,80.936192468619200,80.936192468619200,81.001569037656900,82.178347280334700,82.178347280334700,82.047594142259400,81.017913179916300
"....Benguet","01.1.4.1 - Raw and whole milk (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.4.3 - Other milk and cream (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.4.4 - Non-animal milk (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.4.5 - Cheese (ND)",82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900,82.638776994926900
"....Benguet","01.1.4.6 - Yoghurt and similar products (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.4.7 - Milk-based dessert and beverages (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.4.8 - Eggs (ND)",76.243734001275000,76.049564899404200,78.250148053940200,78.055978952069400,78.055978952069400,78.055978952069400,78.185425019983200,78.185425019983200,78.055978952069400,80.644900310346900,80.644900310346900,80.256562106605300,78.390381294180200
"....Benguet","01.1.5 - Oils and fats (ND)",76.299696552861100,76.299696552861100,76.351215591721900,76.402734630582700,76.402734630582700,78.721091379319200,79.390838884509800,79.854510234257100,79.236281767927300,79.236281767927300,79.236281767927300,79.596915039953000,78.085689900035900
"....Benguet","01.1.5.1 - Vegetable oils (ND)",74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000,74.277296758004000
"....Benguet","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.5.3 - Margarine and similar preparations (ND)",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Benguet","01.1.5.9 - Other animal oils and fats (ND)",89.984196229709500,89.984196229709500,89.984196229709500,89.984196229709500,89.984196229709500,94.980396487934200,96.452960774568800,97.399609244548200,96.084819702910200,96.084819702910200,96.084819702910200,96.663327101230900,93.639311155463300
"....Benguet","01.1.6 - Fruits and nuts (ND)",68.887746002387500,69.218029716097600,67.377877596855700,67.094777270818500,66.670126781762700,66.434209843398300,66.906043720127000,66.245476292706900,67.613794535220100,68.368728737985900,68.274361962640200,67.141960658491400,67.519427759874300
