"Period","2005"
"January",6.8
"February",7.1
"March",7.0
"April",7.0
"May",7.1
"June",6.4
"July",5.9
"August",5.7
"September",5.5
"October",5.5
"November",5.4
"December",5.2
"Average",6.2
