"Period","2010"
"January",3.0
"February",3.4
"March",3.6
"April",3.8
"May",3.5
"June",3.7
"July",3.8
"August",4.0
"September",3.8
"October",3.4
"November",3.7
"December",3.7
"Average",3.6
