"Period","2001"
"January",5.7
"February",5.8
"March",6.2
"April",6.1
"May",6.1
"June",6.3
"July",6.7
"August",6.4
"September",6.4
"October",5.7
"November",4.8
"December",4.7
"Average",5.9
