"Period","1995"
"January",6.3
"February",5.9
"March",6.3
"April",5.8
"May",6.4
"June",6.4
"July",6.2
"August",6.1
"September",6.1
"October",6.7
"November",6.7
"December",6.5
"Average",6.3
