"Period","1997"
"January",6.7
"February",6.4
"March",6.4
"April",6.2
"May",6.2
"June",6.9
"July",6.8
"August",6.4
"September",6.6
"October",6.9
"November",7.6
"December",7.4
"Average",6.7
