"Period","1999"
"January",10.2
"February",9.1
"March",8.1
"April",7.6
"May",6.5
"June",6.1
"July",6.1
"August",5.7
"September",5.4
"October",5.4
"November",5.1
"December",4.9
"Average",6.6
